Iteration,Learning Rate,Batch Size,Gamma,GAE Lambda,Mean Score,Training Time
54,0.0056415055537725,74,0.9700221890481092,0.9727137383956368,500.0,9.909335851669312
55,0.0032530160516193,100,0.9834536739618454,0.9959758634279376,221.82,8.928821325302124
56,0.0040649238452565,72,0.9121965548456284,0.9661896608422758,138.74,10.017634630203249
57,0.0082109673402087,68,0.9292553453330448,0.9992879436083484,169.2,10.123632669448853
58,0.0065000969157669,69,0.9881675410150512,0.9300237005731342,500.0,10.266812801361084
59,0.0050174305855345,84,0.9923813038185156,0.9734318037717616,347.5,8.968867540359497
60,0.0005444393273784,69,0.9840103586448716,0.9088068475048634,392.42,10.045947074890137
61,0.0020045919997761,85,0.9697764943662782,0.9734256392806356,402.7,9.520673990249634
62,0.0044871064639641,109,0.9716856366927414,0.9740206214058884,96.0,9.120745182037354
63,0.0047117148451094,78,0.92040762507022,0.9519935671757236,214.48,9.863707780838013
64,0.0026781662836771,127,0.953108875381798,0.9634566010751776,240.66,7.940420866012573
65,0.0036243405377946,86,0.9129665341667356,0.962198119012954,205.86,9.228527545928957
66,0.0004981542741607,105,0.9794788647727884,0.980632607727788,285.48,8.787096977233887
67,0.002019161696317,125,0.971720349264688,0.935325631457453,500.0,8.508317232131958
68,0.0052731543350906,80,0.9609460759627322,0.9078630755759282,172.84,10.039192914962769
69,0.004023845630578,99,0.915952841193136,0.9460204201054848,500.0,9.621209621429443
70,0.0048892221464397,93,0.926004552013435,0.9138241295485464,234.88,12.20434308052063
71,0.0091057189798349,68,0.982761417050014,0.9785964911081712,500.0,11.163030862808228
72,0.0057489865377287,110,0.902461390125564,0.9255971134281432,500.0,8.875374794006348
73,0.0018239647316875,93,0.9553467001824012,0.9094986111788056,496.16,9.740158081054688
74,0.0040881491803774,95,0.9942646287929492,0.994295509294562,500.0,9.195916891098022
75,0.0035269690417899,116,0.9549594868465312,0.9985963186716408,227.54,8.599212408065796
76,0.0013213789850285,76,0.9239613851253746,0.9712509021007568,269.38,10.126178741455078
77,0.005893362948281,111,0.9843650085435272,0.9399375054735556,500.0,8.333766460418701
78,0.0082883565462398,70,0.9759797771523632,0.9136104292430854,250.74,10.139316082000732
79,0.0049787279406446,118,0.9060287988190864,0.9049952506353764,242.08,8.760703802108765
80,0.0019677198696911,98,0.9419726808209375,0.9659629921259332,375.48,9.256164789199827
81,0.0017975258714732,116,0.9748532176206935,0.9117506791943156,500.0,8.551836490631104
82,0.0027451370589626,122,0.9877810878938256,0.9310066291876384,500.0,8.721775770187378
83,0.0041207975693512,73,0.934968713366567,0.9922243538393092,500.0,10.01600170135498
84,0.0056972312730742,79,0.9477863637068826,0.93189632682025,325.3,10.00003957748413
85,0.009472011114536,75,0.9675514548557694,0.9921712544654572,233.84,9.78279709815979
86,0.0033647271053492,91,0.9119709467051148,0.9543208462700792,220.02,9.604378700256348
87,0.0086284935985201,85,0.9947974463007884,0.9731037991152868,500.0,9.13380527496338
88,0.0023436071019822,73,0.9099054010690436,0.9873458543071948,320.0,10.261858940124512
89,0.0026124778675571,65,0.912639538894288,0.9907288021307354,310.38,11.597537755966188
90,0.0072906263154167,95,0.9805296645661598,0.9696077497741008,288.74,9.62868356704712
91,0.0085912279424104,100,0.9306015879858794,0.9219590805576672,194.68,9.08739137649536
92,0.0054007113241719,122,0.9659149099927272,0.9440392785378942,289.28,8.732013940811157
93,0.0015037228175911,112,0.99093257397196,0.9072410073790628,423.6,9.307158708572388
94,0.0089007758909945,92,0.9357352057689242,0.973044598535806,254.74,9.685531854629517
95,0.0067146697090971,69,0.9065378211524044,0.9452995696382704,160.68,9.9703631401062
96,0.0026485751963854,64,0.9377652589312624,0.969142171162112,427.42,10.54082179069519
97,0.008849030094542,128,0.9190136527384212,0.914895267889178,492.02,7.991229057312012
98,0.0072829862859781,79,0.9042949785840904,0.9615205382995456,204.18,9.64004683494568
99,0.0052968042334056,119,0.9809433914062158,0.9468015973823212,378.34,8.701671600341797
100,0.0033639853793833,98,0.9088494093335266,0.9282602862565504,500.0,9.179589033126833
101,0.0021566628652152,96,0.915884773077887,0.954098386488563,336.44,9.315670013427734
102,0.0096701936184903,91,0.9905605363233224,0.9520419352869742,418.8,9.20826530456543
103,0.0085173937568163,87,0.990887640389033,0.9715793940429368,317.8,9.266413927078249
104,0.0055020648925867,100,0.927195056663326,0.9774529434498976,274.3,8.996459245681763
105,0.0076586373603184,103,0.9595311959688226,0.9845910093008204,297.22,8.864148616790771
106,0.0086667795947375,95,0.9177925547951676,0.9835537725025558,500.0,9.525481700897217
107,0.0034677373486143,77,0.9720054910810364,0.9403014536841948,500.0,9.930233240127563
108,0.0068206335354285,102,0.9074776680815244,0.9946600870424386,257.62,8.597687005996704
109,0.0092043055076314,96,0.9147753398644084,0.9455168499741732,158.16,8.86805272102356
110,0.0075071317934837,69,0.9670125960396616,0.908617596580753,108.74,10.469538450241089
111,0.0028164994577473,104,0.9365228555160008,0.9692268174037816,302.24,8.549964189529419
112,0.0048010092794474,98,0.972160429029736,0.995449260352194,138.36,9.15032124519348
113,0.0075402233514941,73,0.9720789710965232,0.986614756082146,255.18,9.87675166130066
114,0.0054387348240856,77,0.9904920714932184,0.9767923136534116,500.0,9.658713579177856
115,0.0014546769039873,125,0.9708693125400382,0.9828756943767966,309.38,8.15723991394043
116,0.0025414363981719,80,0.9741907863863096,0.9737998986118088,500.0,9.801630020141602
117,0.0053181033923099,72,0.954606727710039,0.941792857203194,318.62,9.842533349990845
118,0.0039407280417273,115,0.909324851262594,0.9974967567480036,278.98,8.917983531951904
119,0.00588092756232,106,0.912900716387104,0.9737446715822176,263.74,8.937405824661255
120,0.0003555668788674,124,0.9325416502503626,0.9388850031512138,213.14,8.617597818374634
121,0.0029242605926956,125,0.9685046705440136,0.9827924399477698,350.24,8.141758918762207
122,0.0014218943089332,119,0.9620439884126444,0.9758934569785934,492.88,9.272125005722046
123,0.0031032260519264,78,0.906354390138752,0.9382774110295474,232.88,9.282314777374268
124,0.0078801373427036,110,0.9619167356030326,0.909593559894891,497.48,8.331894636154175
125,0.0033566692206787,64,0.9637736638065232,0.9897460003627097,167.86,10.023411989212036
126,0.0060040838704122,116,0.9344578139838284,0.925142829321557,241.42,9.03669285774231
127,0.0087423783474478,85,0.984153607248201,0.9257899923552884,500.0,9.09429407119751
128,0.0080886571261003,68,0.9719856903132972,0.9292603998075192,406.46,10.561880111694336
129,0.0009222805690482,106,0.9327144897151208,0.9326229356917604,157.18,8.942440748214722
130,0.0094787653814387,92,0.9259653093839368,0.917625957938054,181.78,9.341316938400269
131,0.0057898345534396,127,0.9458380045866368,0.9498519984542022,500.0,8.091490507125854
132,0.001858750413998,85,0.9466257978391376,0.9664834184717492,252.82,9.43865442276001
133,0.0047608024188624,112,0.9603080396537256,0.9920879901653444,496.76,9.038107633590698
134,0.005146133189913,112,0.9058138288230831,0.9577580891994626,158.54,9.174037218093872
135,0.0091433435203709,125,0.9675684702554616,0.9052646560331402,327.46,8.250608444213867
136,0.0063206549154133,79,0.99180632131363,0.9885966244745076,163.02,10.04457187652588
137,0.0062666658656154,82,0.9741462971296404,0.943553225249966,500.0,9.787086963653564
138,0.0049452313204556,104,0.9844100766330032,0.9066164982737328,500.0,9.014207124710085
139,0.0004940398723502,66,0.9675163698607246,0.9225495810008822,497.9,10.0371196269989
140,0.0083434157737434,125,0.917511158203329,0.9202600379983756,272.36,7.700729608535767
141,0.0060918523940285,76,0.9284386263972304,0.9231854458833008,321.54,9.101747512817385
142,0.0091396209157019,107,0.9697981036995768,0.9193938869811888,273.86,7.858538866043091
143,0.0004183900861079,120,0.9372646462813502,0.9300036440814022,274.98,8.043397188186646
144,0.007344655865157,116,0.9364353528398028,0.9824818123910112,228.76,7.992523193359375
145,0.003791314218818,112,0.9428102405198626,0.96269304979923,212.08,8.216764688491821
146,0.0039856809878687,67,0.9143875382557312,0.9467861813379684,417.86,9.821471929550173
147,0.0051069702289411,125,0.9963581519223084,0.9314472367084756,500.0,7.587833404541016
148,0.004730446626981,94,0.9558484792872534,0.9263418071746412,438.4,8.850371599197388
149,0.005540218383196,106,0.9632486989738708,0.9515299674428288,233.52,8.216627597808838
150,0.0089757161653634,94,0.960088541371152,0.9303022217906036,159.88,8.57483172416687
151,0.0043978642753719,82,0.9312488556625104,0.9502989468866808,263.22,8.907074928283691
152,0.0064913707648002,106,0.9110531771276424,0.9426085853535032,432.92,8.389079809188843
153,0.0050653351604706,93,0.9914538774277072,0.9653126230620984,500.0,8.908849477767944
154,0.000836341905097,84,0.921469769833342,0.956787912632679,279.18,8.660998344421387
155,0.00238711160604,86,0.9461511675360454,0.9339118159667118,360.5,8.419901609420776
156,0.0041829976028621,109,0.983702003657825,0.9585955089739936,273.8,8.22451901435852
157,0.0032810492642857,85,0.9461337546409576,0.930164081925823,260.78,8.660995960235596
158,0.0007449567418945,110,0.9742903796890152,0.9141887579203472,500.0,8.057327508926392
159,0.0078660335037854,118,0.9252912015342996,0.978122775799229,243.5,7.959409236907959
160,0.0046143255425488,79,0.9046146275837044,0.9564505557036446,160.2,9.392560005187988
161,0.0002567603270113,79,0.970032797250418,0.9927379242097027,206.52,9.599732160568236
162,0.0018059962946294,84,0.9457009468337592,0.9861480356373694,315.74,8.7994065284729
163,0.0022232511993235,82,0.9013983408760446,0.9503742472080784,345.58,9.401007175445557
164,0.0076940989686209,124,0.9357659484583416,0.9406437766354524,371.4,8.541820526123047
165,0.0050236635911705,117,0.9957064202096784,0.979452217301698,337.38,8.510240077972412
166,0.0056173346090161,122,0.924903330458312,0.9272367186940944,270.02,8.203333616256714
167,0.006739908196794,96,0.9529373268537984,0.9631465224216156,223.12,8.690808773040771
168,0.0080078830753739,84,0.9092696004084008,0.9100719202100636,117.14,8.95136022567749
169,0.0095234375397427,78,0.9557265104082432,0.9337079639863296,361.74,9.13516092300415
170,0.0098622142295825,88,0.931734240272963,0.9767498204989766,251.42,9.258753538131714
171,0.009354918567552,106,0.945857945381696,0.9266457707152548,325.94,8.495720386505127
172,0.0085137585319043,88,0.9465390954330408,0.969936933979232,239.56,9.1110942363739
173,0.0084524116293738,70,0.9622847445420392,0.9816375984793972,372.62,10.09714651107788
174,0.0096893897300445,81,0.9284822315483328,0.9381541325502896,201.92,9.339772462844849
175,0.0047686555290867,128,0.9513045032553318,0.9161434026803118,428.8,7.655776023864746
176,0.0085658332641556,83,0.9119908520437218,0.9466126279703666,149.86,9.851813554763794
177,0.0060508235327599,91,0.91326702720832,0.9980132548362972,170.6,8.732868909835815
178,0.0099025689257498,95,0.9145450962371336,0.9772146707979034,153.74,8.894141435623169
179,0.0005592335687542,66,0.9732271603259048,0.928728416327743,500.0,9.866456031799316
180,0.0002072220487182,119,0.983550934921354,0.9225265179808928,270.38,7.970987319946289
181,0.007376143929699,69,0.9901132051643964,0.945849635728437,326.72,10.06587815284729
182,0.0078743384685195,95,0.9426319822528072,0.9342989695275458,198.76,8.530987977981567
183,0.0026056617094294,98,0.9244430561264888,0.9609065943119748,246.9,8.745037317276001
184,0.0012267680540698,104,0.9674189808956408,0.9626358213571612,500.0,8.411765575408936
185,0.0052948044335149,91,0.9780903978802002,0.90804659294749,500.0,8.593156099319458
186,0.0059617320575698,87,0.9524403481725284,0.9958280260032556,168.2,8.55929160118103
187,0.0073739866133161,83,0.927845539719186,0.9704088809159468,198.46,9.111711025238035
188,0.0092170752909903,81,0.9693162963088812,0.9982424610896996,309.42,11.130365371704102
189,0.0030462390967931,111,0.996284919073516,0.9495599744125414,211.38,8.366753816604614
190,0.0041258150885584,95,0.9608705003524944,0.9584784728160792,390.42,9.097609758377075
191,0.006121068959817,84,0.9897559678293752,0.9198191866819018,500.0,8.63930058479309
192,0.0050986474675306,78,0.943164079013344,0.9633599137020304,290.44,9.157761096954346
193,0.0058250132104736,87,0.9193926486725597,0.910866452271374,464.1,8.767202138900757
194,0.0092715565794744,89,0.9127894193244804,0.956215963162613,106.96,9.74650740623474
195,0.0062784694716656,97,0.9255696675060224,0.9977371337738364,153.68,9.12619924545288
196,0.0056864831551594,121,0.9929516332260676,0.9704460929244872,477.82,8.320902347564697
197,0.0001604614871522,114,0.907921017397202,0.9329492897424726,172.48,8.117656230926514
198,0.0001604779945012,94,0.929071035376124,0.9069628274403104,261.42,8.955732345581055
199,0.004085301874277,93,0.9245145991114976,0.9279940391248348,422.24,8.639634609222412
200,0.0060917405185765,74,0.9994863858141864,0.9279043829131408,498.2,9.231162071228027
201,0.0039736522913399,127,0.9230673522426336,0.9373035393652832,245.76,7.634871959686279
202,0.0049769410860346,113,0.9207362593992638,0.9690575922702708,263.92,8.399824857711792
203,0.0058913432111884,93,0.917347309837384,0.9233407227128224,134.6,8.702834606170654
204,0.0016733406427128,115,0.9606948095051352,0.97353520335099,500.0,8.148265838623047
205,0.0031215126300742,92,0.959507686511006,0.998116364805096,392.28,8.631150007247925
206,0.0091128416406145,67,0.9995500278215296,0.9321696349769744,500.0,9.636091709136965
207,0.0008096407029622,68,0.9837362297808429,0.9025508612271544,469.22,9.670944452285768
208,0.0062548361493976,122,0.964449483425995,0.92733709773106,299.26,8.194219589233398
209,0.0067452795293593,88,0.9029701797870808,0.9732351580798612,182.9,9.039469718933104
210,0.0053732835494138,89,0.9951381539191286,0.9284949272872166,489.0,9.37656021118164
211,0.0068709095551612,71,0.9500844847510832,0.9644464950849068,282.68,10.27254867553711
212,0.0079389770968119,84,0.948306977110943,0.9164337037565088,453.0,9.275208473205566
213,0.0030652720038607,64,0.9474783948021034,0.9600113018422248,240.64,10.272933721542358
214,0.0021331614733768,108,0.9361295178577024,0.9793726206862892,293.82,8.78643798828125
215,0.009926992719879,80,0.9397238374722257,0.988057656571397,193.54,9.699333667755129
216,0.0085250834961983,105,0.9293217528198938,0.977187412380799,480.54,8.876444816589355
217,0.0095147898558407,111,0.9810509970017256,0.9400223272577538,206.1,9.285574436187744
218,0.0012824381026727,114,0.905023313095234,0.9578779969676182,293.66,10.822558403015137
219,0.008607547843869,95,0.94976283645629,0.9397683998822356,141.3,13.033610343933104
220,0.0002778595156633,77,0.9730987962840736,0.9618285422462676,235.42,12.32471227645874
221,0.0051516464333823,86,0.924861213437978,0.9934122369184836,500.0,9.718563318252563
222,0.0034722756029429,105,0.9043879962887408,0.9746557722897204,262.16,8.626792430877686
223,0.0099572954800338,87,0.923505666595602,0.9957949678139876,224.58,9.185948371887209
224,0.0083346434781127,127,0.9702630226605292,0.9181669456788611,199.26,8.152158260345459
225,0.009016175487494,83,0.9077019048758284,0.9587246922272356,460.3,9.709271430969238
226,0.0017432601953865,66,0.9227698976354504,0.967889216500318,500.0,13.471681356430054
227,0.0095835667221781,79,0.9606692615409922,0.9434301519110372,244.6,12.530597925186155
228,0.0001574659791177,121,0.9985245155829144,0.942849255710044,196.1,11.35198163986206
229,0.0072116464066492,126,0.9047001241697008,0.9579430908246164,418.38,7.943294048309326
230,0.0074100986005128,123,0.9289081010323522,0.9095555992329104,257.6,8.453454732894897
231,0.0029298365567079,114,0.9713543045610338,0.9935620193067792,253.36,9.399450302124023
232,0.0085480682759002,112,0.9773938233083708,0.912198400525122,262.06,10.285823822021484
233,0.0016516497209551,128,0.984999698383844,0.946253595276928,462.2,11.982377290725708
234,0.0095261101234419,110,0.937924523604516,0.9549590830627048,250.52,9.911464214324951
235,0.0053682210387048,83,0.9956766535057134,0.950601972883773,414.36,9.870018005371094
236,0.0034887652883362,70,0.9025126600627804,0.9818355159064572,331.02,13.118465185165403
237,0.0024767259443696,97,0.946632357529988,0.9310805208263284,499.66,11.450860738754272
238,0.0059636149892466,127,0.9702076913199404,0.9700420125867882,319.52,9.173465967178345
239,0.0075037805177736,86,0.999795751447992,0.9137488640376382,459.7,12.066046237945557
240,0.0007952679524402,79,0.925913018880674,0.9297692603812924,500.0,10.771165132522585
241,0.0052384037818265,93,0.9986693965452452,0.9254905122695504,228.3,9.203927993774414
242,0.0017192633494338,85,0.9562675169724894,0.958339779511596,489.76,10.803459405899048
243,0.0099763016080212,93,0.9632010651706367,0.9793622986527908,500.0,11.356395721435549
244,0.0088190359390617,123,0.9704033126419024,0.911026451394035,473.28,10.876154661178589
245,0.0039593000414732,120,0.9148785192614336,0.9083545699015922,210.86,10.327478647232056
246,0.0025526811689614,87,0.9812417834638272,0.9660889045211978,272.12,12.593966484069824
247,0.0059905699252289,104,0.9170140223439804,0.9129007494678668,404.46,10.206490755081177
248,0.0059851882972415,65,0.9858036912254038,0.9835425628692178,411.86,10.156353235244753
249,0.0044037952642138,99,0.9306699373386728,0.9288425737617388,217.36,9.202887535095217
250,0.0082551957111655,96,0.900851718976032,0.9637004547546248,229.22,10.083422660827637
251,0.0078191853032501,122,0.9326317673580148,0.992583167284136,342.36,10.260856628417969
252,0.0077960458334023,121,0.943341023444038,0.9929187683708954,119.56,8.48465371131897
253,0.008847930657127,89,0.9037407442704188,0.9857805755566428,215.42,9.148027658462524
254,0.0045808790920845,120,0.9290423640080392,0.9940748695989914,292.58,9.071107149124146
255,0.0097856942839811,75,0.9772513701352724,0.9641129552145824,173.76,10.916685104370115
256,0.006426394636832,70,0.9823210638031696,0.9363187760874592,500.0,12.072829484939575
257,0.0084647809799319,89,0.963433423334768,0.919566612747931,182.98,10.144636869430542
258,0.0016075121912048,120,0.962268460368249,0.9169776558934344,367.32,9.201800346374512
259,0.0028240138902667,108,0.96230354187503,0.9054670054340188,441.18,9.765916347503662
260,0.0035487035481856,84,0.9055015638559456,0.9460426331039836,213.8,9.47986936569214
261,0.0056738826500513,85,0.9856214760385928,0.9385037594768716,256.9,9.55409550666809
262,0.0083365417814599,74,0.9377881231189096,0.9788997487645408,276.8,10.723228454589844
263,0.0049358753000634,126,0.9286956877503844,0.9095078374295156,184.4,9.768228769302368
264,0.0069464542218594,72,0.9499477806450922,0.9956593473457022,265.6,10.303104877471924
265,0.0041454464324213,64,0.920908304690636,0.9912299761899678,453.52,10.296604871749878
266,0.0086742036807876,91,0.9248034295477724,0.9949696350688954,151.08,9.153286218643188
267,0.0013292989834787,68,0.9079817479039688,0.9835932396362688,259.9,10.109596014022827
268,0.005381920653195,66,0.9714581719957052,0.9479727942564417,488.02,10.543399810791016
269,0.0045188206369426,124,0.9232700128819992,0.9809004460030591,176.38,8.738813161849976
270,0.000667234767314,116,0.966324942751308,0.958041703215208,500.0,10.630794763565063
271,0.0005437023046189,88,0.9900883022262716,0.9265711933843854,277.12,9.033025979995728
272,0.0067245735773987,118,0.9962280423508094,0.9679754140987836,500.0,10.04314374923706
273,0.0004234349713993,124,0.9381707338853844,0.950681512771174,404.5,8.180947065353394
274,0.002781256590999,78,0.9069725547746368,0.9294681716594988,278.36,9.445915699005129
275,0.0021333494588256,104,0.9666835932893816,0.9459552941663838,500.0,9.515263557434082
276,0.0027287652495664,84,0.9429477270551656,0.9916755685984132,247.38,10.300634145736694
277,0.000150257392307,74,0.9201713516363224,0.9656158887138848,214.94,9.885534048080444
278,0.0027922651340971,77,0.9174077563461628,0.9869712891021292,228.98,12.070279598236084
279,0.0021693446442856,77,0.955188974972021,0.9892303161237992,500.0,14.273748636245728
280,0.0019772350364447,68,0.9851059750752568,0.9903288903020714,497.52,10.772447109222412
281,0.0043602890582233,90,0.9331650043462228,0.9796053037573736,183.76,9.852401971817017
282,0.0073863318942346,75,0.9581648369393708,0.9294468927705052,500.0,10.221577644348145
283,0.0038113099640145,126,0.950370226738784,0.9132558405351268,500.0,9.721873044967651
284,0.0047181060888251,98,0.9075691086248572,0.9129438405358687,196.06,9.434372186660768
285,0.0095495771107551,86,0.9003782862243593,0.9675415154672558,462.68,10.820841550827026
286,0.001809222603384,82,0.9292818656846143,0.9523132237132378,253.2,14.348507642745972
287,0.0063985218227043,90,0.9861759357956194,0.9210342974605568,50.0,14.800168514251707
288,0.0056198518005858,111,0.9732058818913693,0.9168696593158934,389.38,11.394438743591309
289,0.0091811597637804,71,0.920848789197904,0.9120978304882132,310.3,13.380446672439575
290,0.0046495527773321,76,0.9036907832311714,0.961794600729432,182.56,11.852097988128662
291,0.0044595259414852,84,0.9773349961582708,0.9377198126780936,500.0,12.601102828979492
292,0.009328093954696,100,0.9382970478086092,0.959799350817544,213.86,8.787649631500244
293,0.0031237444252836,106,0.9741764887949164,0.9735710963405744,281.82,11.091383934020996
294,0.0037857458128164,79,0.9871075592345384,0.9599843558415868,500.0,10.223469018936155
295,0.0073710639077062,89,0.9104994805572836,0.9501233247251208,500.0,9.801326036453249
296,0.0016248182114419,90,0.9177676666175848,0.941119312011634,276.3,9.347439289093018
297,0.0079556390341155,94,0.9860868256629894,0.9201198479746018,500.0,9.431069374084473
298,0.0092750086617457,124,0.9792685368415908,0.9043146377361456,429.14,9.0107262134552
299,0.0061365540994972,89,0.9420474039223836,0.916008832631158,453.86,9.842574834823608
300,0.0082738179086402,75,0.9864589415751884,0.92879486808425,500.0,9.672623872756958
301,0.0079940369037075,97,0.9311651628695656,0.9935488078779102,407.48,9.213605403900146
302,0.0072226493852118,74,0.9148951599758226,0.98937645948198,276.34,10.091980457305908
303,0.0058005806264405,114,0.9988454500573888,0.9245601017526112,395.86,9.011442184448242
304,0.003148749644529,124,0.9259088984846288,0.9925281769457378,349.96,8.799732208251953
305,0.0011088692984397,92,0.9716075350157352,0.9679769414505328,341.94,9.36181116104126
306,0.0019280755616945,128,0.924252121238042,0.993132522815554,376.26,8.221060276031494
307,0.0029292127532751,70,0.989059261435386,0.9871563123889284,489.42,10.389606952667236
308,0.0017224642179222,79,0.9803024155530552,0.9791733628617556,500.0,10.0695161819458
309,0.0005718744634685,100,0.9002221647998288,0.962955263687772,350.86,12.024576663970947
310,0.0042201820704715,84,0.941852723127534,0.9503078005476998,314.66,9.777496337890623
311,0.0026577972804405,107,0.94954391762463,0.969379233373985,500.0,10.23917269706726
312,0.0090747554153286,93,0.9837544613158836,0.9936740323894764,282.7,10.226022958755491
313,0.0091212344355842,75,0.9685626276628152,0.974624842468453,493.58,12.742665767669678
314,0.0042980285317831,72,0.9273746211826618,0.910743004573694,187.34,14.32828950881958
315,0.0092173279943198,113,0.9528946614920938,0.9551678873720126,499.84,10.015383958816528
316,0.0024859196052979,72,0.9209461917957346,0.9912582779673094,240.34,12.849642753601074
317,0.0054073185330855,115,0.9443410736307708,0.9811341233026092,314.86,13.197784185409546
318,0.0003244178446941,77,0.9984469493329547,0.9220639383024338,223.48,12.729027271270752
319,0.0034979333678755,74,0.9967029250129906,0.941568651886779,500.0,13.116692781448364
320,0.0044995224065071,91,0.9275700133889468,0.9466527543917914,260.66,11.830114364624023
321,0.003004368883208,81,0.9877324074228016,0.9116522629399632,500.0,11.317044258117676
322,0.0022993943762856,65,0.9301972948764908,0.9272042991406172,500.0,11.125766038894652
323,0.0080900291827234,74,0.947510132610172,0.9212334461406586,238.1,10.72478437423706
324,0.0070813555360027,92,0.9396222620697516,0.9175262091038208,358.6,9.576892852783203
325,0.0049080637959732,124,0.9769917033711112,0.9276670266425208,500.0,9.3427095413208
326,0.0046754149557964,95,0.9905158509604892,0.9068098161359014,426.78,10.084917306900024
327,0.0097461811920668,122,0.9070636491508516,0.9087054792608004,350.38,9.437854051589966
