Iteration,Learning Rate,Batch Size,Gamma,GAE Lambda,Mean Score
38,0.00025,64,0.99,0.9508461035365742,[26.66]
39,0.00025,64,0.99,0.9257243304836846,[25.3]
40,0.00025,64,0.99,0.9491085533783086,[27.02]
41,0.00025,64,0.99,0.9167322776340636,[30.44]
42,0.00025,64,0.99,0.9114016591183525,[28.48]
43,0.00025,64,0.99,0.929264397964251,[30.22]
44,0.00025,64,0.99,0.9816931285316028,[24.8]
45,0.00025,64,0.99,0.8563372283166836,[27.94]
46,0.00025,64,0.99,0.9397517397263575,[27.8]
47,0.00025,64,0.99,0.9346147955143678,[31.36]
48,0.00025,64,0.99,0.9790048627450608,[27.44]
49,0.00025,64,0.99,0.8996116414782878,[26.66]
50,0.00025,64,0.99,0.9280058826350022,[27.44]
51,0.00025,64,0.99,0.8632827180370117,[29.62]
52,0.00025,64,0.99,0.9544135755310754,[25.86]
53,0.00025,64,0.99,0.8974793466514377,[28.38]
54,0.00025,64,0.99,0.8997876592107801,[27.82]
55,0.00025,64,0.99,0.9811409409644083,[28.84]
56,0.00025,64,0.99,0.905575368733386,[26.]
57,0.00025,64,0.99,0.9874269683613563,[26.7]
58,0.00025,64,0.99,0.9776105959084369,[29.5]
59,0.00025,64,0.99,0.851998999524222,[33.28]
60,0.00025,64,0.99,0.9756511672695449,[30.52]
61,0.00025,64,0.99,0.9862886466190498,[26.82]
62,0.00025,64,0.99,0.9170779926938483,[28.14]
63,0.00025,64,0.99,0.8835825768421273,[30.06]
64,0.00025,64,0.99,0.9574572077489582,[28.68]
65,0.00025,64,0.99,0.9157767182977613,[28.78]
66,0.00025,64,0.99,0.8675390239474949,[33.68]
67,0.00025,64,0.99,0.8524863713924296,[28.32]
68,0.00025,64,0.99,0.8562769715208131,[26.98]
69,0.00025,64,0.99,0.9758823298158171,[25.78]
70,0.00025,64,0.99,0.8611534057745601,[27.14]
71,0.00025,64,0.99,0.861137374459825,[24.82]
72,0.00025,64,0.99,0.9869772036127662,[29.64]
73,0.00025,64,0.99,0.9102239867774279,[29.06]
74,0.00025,64,0.99,0.8591579271404676,[29.7]
75,0.00025,64,0.99,0.929920845940665,[31.66]
76,0.00025,64,0.99,0.8545604601063351,[32.3]
77,0.00025,64,0.99,0.9466517195302344,[28.92]
78,0.00025,64,0.99,0.8964432435303196,[32.26]
79,0.00025,64,0.99,0.9405900960582957,[27.62]
80,0.00025,64,0.99,0.9052138980583159,[32.06]
81,0.00025,64,0.99,0.9509153196879964,[24.52]
82,0.00025,64,0.99,0.9899290894835295,[27.28]
83,0.00025,64,0.99,0.8717667613148351,[29.68]
84,0.00025,64,0.99,0.8597860590128188,[30.2]
85,0.00025,64,0.99,0.8519399485595641,[31.64]
86,0.00025,64,0.99,0.9318128246312827,[32.8]
87,0.00025,64,0.99,0.9687358837493385,[30.16]
88,0.00025,64,0.99,0.964328517052658,[30.52]
89,0.00025,64,0.99,0.9855058840144924,[25.5]
90,0.00025,64,0.99,0.905493103054945,[28.68]
91,0.00025,64,0.99,0.8556731533036561,[28.14]
92,0.00025,64,0.99,0.946259038596655,[27.64]
93,0.00025,64,0.99,0.8857655898586863,[29.26]
94,0.00025,64,0.99,0.9484165043718705,[25.36]
95,0.00025,64,0.99,0.9127372174709242,[30.48]
96,0.00025,64,0.99,0.9292565287080697,[26.24]
97,0.00025,64,0.99,0.9846643199183802,[30.44]
98,0.00025,64,0.99,0.8808664801872985,[31.96]
99,0.00025,64,0.99,0.9495891670751299,[29.96]
100,0.00025,64,0.99,0.9760829655243701,[29.4]
101,0.00025,64,0.99,0.8707019815475371,[27.46]
102,0.00025,64,0.99,0.9407316531153691,[31.5]
103,0.00025,64,0.99,0.8745179199892865,[26.72]
104,0.00025,64,0.99,0.9848300846996934,[29.78]
105,0.00025,64,0.99,0.9574618878494514,[31.74]
106,0.00025,64,0.99,0.8975281556697039,[25.9]
107,0.00025,64,0.99,0.8619994955433307,[31.42]
108,0.00025,64,0.99,0.9804244764318109,[28.66]
109,0.00025,64,0.99,0.8653611625747637,[28.26]
110,0.00025,64,0.99,0.9740738762451125,[29.62]
111,0.00025,64,0.99,0.9778843809868955,[29.96]
112,0.00025,64,0.99,0.9662885953815079,[27.98]
113,0.00025,64,0.99,0.9441667581985789,[28.22]
114,0.00025,64,0.99,0.8801031745344106,[27.72]
115,0.00025,64,0.99,0.9621618979562652,[22.52]
116,0.00025,64,0.99,0.9863990570237798,[26.2]
117,0.00025,64,0.99,0.9582469816141888,[28.44]
118,0.00025,64,0.99,0.8875931039511727,[28.44]
119,0.00025,64,0.99,0.878194687225218,[34.48]
120,0.00025,64,0.99,0.9468429330683293,[22.48]
121,0.00025,64,0.99,0.8559454957999162,[28.14]
122,0.00025,64,0.99,0.8998781617170981,[28.8]
123,0.00025,64,0.99,0.9598439360490326,[28.22]
124,0.00025,64,0.99,0.8734740630696438,[26.06]
125,0.00025,64,0.99,0.8726656285662786,[23.7]
126,0.00025,64,0.99,0.9128270360496562,[35.18]
127,0.00025,64,0.99,0.9551715479712701,[25.36]
128,0.00025,64,0.99,0.9671646505158418,[27.48]
129,0.00025,64,0.99,0.886006016532296,[31.54]
130,0.00025,64,0.99,0.8802342866722659,[25.78]
131,0.00025,64,0.99,0.8836247796303166,[29.14]
132,0.00025,64,0.99,0.9349457795650211,[24.64]
133,0.00025,64,0.99,0.9755805440143703,[28.42]
134,0.00025,64,0.99,0.9238096761500084,[27.68]
135,0.00025,64,0.99,0.9051911409951473,[28.68]
136,0.00025,64,0.99,0.8514655997368991,[28.56]
137,0.00025,64,0.99,0.9673999999361645,[27.88]
138,0.00025,64,0.99,0.9314606112927643,[24.76]
139,0.00025,64,0.99,0.9203961222761805,[25.98]
140,0.00025,64,0.99,0.9328047532450188,[25.26]
141,0.00025,64,0.99,0.9267467268611785,[28.04]
142,0.00025,64,0.99,0.9308806717164261,[29.24]
143,0.00025,64,0.99,0.9218898729358552,[25.82]
144,0.00025,64,0.99,0.8787677109227177,[32.3]
145,0.00025,64,0.99,0.8984285790507534,[30.32]
146,0.00025,64,0.99,0.8603018580394797,[26.6]
147,0.00025,64,0.99,0.8601711658574573,[26.32]
148,0.00025,64,0.99,0.9662216828167505,[27.52]
149,0.00025,64,0.99,0.8618876464138991,[32.38]
150,0.00025,64,0.99,0.9138133226867754,[26.6]
151,0.00025,64,0.99,0.9243956242270925,[27.92]
152,0.00025,64,0.99,0.8631606070100146,[27.88]
153,0.00025,64,0.99,0.8678051844289117,[27.44]
154,0.00025,64,0.99,0.9530149767413492,[27.16]
155,0.00025,64,0.99,0.9763289782424327,[24.08]
156,0.00025,64,0.99,0.9798528501050345,[31.32]
157,0.00025,64,0.99,0.9218692321420188,[31.44]
158,0.00025,64,0.99,0.8540855729338754,[26.4]
159,0.00025,64,0.99,0.8632468260964913,[31.7]
160,0.00025,64,0.99,0.9130100792021592,[28.68]
161,0.00025,64,0.99,0.9586480339976763,[28.]
162,0.00025,64,0.99,0.9542743201339414,[28.94]
163,0.00025,64,0.99,0.8512602997983056,[27.42]
164,0.00025,64,0.99,0.9464762135593292,[32.24]
165,0.00025,64,0.99,0.8947434175550901,[30.72]
166,0.00025,64,0.99,0.8988588531109495,[28.5]
167,0.00025,64,0.99,0.8572579769305217,[26.94]
168,0.00025,64,0.99,0.9424931245557979,[28.92]
169,0.00025,64,0.99,0.8957714615761635,[30.24]
170,0.00025,64,0.99,0.8672873637249295,[33.42]
171,0.00025,64,0.99,0.9266222144435186,[32.76]
172,0.00025,64,0.99,0.8596864714337665,[27.16]
173,0.00025,64,0.99,0.864429039834522,[30.2]
174,0.00025,64,0.99,0.9422287073555538,[28.54]
175,0.00025,64,0.99,0.9103105167495001,[32.3]
176,0.00025,64,0.99,0.8698176173349772,[24.94]
177,0.00025,64,0.99,0.9681423458069394,[30.02]
178,0.00025,64,0.99,0.9495062674163934,[29.28]
179,0.00025,64,0.99,0.8710523978674369,[24.64]
180,0.00025,64,0.99,0.8968468056859993,[29.9]
181,0.00025,64,0.99,0.9259538435328265,[26.86]
182,0.00025,64,0.99,0.9542445395759286,[23.68]
183,0.00025,64,0.99,0.9195795227997434,[28.86]
184,0.00025,64,0.99,0.9185697167519145,[26.82]
185,0.00025,64,0.99,0.8828222996062846,[28.38]
186,0.00025,64,0.99,0.9342718097470198,[26.96]
187,0.00025,64,0.99,0.9399997906543062,[29.18]
188,0.00025,64,0.99,0.9250100025733096,[31.1]
189,0.00025,64,0.99,0.8733820357842994,[25.96]
190,0.00025,64,0.99,0.8594210364060558,[29.34]
191,0.00025,64,0.99,0.9144045779173218,[26.98]
192,0.00025,64,0.99,0.928379543051123,[28.86]
193,0.00025,64,0.99,0.9101019815232847,[26.02]
194,0.00025,64,0.99,0.8560359938782621,[26.26]
195,0.00025,64,0.99,0.8942294449806045,[29.2]
196,0.00025,64,0.99,0.8775003708982153,[29.32]
197,0.00025,64,0.99,0.8933278039392168,[26.5]
198,0.00025,64,0.99,0.9786308147213075,[27.18]
199,0.00025,64,0.99,0.9778183095149136,[24.14]
200,0.00025,64,0.99,0.9611042937042846,[29.36]
201,0.00025,64,0.99,0.9015667248828713,[27.82]
202,0.00025,64,0.99,0.9859841674013973,[26.4]
203,0.00025,64,0.99,0.9237444007125906,[30.58]
204,0.00025,64,0.99,0.9542261240257318,[28.2]
205,0.00025,64,0.99,0.9199476273921199,[27.56]
206,0.00025,64,0.99,0.875318162687972,[30.78]
207,0.00025,64,0.99,0.8742306193004835,[26.76]
208,0.00025,64,0.99,0.8884783196549509,[26.06]
209,0.00025,64,0.99,0.973201236508335,[29.34]
210,0.00025,64,0.99,0.9317169431175463,[29.04]
211,0.00025,64,0.99,0.9224392785742018,[29.58]
212,0.00025,64,0.99,0.8648690869027283,[27.44]
213,0.00025,64,0.99,0.8584927828034427,[29.34]
214,0.00025,64,0.99,0.9022142777610493,[25.98]
215,0.00025,64,0.99,0.9070406594142298,[27.76]
216,0.00025,64,0.99,0.9327435682076284,[26.28]
217,0.00025,64,0.99,0.9111715320992022,[27.]
218,0.00025,64,0.99,0.9607589258783299,[25.38]
219,0.00025,64,0.99,0.8622271495578391,[27.4]
220,0.00025,64,0.99,0.9539412464078533,[27.]
221,0.00025,64,0.99,0.916234831987883,[26.32]
222,0.00025,64,0.99,0.9842667603597592,[26.92]
223,0.00025,64,0.99,0.8528908096071858,[27.5]
224,0.00025,64,0.99,0.9605891734296367,[27.62]
225,0.00025,64,0.99,0.8842664470368172,[26.52]
226,0.00025,64,0.99,0.9777692743157257,[30.68]
227,0.00025,64,0.99,0.8749604239614533,[29.74]
228,0.00025,64,0.99,0.8596262472918288,[26.86]
229,0.00025,64,0.99,0.9190878998410157,[28.78]
230,0.00025,64,0.99,0.9246435792940997,[27.48]
231,0.00025,64,0.99,0.860483385277018,[22.62]
232,0.00025,64,0.99,0.9632825533525802,[26.6]
233,0.00025,64,0.99,0.9622597451351611,[28.66]
234,0.00025,64,0.99,0.9849396620542882,[25.02]
235,0.00025,64,0.99,0.85444074829792,[25.86]
236,0.00025,64,0.99,0.8684433040459854,[24.06]
237,0.00025,64,0.99,0.9798553434190447,[24.62]
238,0.00025,64,0.99,0.905169573617041,[26.52]
239,0.00025,64,0.99,0.8552321511960465,[26.7]
240,0.00025,64,0.99,0.9528314100671622,[28.18]
241,0.00025,64,0.99,0.8520675806378015,[27.88]
242,0.00025,64,0.99,0.8635235762926733,[29.36]
243,0.00025,64,0.99,0.9373742258920135,[26.46]
244,0.00025,64,0.99,0.9417380855105224,[27.46]
245,0.00025,64,0.99,0.9157091676275921,[30.5]
246,0.00025,64,0.99,0.9385087485697846,[25.98]
247,0.00025,64,0.99,0.9262408104465638,[29.52]
248,0.00025,64,0.99,0.9536318254570874,[23.72]
249,0.00025,64,0.99,0.8553990934374527,[30.86]
250,0.00025,64,0.99,0.8741775124252177,[26.6]
251,0.00025,64,0.99,0.898151585103631,[30.5]
252,0.00025,64,0.99,0.8580749968041624,[30.02]
253,0.00025,64,0.99,0.8950831435725127,[25.76]
254,0.00025,64,0.99,0.8783149493051162,[25.66]
255,0.00025,64,0.99,0.8967819708902983,[25.02]
256,0.00025,64,0.99,0.9649149605941518,[31.12]
257,0.00025,64,0.99,0.8995043648031014,[25.28]
258,0.00025,64,0.99,0.9826900647153438,[32.08]
259,0.00025,64,0.99,0.9769604590607258,[28.74]
260,0.00025,64,0.99,0.9455341511415659,[28.64]
261,0.00025,64,0.99,0.8692063685680942,[26.14]
262,0.00025,64,0.99,0.9539187136238646,[28.7]
263,0.00025,64,0.99,0.8509023911265764,[30.58]
264,0.00025,64,0.99,0.8541023375277002,[28.68]
265,0.00025,64,0.99,0.9215919076024293,[33.46]
266,0.00025,64,0.99,0.8862452351107897,[28.68]
267,0.00025,64,0.99,0.9122796201184498,[25.9]
268,0.00025,64,0.99,0.8576209385808565,[23.4]
269,0.00025,64,0.99,0.8698614886425056,[28.8]
270,0.00025,64,0.99,0.9414920668471827,[28.26]
271,0.00025,64,0.99,0.9852088137977277,[27.22]
272,0.00025,64,0.99,0.9280117458632013,[27.82]
273,0.00025,64,0.99,0.9593702153901711,[23.98]
274,0.00025,64,0.99,0.9330022210651763,[27.94]
275,0.00025,64,0.99,0.8878820154602052,[25.68]
276,0.00025,64,0.99,0.8919433868955234,[27.42]
277,0.00025,64,0.99,0.9757423989738019,[33.96]
278,0.00025,64,0.99,0.8654957096693553,[31.36]
279,0.00025,64,0.99,0.8500700488176889,[29.88]
280,0.00025,64,0.99,0.8556113188610611,[32.64]
281,0.00025,64,0.99,0.9637640036834763,[26.]
282,0.00025,64,0.99,0.8874217040303608,[25.32]
283,0.00025,64,0.99,0.9001613796592247,[25.48]
284,0.00025,64,0.99,0.927609478181885,[30.76]
285,0.00025,64,0.99,0.8644002048540491,[31.5]
286,0.00025,64,0.99,0.9410723488553066,[25.36]
287,0.00025,64,0.99,0.9237773729960556,[26.38]
288,0.00025,64,0.99,0.8692369761436977,[34.86]
289,0.00025,64,0.99,0.9528790993450341,[28.82]
290,0.00025,64,0.99,0.8765947157578577,[26.78]
291,0.00025,64,0.99,0.9100716547633545,[26.66]
292,0.00025,64,0.99,0.9783884910548297,[23.92]
293,0.00025,64,0.99,0.9461164100163413,[28.72]
294,0.00025,64,0.99,0.857705485667094,[28.74]
295,0.00025,64,0.99,0.9635947102900223,[23.3]
296,0.00025,64,0.99,0.9608452158516377,[28.52]
297,0.00025,64,0.99,0.9423961060804199,[32.4]
298,0.00025,64,0.99,0.89901110895232,[26.84]
299,0.00025,64,0.99,0.8845506299692738,[36.34]
300,0.00025,64,0.99,0.9621036300779982,[24.64]
301,0.00025,64,0.99,0.8512571756237678,[31.54]
302,0.00025,64,0.99,0.9563514940734383,[24.26]
303,0.00025,64,0.99,0.9266319431857266,[33.78]
304,0.00025,64,0.99,0.9486719661406349,[26.4]
305,0.00025,64,0.99,0.9532698556620574,[30.36]
306,0.00025,64,0.99,0.8511742742220846,[29.72]
307,0.00025,64,0.99,0.8722684814008188,[23.36]
308,0.00025,64,0.99,0.885919919332629,[27.52]
309,0.00025,64,0.99,0.9675580518514917,[32.44]
310,0.00025,64,0.99,0.8891678544500498,[31.2]
311,0.00025,64,0.99,0.8739436176741442,[25.5]
312,0.00025,64,0.99,0.9726140323371699,[24.54]
313,0.00025,64,0.99,0.886508583706072,[28.5]
314,0.00025,64,0.99,0.9217501982844774,[23.4]
315,0.00025,64,0.99,0.9299616982473187,[29.78]
316,0.00025,64,0.99,0.8776363427116267,[24.4]
317,0.00025,64,0.99,0.8642694882508246,[24.14]
318,0.00025,64,0.99,0.9803928761915063,[28.14]
319,0.00025,64,0.99,0.8512254019203526,[25.54]
320,0.00025,64,0.99,0.857553469079359,[28.04]
321,0.00025,64,0.99,0.9637434404973042,[27.46]
322,0.00025,64,0.99,0.9403111340892769,[26.32]
323,0.00025,64,0.99,0.89615703609238,[27.3]
324,0.00025,64,0.99,0.868016979625109,[28.62]
325,0.00025,64,0.99,0.9181746597832793,[30.7]
326,0.00025,64,0.99,0.8659563310288592,[32.]
327,0.00025,64,0.99,0.9801640457296553,[27.32]
328,0.00025,64,0.99,0.9329011017115131,[28.74]
329,0.00025,64,0.99,0.8755610149468669,[27.52]
330,0.00025,64,0.99,0.8516951771210672,[28.74]
331,0.00025,64,0.99,0.8661218563709219,[29.62]
332,0.00025,64,0.99,0.855035545218893,[27.46]
333,0.00025,64,0.99,0.8612368238219152,[31.08]
334,0.00025,64,0.99,0.8717108627834282,[26.3]
335,0.00025,64,0.99,0.9361524983443241,[30.08]
336,0.00025,64,0.99,0.9363510084866511,[26.64]
337,0.00025,64,0.99,0.9710159490657758,[26.78]
338,0.00025,64,0.99,0.9312158483204634,[32.48]
339,0.00025,64,0.99,0.884954082560531,[27.24]
340,0.00025,64,0.99,0.9367472917402017,[28.46]
341,0.00025,64,0.99,0.8756764948903544,[27.64]
342,0.00025,64,0.99,0.9659799540991978,[28.86]
343,0.00025,64,0.99,0.8802810569671041,[27.26]
344,0.00025,64,0.99,0.9427782647946189,[29.44]
345,0.00025,64,0.99,0.9387285163657431,[32.24]
346,0.00025,64,0.99,0.9319912096051582,[23.94]
347,0.00025,64,0.99,0.8607054862632635,[29.28]
348,0.00025,64,0.99,0.8879012451317512,[27.66]
349,0.00025,64,0.99,0.9239962604992399,[32.36]
350,0.00025,64,0.99,0.932528547521239,[26.2]
351,0.00025,64,0.99,0.8998601733229566,[27.92]
352,0.00025,64,0.99,0.9233774461767081,[26.66]
353,0.00025,64,0.99,0.9558107417394291,[25.66]
354,0.00025,64,0.99,0.9076977866808214,[30.12]
355,0.00025,64,0.99,0.8520688776126847,[28.54]
356,0.00025,64,0.99,0.8625479476228383,[24.28]
357,0.00025,64,0.99,0.8874308840562782,[30.12]
358,0.00025,64,0.99,0.9174028229511244,[27.1]
359,0.00025,64,0.99,0.8749146901687583,[28.04]
360,0.00025,64,0.99,0.8787119750653005,[23.14]
361,0.00025,64,0.99,0.9434100910767982,[26.5]
362,0.00025,64,0.99,0.9433020311066942,[31.22]
363,0.00025,64,0.99,0.9097304907228835,[30.24]
364,0.00025,64,0.99,0.9157498903906768,[24.48]
365,0.00025,64,0.99,0.9338007033518287,[30.68]
366,0.00025,64,0.99,0.8841215362050912,[26.54]
367,0.00025,64,0.99,0.9514278893064618,[24.16]
368,0.00025,64,0.99,0.9361234792276893,[26.22]
369,0.00025,64,0.99,0.9204750313340522,[27.96]
370,0.00025,64,0.99,0.8815644873976332,[22.78]
371,0.00025,64,0.99,0.8581242629274689,[30.72]
372,0.00025,64,0.99,0.8862401794048165,[25.04]
373,0.00025,64,0.99,0.9561438498629429,[27.62]
374,0.00025,64,0.99,0.8582093400890477,[32.72]
375,0.00025,64,0.99,0.9031161511505164,[31.66]
376,0.00025,64,0.99,0.8871314365789443,[31.58]
377,0.00025,64,0.99,0.9287700094981562,[28.14]
378,0.00025,64,0.99,0.8572972832388613,[30.28]
379,0.00025,64,0.99,0.8637245923437382,[27.66]
380,0.00025,64,0.99,0.8563634877037362,[23.94]
381,0.00025,64,0.99,0.9611232331874936,[29.36]
382,0.00025,64,0.99,0.9051736201419978,[26.74]
383,0.00025,64,0.99,0.9741046139100935,[26.8]
384,0.00025,64,0.99,0.9491503740088738,[27.48]
385,0.00025,64,0.99,0.8566009320952909,[30.36]
386,0.00025,64,0.99,0.9465994467808689,[24.82]
387,0.00025,64,0.99,0.903315667954564,[28.64]
388,0.00025,64,0.99,0.8669175204143296,[28.14]
389,0.00025,64,0.99,0.9571677614999649,[28.78]
390,0.00025,64,0.99,0.8808243458479816,[25.2]
391,0.00025,64,0.99,0.9554834410861374,[30.68]
392,0.00025,64,0.99,0.9390664218568987,[29.48]
393,0.00025,64,0.99,0.9291928529738926,[23.82]
394,0.00025,64,0.99,0.9892831094124428,[26.52]
395,0.00025,64,0.99,0.8825992441337454,[27.82]
396,0.00025,64,0.99,0.8601091719196501,[32.32]
397,0.00025,64,0.99,0.926232875766431,[28.96]
398,0.00025,64,0.99,0.858042288141066,[30.6]
399,0.00025,64,0.99,0.9527032806346203,[28.26]
400,0.00025,64,0.99,0.9784751135513303,[26.58]
401,0.00025,64,0.99,0.8905880240080535,[24.18]
402,0.00025,64,0.99,0.9737147634254364,[28.12]
403,0.00025,64,0.99,0.9033948419143383,[23.72]
404,0.00025,64,0.99,0.918038081769735,[24.48]
405,0.00025,64,0.99,0.9276643448207429,[27.64]
406,0.00025,64,0.99,0.8715568492913528,[31.1]
407,0.00025,64,0.99,0.9420785601490494,[26.22]
408,0.00025,64,0.99,0.8811226963841551,[27.94]
409,0.00025,64,0.99,0.901063502407813,[24.98]
410,0.00025,64,0.99,0.9487105916072996,[26.5]
411,0.00025,64,0.99,0.9274183001914995,[28.58]
412,0.00025,64,0.99,0.9434449062897099,[28.68]
413,0.00025,64,0.99,0.9196710587765137,[28.36]
414,0.00025,64,0.99,0.9717889396784188,[31.64]
415,0.00025,64,0.99,0.8533615160698378,[26.12]
416,0.00025,64,0.99,0.8587906309978286,[28.08]
417,0.00025,64,0.99,0.8594880991800394,[25.58]
418,0.00025,64,0.99,0.8991513726079793,[26.46]
419,0.00025,64,0.99,0.9532756733922435,[29.02]
420,0.00025,64,0.99,0.9445263489635558,[26.52]
421,0.00025,64,0.99,0.9181980364424059,[28.14]
422,0.00025,64,0.99,0.9488305814238346,[27.34]
423,0.00025,64,0.99,0.8603368978551844,[28.02]
424,0.00025,64,0.99,0.8849938314461572,[29.98]
425,0.00025,64,0.99,0.8555721467996605,[29.78]
426,0.00025,64,0.99,0.9625227859414248,[28.9]
427,0.00025,64,0.99,0.9739386233309316,[25.18]
428,0.00025,64,0.99,0.8760215223841948,[27.64]
429,0.00025,64,0.99,0.9614462107006917,[26.56]
430,0.00025,64,0.99,0.9161003161987209,[33.96]
431,0.00025,64,0.99,0.9782306266635967,[36.32]
432,0.00025,64,0.99,0.9789676830743315,[26.3]
433,0.00025,64,0.99,0.887134034486347,[24.34]
434,0.00025,64,0.99,0.8627071369833447,[28.]
435,0.00025,64,0.99,0.9249769172228244,[23.36]
436,0.00025,64,0.99,0.9090806266662468,[25.72]
437,0.00025,64,0.99,0.8837202671866439,[26.66]
438,0.00025,64,0.99,0.9759524280696775,[27.46]
439,0.00025,64,0.99,0.8809054304464042,[24.06]
440,0.00025,64,0.99,0.8725528190212116,[31.54]
441,0.00025,64,0.99,0.9881924792714439,[28.2]
442,0.00025,64,0.99,0.9835972642592168,[29.1]
443,0.00025,64,0.99,0.8889591615691183,[27.36]
444,0.00025,64,0.99,0.9708235795228025,[27.04]
445,0.00025,64,0.99,0.9419137587216115,[26.72]
446,0.00025,64,0.99,0.8936898524104265,[25.7]
447,0.00025,64,0.99,0.8833977801071476,[24.54]
448,0.00025,64,0.99,0.9251106148677046,[26.04]
449,0.00025,64,0.99,0.8904335725603065,[27.]
450,0.00025,64,0.99,0.8664050441515642,[32.46]
451,0.00025,64,0.99,0.9610496637050718,[25.48]
452,0.00025,64,0.99,0.935131024388353,[28.4]
453,0.00025,64,0.99,0.872803812026008,[30.74]
454,0.00025,64,0.99,0.9246334309677169,[24.88]
455,0.00025,64,0.99,0.8543114428664734,[31.06]
456,0.00025,64,0.99,0.8612999020077042,[29.44]
457,0.00025,64,0.99,0.9590159448671398,[25.3]
458,0.00025,64,0.99,0.9786230691793615,[31.9]
459,0.00025,64,0.99,0.8867678904266914,[33.96]
460,0.00025,64,0.99,0.9609212008371536,[26.88]
461,0.00025,64,0.99,0.9182654450701061,[28.18]
462,0.00025,64,0.99,0.8539443912374073,[29.8]
463,0.00025,64,0.99,0.9751488708048092,[26.44]
464,0.00025,64,0.99,0.8692588540101363,[28.72]
465,0.00025,64,0.99,0.9609808729222465,[27.8]
466,0.00025,64,0.99,0.9458796913765231,[28.48]
467,0.00025,64,0.99,0.870049524943147,[28.64]
468,0.00025,64,0.99,0.8844815612666121,[30.94]
469,0.00025,64,0.99,0.928845945498012,[32.5]
470,0.00025,64,0.99,0.8734588705568422,[29.58]
471,0.00025,64,0.99,0.967944491272768,[23.94]
472,0.00025,64,0.99,0.9365742652969494,[26.86]
473,0.00025,64,0.99,0.9211963350386607,[26.8]
474,0.00025,64,0.99,0.9073986073211229,[33.58]
475,0.00025,64,0.99,0.961182091207758,[27.08]
476,0.00025,64,0.99,0.9254581106437264,[30.72]
477,0.00025,64,0.99,0.869148474529057,[29.78]
478,0.00025,64,0.99,0.9789896557908253,[28.46]
479,0.00025,64,0.99,0.9889578211891678,[26.44]
480,0.00025,64,0.99,0.9521408220676224,[24.2]
481,0.00025,64,0.99,0.8935295226216373,[29.38]
482,0.00025,64,0.99,0.954735601256415,[26.34]
483,0.00025,64,0.99,0.915456549537571,[26.2]
484,0.00025,64,0.99,0.9646412488404514,[24.66]
485,0.00025,64,0.99,0.9717293311634875,[30.22]
486,0.00025,64,0.99,0.968393896967169,[27.92]
487,0.00025,64,0.99,0.9040154620363627,[24.12]
488,0.00025,64,0.99,0.8922646306941818,[27.82]
489,0.00025,64,0.99,0.9640532307632272,[26.18]
490,0.00025,64,0.99,0.9511478390725863,[25.84]
491,0.00025,64,0.99,0.8810864357671983,[30.52]
492,0.00025,64,0.99,0.8529147220593498,[27.]
493,0.00025,64,0.99,0.9705982420094887,[27.96]
494,0.00025,64,0.99,0.949358486381582,[23.34]
495,0.00025,64,0.99,0.9798358671737866,[28.06]
496,0.00025,64,0.99,0.8640973730611086,[30.66]
497,0.00025,64,0.99,0.8973021075554959,[30.]
498,0.00025,64,0.99,0.8784892866510255,[26.28]
499,0.00025,64,0.99,0.9216117086814817,[27.86]
