Iteration,Learning Rate,Batch Size,Gamma,GAE Lambda,N_steps,Mean Score
2847,0.00025,64,0.99,0.95,3857,28.16
2848,0.00025,64,0.99,0.95,1776,24.58
2849,0.00025,64,0.99,0.95,2538,27.5
2850,0.00025,64,0.99,0.95,1905,28.38
2851,0.00025,64,0.99,0.95,3409,31.54
2852,0.00025,64,0.99,0.95,802,25.58
2853,0.00025,64,0.99,0.95,1175,23.04
2854,0.00025,64,0.99,0.95,2724,31.24
2855,0.00025,64,0.99,0.95,3924,32
2856,0.00025,64,0.99,0.95,3500,31.36
2857,0.00025,64,0.99,0.95,643,26.8
2858,0.00025,64,0.99,0.95,3749,32.1
2859,0.00025,64,0.99,0.95,3932,34.02
2860,0.00025,64,0.99,0.95,528,24.52
2861,0.00025,64,0.99,0.95,659,27.7
2862,0.00025,64,0.99,0.95,1798,25.42
2863,0.00025,64,0.99,0.95,1564,31.2
2864,0.00025,64,0.99,0.95,2049,22.04
2865,0.00025,64,0.99,0.95,1591,28.86
2866,0.00025,64,0.99,0.95,1937,34.16
2867,0.00025,64,0.99,0.95,2002,25.68
2868,0.00025,64,0.99,0.95,718,24.32
2869,0.00025,64,0.99,0.95,2342,28.04
2870,0.00025,64,0.99,0.95,1310,22.72
2871,0.00025,64,0.99,0.95,864,32.38
2872,0.00025,64,0.99,0.95,3106,31.64
2873,0.00025,64,0.99,0.95,2753,27.96
2874,0.00025,64,0.99,0.95,2003,24.72
2875,0.00025,64,0.99,0.95,1023,31.18
2876,0.00025,64,0.99,0.95,3878,31.3
2877,0.00025,64,0.99,0.95,1294,27.74
2878,0.00025,64,0.99,0.95,3642,30.96
2879,0.00025,64,0.99,0.95,2626,24.42
2880,0.00025,64,0.99,0.95,2566,28.84
2881,0.00025,64,0.99,0.95,3162,29.32
2882,0.00025,64,0.99,0.95,576,28.82
2883,0.00025,64,0.99,0.95,3978,26.74
2884,0.00025,64,0.99,0.95,2495,27.72
2885,0.00025,64,0.99,0.95,1206,25.66
2886,0.00025,64,0.99,0.95,537,29.56
2887,0.00025,64,0.99,0.95,2964,26.82
2888,0.00025,64,0.99,0.95,599,26.2
2889,0.00025,64,0.99,0.95,1844,27.44
2890,0.00025,64,0.99,0.95,3063,31.36
2891,0.00025,64,0.99,0.95,2399,29.76
2892,0.00025,64,0.99,0.95,3748,33.84
2893,0.00025,64,0.99,0.95,2164,30.28
2894,0.00025,64,0.99,0.95,3610,33.68
2895,0.00025,64,0.99,0.95,558,29.52
2896,0.00025,64,0.99,0.95,971,27.1
2897,0.00025,64,0.99,0.95,612,26.98
2898,0.00025,64,0.99,0.95,1041,29.28
2899,0.00025,64,0.99,0.95,1831,27.34
2900,0.00025,64,0.99,0.95,3941,27.36
2901,0.00025,64,0.99,0.95,1066,25.64
2902,0.00025,64,0.99,0.95,2402,31.12
2903,0.00025,64,0.99,0.95,3643,32.84
2904,0.00025,64,0.99,0.95,1575,27.24
2905,0.00025,64,0.99,0.95,2543,29.82
2906,0.00025,64,0.99,0.95,3275,29.66
2907,0.00025,64,0.99,0.95,1532,26.66
2908,0.00025,64,0.99,0.95,3003,33.94
2909,0.00025,64,0.99,0.95,3733,30.34
2910,0.00025,64,0.99,0.95,823,28.02
2911,0.00025,64,0.99,0.95,3278,32.44
2912,0.00025,64,0.99,0.95,1508,24.18
2913,0.00025,64,0.99,0.95,2224,27.76
2914,0.00025,64,0.99,0.95,1139,29.24
2915,0.00025,64,0.99,0.95,2661,26.94
2916,0.00025,64,0.99,0.95,3369,31.32
2917,0.00025,64,0.99,0.95,3707,31.18
2918,0.00025,64,0.99,0.95,3261,35.2
2919,0.00025,64,0.99,0.95,3571,29.96
2920,0.00025,64,0.99,0.95,3335,28.48
2921,0.00025,64,0.99,0.95,2217,27.18
2922,0.00025,64,0.99,0.95,2563,30.56
2923,0.00025,64,0.99,0.95,1671,26.36
2924,0.00025,64,0.99,0.95,1587,28.36
2925,0.00025,64,0.99,0.95,3470,34.18
2926,0.00025,64,0.99,0.95,3509,28.56
2927,0.00025,64,0.99,0.95,1943,27.2
2928,0.00025,64,0.99,0.95,1105,24.8
2929,0.00025,64,0.99,0.95,785,26.26
2930,0.00025,64,0.99,0.95,2097,29.24
2931,0.00025,64,0.99,0.95,3012,27.9
2932,0.00025,64,0.99,0.95,788,24.82
2933,0.00025,64,0.99,0.95,3195,28.26
2934,0.00025,64,0.99,0.95,950,26.44
2935,0.00025,64,0.99,0.95,2392,31.96
2936,0.00025,64,0.99,0.95,3964,33.84
2937,0.00025,64,0.99,0.95,599,27.18
2938,0.00025,64,0.99,0.95,1211,28.78
2939,0.00025,64,0.99,0.95,2501,26.48
2940,0.00025,64,0.99,0.95,1778,29.34
2941,0.00025,64,0.99,0.95,2132,30.8
2942,0.00025,64,0.99,0.95,1885,27.28
2943,0.00025,64,0.99,0.95,1551,25
2944,0.00025,64,0.99,0.95,1236,28.06
2945,0.00025,64,0.99,0.95,1744,30.02
2946,0.00025,64,0.99,0.95,2464,30.38
2947,0.00025,64,0.99,0.95,3032,32.78
2948,0.00025,64,0.99,0.95,1001,29.16
2949,0.00025,64,0.99,0.95,3667,34.06
2950,0.00025,64,0.99,0.95,702,25.86
2951,0.00025,64,0.99,0.95,839,28.48
2952,0.00025,64,0.99,0.95,2278,31.18
2953,0.00025,64,0.99,0.95,2654,27.42
2954,0.00025,64,0.99,0.95,3217,28.12
2955,0.00025,64,0.99,0.95,3173,29.44
2956,0.00025,64,0.99,0.95,909,29.92
2957,0.00025,64,0.99,0.95,2338,23.56
2958,0.00025,64,0.99,0.95,1864,32.08
2959,0.00025,64,0.99,0.95,2924,33.24
2960,0.00025,64,0.99,0.95,1415,28.58
2961,0.00025,64,0.99,0.95,2816,29.04
2962,0.00025,64,0.99,0.95,3074,27.84
2963,0.00025,64,0.99,0.95,3981,31.42
2964,0.00025,64,0.99,0.95,2530,29.12
2965,0.00025,64,0.99,0.95,1942,28.14
2966,0.00025,64,0.99,0.95,553,27.7
2967,0.00025,64,0.99,0.95,2371,33.14
2968,0.00025,64,0.99,0.95,2351,28.8
2969,0.00025,64,0.99,0.95,539,25.32
2970,0.00025,64,0.99,0.95,678,24.4
2971,0.00025,64,0.99,0.95,1024,30.32
2972,0.00025,64,0.99,0.95,2355,27.66
2973,0.00025,64,0.99,0.95,1597,25.92
2974,0.00025,64,0.99,0.95,3024,32.8
2975,0.00025,64,0.99,0.95,3956,32.96
2976,0.00025,64,0.99,0.95,3639,33.64
2977,0.00025,64,0.99,0.95,2340,25.2
2978,0.00025,64,0.99,0.95,690,22.74
2979,0.00025,64,0.99,0.95,2318,26.5
2980,0.00025,64,0.99,0.95,2887,28.3
2981,0.00025,64,0.99,0.95,2566,32.4
2982,0.00025,64,0.99,0.95,2776,30.46
2983,0.00025,64,0.99,0.95,3751,33.24
2984,0.00025,64,0.99,0.95,1916,25.26
2985,0.00025,64,0.99,0.95,3954,34.86
2986,0.00025,64,0.99,0.95,2379,28.3
2987,0.00025,64,0.99,0.95,2399,23.32
2988,0.00025,64,0.99,0.95,1489,23.3
2989,0.00025,64,0.99,0.95,711,25.18
2990,0.00025,64,0.99,0.95,1157,28.3
2991,0.00025,64,0.99,0.95,2794,35.16
2992,0.00025,64,0.99,0.95,1548,26.62
2993,0.00025,64,0.99,0.95,1290,28
2994,0.00025,64,0.99,0.95,982,22.04
2995,0.00025,64,0.99,0.95,1522,26.28
2996,0.00025,64,0.99,0.95,1543,28.48
2997,0.00025,64,0.99,0.95,3244,27.1
2998,0.00025,64,0.99,0.95,3997,32.66
2999,0.00025,64,0.99,0.95,1991,25.26
3000,0.00025,64,0.99,0.95,1342,30.16
3001,0.00025,64,0.99,0.95,2477,24.96
3002,0.00025,64,0.99,0.95,3757,32.76
3003,0.00025,64,0.99,0.95,3296,30.68
3004,0.00025,64,0.99,0.95,2462,28.36
3005,0.00025,64,0.99,0.95,3495,31.16
3006,0.00025,64,0.99,0.95,1402,29.4
3007,0.00025,64,0.99,0.95,948,25.6
3008,0.00025,64,0.99,0.95,2131,27.98
3009,0.00025,64,0.99,0.95,1651,27.84
3010,0.00025,64,0.99,0.95,2272,30.24
3011,0.00025,64,0.99,0.95,2523,29.96
3012,0.00025,64,0.99,0.95,3857,29.06
3013,0.00025,64,0.99,0.95,3060,28.76
3014,0.00025,64,0.99,0.95,936,27.28
3015,0.00025,64,0.99,0.95,563,29.44
3016,0.00025,64,0.99,0.95,2365,27.2
3017,0.00025,64,0.99,0.95,3771,31.2
3018,0.00025,64,0.99,0.95,2945,29.94
3019,0.00025,64,0.99,0.95,1185,34.12
3020,0.00025,64,0.99,0.95,910,27.16
3021,0.00025,64,0.99,0.95,3906,30.74
3022,0.00025,64,0.99,0.95,1388,27.82
3023,0.00025,64,0.99,0.95,2075,26.94
3024,0.00025,64,0.99,0.95,3189,28.22
3025,0.00025,64,0.99,0.95,1734,25.92
3026,0.00025,64,0.99,0.95,3318,28.02
3027,0.00025,64,0.99,0.95,668,25.04
3028,0.00025,64,0.99,0.95,1428,29.08
3029,0.00025,64,0.99,0.95,3299,30.04
3030,0.00025,64,0.99,0.95,3896,34.08
3031,0.00025,64,0.99,0.95,1964,30.48
3032,0.00025,64,0.99,0.95,3009,31.1
3033,0.00025,64,0.99,0.95,847,31.1
3034,0.00025,64,0.99,0.95,3274,32.54
3035,0.00025,64,0.99,0.95,2550,31.54
3036,0.00025,64,0.99,0.95,1654,24.74
3037,0.00025,64,0.99,0.95,1357,26.74
3038,0.00025,64,0.99,0.95,3606,29.24
3039,0.00025,64,0.99,0.95,3477,27.88
3040,0.00025,64,0.99,0.95,3025,28.98
3041,0.00025,64,0.99,0.95,3176,28.2
3042,0.00025,64,0.99,0.95,659,26.68
3043,0.00025,64,0.99,0.95,2194,27.36
3044,0.00025,64,0.99,0.95,2978,32.4
3045,0.00025,64,0.99,0.95,3504,28.76
3046,0.00025,64,0.99,0.95,3368,27.6
3047,0.00025,64,0.99,0.95,3378,34.02
3048,0.00025,64,0.99,0.95,3801,32.18
3049,0.00025,64,0.99,0.95,2749,31
3050,0.00025,64,0.99,0.95,3205,31.32
3051,0.00025,64,0.99,0.95,3478,30.14
3052,0.00025,64,0.99,0.95,1166,25
3053,0.00025,64,0.99,0.95,1649,32.9
3054,0.00025,64,0.99,0.95,1138,26.22
3055,0.00025,64,0.99,0.95,803,30.1
3056,0.00025,64,0.99,0.95,2221,30.08
3057,0.00025,64,0.99,0.95,1119,29.88
3058,0.00025,64,0.99,0.95,3380,32.28
3059,0.00025,64,0.99,0.95,935,26.74
3060,0.00025,64,0.99,0.95,3314,29.52
3061,0.00025,64,0.99,0.95,2998,30.14
3062,0.00025,64,0.99,0.95,3350,31.04
3063,0.00025,64,0.99,0.95,530,24.24
3064,0.00025,64,0.99,0.95,1091,24.6
3065,0.00025,64,0.99,0.95,3280,33.7
3066,0.00025,64,0.99,0.95,3040,26.38
3067,0.00025,64,0.99,0.95,3839,29.82
3068,0.00025,64,0.99,0.95,2206,26.64
3069,0.00025,64,0.99,0.95,3027,28.12
3070,0.00025,64,0.99,0.95,1516,32.58
3071,0.00025,64,0.99,0.95,1158,28.42
3072,0.00025,64,0.99,0.95,1278,29.42
3073,0.00025,64,0.99,0.95,2899,31.58
3074,0.00025,64,0.99,0.95,631,27.88
3075,0.00025,64,0.99,0.95,914,25.56
3076,0.00025,64,0.99,0.95,1136,26.56
3077,0.00025,64,0.99,0.95,3658,25.7
3078,0.00025,64,0.99,0.95,3978,29.98
3079,0.00025,64,0.99,0.95,1002,30.2
3080,0.00025,64,0.99,0.95,550,28.28
3081,0.00025,64,0.99,0.95,1237,27.12
3082,0.00025,64,0.99,0.95,3630,29.64
3083,0.00025,64,0.99,0.95,1003,30.1
3084,0.00025,64,0.99,0.95,1842,30.58
3085,0.00025,64,0.99,0.95,1232,27.52
3086,0.00025,64,0.99,0.95,1619,28.36
3087,0.00025,64,0.99,0.95,2008,27.98
3088,0.00025,64,0.99,0.95,993,28.7
3089,0.00025,64,0.99,0.95,1104,27.9
3090,0.00025,64,0.99,0.95,1218,25.76
3091,0.00025,64,0.99,0.95,1844,28.64
3092,0.00025,64,0.99,0.95,1940,27.4
3093,0.00025,64,0.99,0.95,2388,29
3094,0.00025,64,0.99,0.95,1211,26.64
3095,0.00025,64,0.99,0.95,3418,32.52
3096,0.00025,64,0.99,0.95,2342,28.78
3097,0.00025,64,0.99,0.95,3143,26.02
3098,0.00025,64,0.99,0.95,1902,27.12
3099,0.00025,64,0.99,0.95,3515,28.16
3100,0.00025,64,0.99,0.95,1684,26.2
3101,0.00025,64,0.99,0.95,2566,28.74
3102,0.00025,64,0.99,0.95,2240,28.84
3103,0.00025,64,0.99,0.95,3764,32.78
3104,0.00025,64,0.99,0.95,1313,26.54
3105,0.00025,64,0.99,0.95,3446,34.28
3106,0.00025,64,0.99,0.95,3510,34.94
3107,0.00025,64,0.99,0.95,739,28.06
3108,0.00025,64,0.99,0.95,2056,25.02
3109,0.00025,64,0.99,0.95,609,25.54
3110,0.00025,64,0.99,0.95,3688,28.3
3111,0.00025,64,0.99,0.95,1161,25.94
3112,0.00025,64,0.99,0.95,1283,28.86
3113,0.00025,64,0.99,0.95,2420,29.6
3114,0.00025,64,0.99,0.95,1822,27.62
3115,0.00025,64,0.99,0.95,1581,29.32
3116,0.00025,64,0.99,0.95,3278,31.38
3117,0.00025,64,0.99,0.95,1546,26.78
3118,0.00025,64,0.99,0.95,838,30.16
3119,0.00025,64,0.99,0.95,3169,30.94
3120,0.00025,64,0.99,0.95,1361,28.72
3121,0.00025,64,0.99,0.95,3528,26.52
3122,0.00025,64,0.99,0.95,3476,33.06
3123,0.00025,64,0.99,0.95,3962,37.82
3124,0.00025,64,0.99,0.95,2215,27.92
3125,0.00025,64,0.99,0.95,787,31.68
3126,0.00025,64,0.99,0.95,2984,34.28
3127,0.00025,64,0.99,0.95,3487,29.84
3128,0.00025,64,0.99,0.95,2353,28.12
3129,0.00025,64,0.99,0.95,1026,25.5
3130,0.00025,64,0.99,0.95,2744,33.58
3131,0.00025,64,0.99,0.95,2709,27.76
3132,0.00025,64,0.99,0.95,2864,31.78
3133,0.00025,64,0.99,0.95,3426,31.72
3134,0.00025,64,0.99,0.95,1333,29.2
3135,0.00025,64,0.99,0.95,766,31.44
3136,0.00025,64,0.99,0.95,1791,22.36
3137,0.00025,64,0.99,0.95,2498,30.72
3138,0.00025,64,0.99,0.95,3026,27.42
3139,0.00025,64,0.99,0.95,1963,28.18
3140,0.00025,64,0.99,0.95,3271,29.26
3141,0.00025,64,0.99,0.95,2015,27.86
3142,0.00025,64,0.99,0.95,2046,25.42
3143,0.00025,64,0.99,0.95,1590,27.96
3144,0.00025,64,0.99,0.95,3500,31.32
3145,0.00025,64,0.99,0.95,3772,34.82
3146,0.00025,64,0.99,0.95,1091,31
3147,0.00025,64,0.99,0.95,1441,26.76
3148,0.00025,64,0.99,0.95,2445,26.2
3149,0.00025,64,0.99,0.95,3927,34.26
3150,0.00025,64,0.99,0.95,2036,27.66
3151,0.00025,64,0.99,0.95,3248,31.62
3152,0.00025,64,0.99,0.95,1722,26.2
3153,0.00025,64,0.99,0.95,1060,24.18
3154,0.00025,64,0.99,0.95,2879,32.64
3155,0.00025,64,0.99,0.95,3569,27.68
3156,0.00025,64,0.99,0.95,559,26.76
3157,0.00025,64,0.99,0.95,641,21.06
3158,0.00025,64,0.99,0.95,3214,27.94
3159,0.00025,64,0.99,0.95,2461,27.82
3160,0.00025,64,0.99,0.95,3012,30
3161,0.00025,64,0.99,0.95,1684,26.88
3162,0.00025,64,0.99,0.95,860,25.22
3163,0.00025,64,0.99,0.95,3187,30.98
3164,0.00025,64,0.99,0.95,1353,28.98
3165,0.00025,64,0.99,0.95,3829,31.04
3166,0.00025,64,0.99,0.95,2337,33.7
3167,0.00025,64,0.99,0.95,3141,36
3168,0.00025,64,0.99,0.95,1624,26.72
3169,0.00025,64,0.99,0.95,3503,29.88
3170,0.00025,64,0.99,0.95,786,27.88
3171,0.00025,64,0.99,0.95,3033,30.26
3172,0.00025,64,0.99,0.95,693,27.74
3173,0.00025,64,0.99,0.95,3644,30.02
3174,0.00025,64,0.99,0.95,2218,32.74
3175,0.00025,64,0.99,0.95,1724,28.9
3176,0.00025,64,0.99,0.95,3907,31.02
3177,0.00025,64,0.99,0.95,711,28.5
3178,0.00025,64,0.99,0.95,3502,31.34
3179,0.00025,64,0.99,0.95,1497,29.28
3180,0.00025,64,0.99,0.95,2729,29.02
3181,0.00025,64,0.99,0.95,3628,32.28
3182,0.00025,64,0.99,0.95,3515,34
3183,0.00025,64,0.99,0.95,3990,29.7
3184,0.00025,64,0.99,0.95,1517,25.98
3185,0.00025,64,0.99,0.95,3447,27.6
3186,0.00025,64,0.99,0.95,1712,24.48
3187,0.00025,64,0.99,0.95,1906,27.3
3188,0.00025,64,0.99,0.95,1140,27.48
3189,0.00025,64,0.99,0.95,2430,30.32
3190,0.00025,64,0.99,0.95,3774,32.72
3191,0.00025,64,0.99,0.95,1639,26.42
3192,0.00025,64,0.99,0.95,3593,30.64
3193,0.00025,64,0.99,0.95,2163,28.14
3194,0.00025,64,0.99,0.95,1833,30.28
3195,0.00025,64,0.99,0.95,1761,25.96
3196,0.00025,64,0.99,0.95,3974,33.18
3197,0.00025,64,0.99,0.95,1052,25.6
3198,0.00025,64,0.99,0.95,959,24.86
3199,0.00025,64,0.99,0.95,1985,23.28
3200,0.00025,64,0.99,0.95,966,26.66
3201,0.00025,64,0.99,0.95,2140,26.02
3202,0.00025,64,0.99,0.95,871,26.82
3203,0.00025,64,0.99,0.95,2604,31.18
3204,0.00025,64,0.99,0.95,2962,37.08
3205,0.00025,64,0.99,0.95,808,27.22
3206,0.00025,64,0.99,0.95,3642,26.82
3207,0.00025,64,0.99,0.95,3940,32.32
3208,0.00025,64,0.99,0.95,2324,27.64
3209,0.00025,64,0.99,0.95,3245,32.18
3210,0.00025,64,0.99,0.95,1519,27.72
3211,0.00025,64,0.99,0.95,3315,29.14
3212,0.00025,64,0.99,0.95,1034,25.9
3213,0.00025,64,0.99,0.95,963,24.96
3214,0.00025,64,0.99,0.95,3623,32.96
3215,0.00025,64,0.99,0.95,3025,31.5
3216,0.00025,64,0.99,0.95,3433,29.08
3217,0.00025,64,0.99,0.95,2990,32.54
3218,0.00025,64,0.99,0.95,1268,27.48
3219,0.00025,64,0.99,0.95,1770,33.02
3220,0.00025,64,0.99,0.95,3882,29.62
3221,0.00025,64,0.99,0.95,3034,36.62
3222,0.00025,64,0.99,0.95,3838,31.78
3223,0.00025,64,0.99,0.95,3877,33.06
3224,0.00025,64,0.99,0.95,1094,23.36
3225,0.00025,64,0.99,0.95,2338,26.54
3226,0.00025,64,0.99,0.95,3353,34.6
3227,0.00025,64,0.99,0.95,1827,27.22
3228,0.00025,64,0.99,0.95,3684,30.42
3229,0.00025,64,0.99,0.95,2878,27.58
3230,0.00025,64,0.99,0.95,1501,24.56
3231,0.00025,64,0.99,0.95,1839,27.22
3232,0.00025,64,0.99,0.95,1868,26.06
3233,0.00025,64,0.99,0.95,1693,27.04
3234,0.00025,64,0.99,0.95,2803,31.46
3235,0.00025,64,0.99,0.95,688,29.02
3236,0.00025,64,0.99,0.95,1994,27.2
3237,0.00025,64,0.99,0.95,3799,27.1
3238,0.00025,64,0.99,0.95,1278,26.62
3239,0.00025,64,0.99,0.95,2036,27.68
3240,0.00025,64,0.99,0.95,3731,34.18
3241,0.00025,64,0.99,0.95,679,29.14
3242,0.00025,64,0.99,0.95,2377,36.3
3243,0.00025,64,0.99,0.95,3542,26.42
3244,0.00025,64,0.99,0.95,1445,32.36
3245,0.00025,64,0.99,0.95,816,29.96
3246,0.00025,64,0.99,0.95,945,25.86
3247,0.00025,64,0.99,0.95,3871,32.38
3248,0.00025,64,0.99,0.95,2252,29.46
3249,0.00025,64,0.99,0.95,3648,29.02
3250,0.00025,64,0.99,0.95,934,26.52
3251,0.00025,64,0.99,0.95,2828,26.38
3252,0.00025,64,0.99,0.95,3392,27.36
3253,0.00025,64,0.99,0.95,2091,26.56
3254,0.00025,64,0.99,0.95,607,24.02
3255,0.00025,64,0.99,0.95,3383,26.5
3256,0.00025,64,0.99,0.95,2415,26.36
3257,0.00025,64,0.99,0.95,1070,28.34
3258,0.00025,64,0.99,0.95,3771,28.58
3259,0.00025,64,0.99,0.95,3838,28.96
3260,0.00025,64,0.99,0.95,3386,27.2
3261,0.00025,64,0.99,0.95,3854,31.38
3262,0.00025,64,0.99,0.95,641,25.64
3263,0.00025,64,0.99,0.95,2378,24.18
3264,0.00025,64,0.99,0.95,2361,31.26
3265,0.00025,64,0.99,0.95,1339,29.14
3266,0.00025,64,0.99,0.95,2841,27.4
3267,0.00025,64,0.99,0.95,2376,25.08
3268,0.00025,64,0.99,0.95,1077,27.72
3269,0.00025,64,0.99,0.95,682,27.68
3270,0.00025,64,0.99,0.95,3887,38.5
3271,0.00025,64,0.99,0.95,3748,25.14
3272,0.00025,64,0.99,0.95,3986,33.38
3273,0.00025,64,0.99,0.95,1589,27.7
3274,0.00025,64,0.99,0.95,2231,29.52
3275,0.00025,64,0.99,0.95,2724,25.74
3276,0.00025,64,0.99,0.95,1718,26.36
3277,0.00025,64,0.99,0.95,1902,30.94
3278,0.00025,64,0.99,0.95,2823,31.56
3279,0.00025,64,0.99,0.95,3989,35.26
3280,0.00025,64,0.99,0.95,3765,30.94
3281,0.00025,64,0.99,0.95,1993,26.68
3282,0.00025,64,0.99,0.95,3569,28.78
3283,0.00025,64,0.99,0.95,1939,26.3
3284,0.00025,64,0.99,0.95,1622,26.18
3285,0.00025,64,0.99,0.95,2159,28.6
3286,0.00025,64,0.99,0.95,2503,26.14
3287,0.00025,64,0.99,0.95,2493,23.92
3288,0.00025,64,0.99,0.95,628,26.74
3289,0.00025,64,0.99,0.95,1294,25.98
3290,0.00025,64,0.99,0.95,1331,27.02
3291,0.00025,64,0.99,0.95,2478,27
3292,0.00025,64,0.99,0.95,1588,27.94
3293,0.00025,64,0.99,0.95,536,25.22
3294,0.00025,64,0.99,0.95,2222,26.14
3295,0.00025,64,0.99,0.95,814,29.04
3296,0.00025,64,0.99,0.95,746,22.9
3297,0.00025,64,0.99,0.95,3797,34.32
3298,0.00025,64,0.99,0.95,1576,24.88
3299,0.00025,64,0.99,0.95,3373,32.44
3300,0.00025,64,0.99,0.95,607,25.52
3301,0.00025,64,0.99,0.95,2238,27.56
3302,0.00025,64,0.99,0.95,2363,29.8
3303,0.00025,64,0.99,0.95,3714,32.34
3304,0.00025,64,0.99,0.95,2440,33.8
3305,0.00025,64,0.99,0.95,615,25.62
3306,0.00025,64,0.99,0.95,1397,25.58
3307,0.00025,64,0.99,0.95,587,21.54
3308,0.00025,64,0.99,0.95,3516,32.98
3309,0.00025,64,0.99,0.95,2949,23.32
3310,0.00025,64,0.99,0.95,1196,27.7
3311,0.00025,64,0.99,0.95,3708,27.92
3312,0.00025,64,0.99,0.95,3907,33.06
3313,0.00025,64,0.99,0.95,2685,29.56
3314,0.00025,64,0.99,0.95,1850,26.62
3315,0.00025,64,0.99,0.95,2098,30.6
3316,0.00025,64,0.99,0.95,3822,28.12
3317,0.00025,64,0.99,0.95,3998,32.84
3318,0.00025,64,0.99,0.95,2837,32
3319,0.00025,64,0.99,0.95,3666,32.02
3320,0.00025,64,0.99,0.95,698,27.74
3321,0.00025,64,0.99,0.95,2973,30.08
3322,0.00025,64,0.99,0.95,1124,26.08
3323,0.00025,64,0.99,0.95,828,26.4
3324,0.00025,64,0.99,0.95,1083,26.82
3325,0.00025,64,0.99,0.95,1900,27.36
3326,0.00025,64,0.99,0.95,1145,25.76
3327,0.00025,64,0.99,0.95,2874,26.82
3328,0.00025,64,0.99,0.95,3374,32.74
3329,0.00025,64,0.99,0.95,1092,25.86
3330,0.00025,64,0.99,0.95,733,25.46
3331,0.00025,64,0.99,0.95,2225,27.64
3332,0.00025,64,0.99,0.95,2346,29.14
3333,0.00025,64,0.99,0.95,1694,31.38
3334,0.00025,64,0.99,0.95,1875,27.34
3335,0.00025,64,0.99,0.95,1895,28.24
3336,0.00025,64,0.99,0.95,2642,26.06
3337,0.00025,64,0.99,0.95,2282,23.28
3338,0.00025,64,0.99,0.95,526,25.32
3339,0.00025,64,0.99,0.95,959,31.78
3340,0.00025,64,0.99,0.95,2996,27.7
3341,0.00025,64,0.99,0.95,1775,26.66
3342,0.00025,64,0.99,0.95,771,30.54
3343,0.00025,64,0.99,0.95,3078,28.22
3344,0.00025,64,0.99,0.95,3697,32.08
3345,0.00025,64,0.99,0.95,1636,22.68
3346,0.00025,64,0.99,0.95,3121,29.36
3347,0.00025,64,0.99,0.95,1741,28.76
3348,0.00025,64,0.99,0.95,2236,30.68
3349,0.00025,64,0.99,0.95,2430,30.3
3350,0.00025,64,0.99,0.95,2489,29.88
3351,0.00025,64,0.99,0.95,3844,26.06
3352,0.00025,64,0.99,0.95,2740,26.8
3353,0.00025,64,0.99,0.95,2524,25.04
3354,0.00025,64,0.99,0.95,1126,27.66
3355,0.00025,64,0.99,0.95,3244,26.78
3356,0.00025,64,0.99,0.95,1254,26.7
3357,0.00025,64,0.99,0.95,3558,29.06
3358,0.00025,64,0.99,0.95,1366,29.7
3359,0.00025,64,0.99,0.95,3608,31.02
3360,0.00025,64,0.99,0.95,1743,27.68
3361,0.00025,64,0.99,0.95,1536,24.72
3362,0.00025,64,0.99,0.95,3203,30.26
3363,0.00025,64,0.99,0.95,2512,26.12
3364,0.00025,64,0.99,0.95,3307,28.04
3365,0.00025,64,0.99,0.95,1530,26.04
3366,0.00025,64,0.99,0.95,1639,28.78
3367,0.00025,64,0.99,0.95,516,25.1
3368,0.00025,64,0.99,0.95,3977,29.54
3369,0.00025,64,0.99,0.95,1513,26.72
3370,0.00025,64,0.99,0.95,2665,28.34
3371,0.00025,64,0.99,0.95,3220,28.12
3372,0.00025,64,0.99,0.95,2029,23.76
3373,0.00025,64,0.99,0.95,698,28.2
3374,0.00025,64,0.99,0.95,657,27.42
3375,0.00025,64,0.99,0.95,3682,30.68
3376,0.00025,64,0.99,0.95,2310,28.84
3377,0.00025,64,0.99,0.95,1809,30.22
3378,0.00025,64,0.99,0.95,503,30.54
3379,0.00025,64,0.99,0.95,3660,35.94
3380,0.00025,64,0.99,0.95,1507,28.22
3381,0.00025,64,0.99,0.95,3322,33.84
3382,0.00025,64,0.99,0.95,2884,26.98
3383,0.00025,64,0.99,0.95,3632,32.4
3384,0.00025,64,0.99,0.95,1266,30.7
3385,0.00025,64,0.99,0.95,3667,38.34
3386,0.00025,64,0.99,0.95,3145,27.72
3387,0.00025,64,0.99,0.95,3160,26.64
3388,0.00025,64,0.99,0.95,658,26.12
3389,0.00025,64,0.99,0.95,504,26.14
3390,0.00025,64,0.99,0.95,1312,26.58
3391,0.00025,64,0.99,0.95,2951,27.4
3392,0.00025,64,0.99,0.95,2860,27.86
3393,0.00025,64,0.99,0.95,2489,30.26
3394,0.00025,64,0.99,0.95,1512,28.14
3395,0.00025,64,0.99,0.95,1745,23.54
3396,0.00025,64,0.99,0.95,1584,29.44
3397,0.00025,64,0.99,0.95,3169,32.78
3398,0.00025,64,0.99,0.95,2421,26.9
3399,0.00025,64,0.99,0.95,1002,26.84
3400,0.00025,64,0.99,0.95,1777,29.1
3401,0.00025,64,0.99,0.95,1509,26.36
3402,0.00025,64,0.99,0.95,1871,23.82
3403,0.00025,64,0.99,0.95,749,26.84
3404,0.00025,64,0.99,0.95,1280,24.78
3405,0.00025,64,0.99,0.95,1495,26.52
3406,0.00025,64,0.99,0.95,1208,23.2
3407,0.00025,64,0.99,0.95,583,25.12
3408,0.00025,64,0.99,0.95,2552,32.64
