Iteration,Learning Rate,Batch Size,Gamma,GAE Lambda,Mean Score
605,0.00025,64,0.99,0.95,[26.2]
606,0.00025,64,0.99,0.95,[32.54]
607,0.00025,64,0.99,0.95,[26.96]
608,0.00025,64,0.99,0.95,[28.82]
609,0.00025,64,0.99,0.95,[30.26]
610,0.00025,64,0.99,0.95,[34.24]
611,0.00025,64,0.99,0.95,[25.84]
612,0.00025,64,0.99,0.95,[29.94]
613,0.00025,64,0.99,0.95,[27.]
614,0.00025,64,0.99,0.95,[32.96]
615,0.00025,64,0.99,0.95,[28.5]
616,0.00025,64,0.99,0.95,[30.22]
617,0.00025,64,0.99,0.95,[23.8]
618,0.00025,64,0.99,0.95,[30.06]
619,0.00025,64,0.99,0.95,[26.4]
620,0.00025,64,0.99,0.95,[26.82]
621,0.00025,64,0.99,0.95,[27.82]
622,0.00025,64,0.99,0.95,[31.9]
623,0.00025,64,0.99,0.95,[30.18]
624,0.00025,64,0.99,0.95,[29.76]
625,0.00025,64,0.99,0.95,[24.34]
626,0.00025,64,0.99,0.95,[34.02]
627,0.00025,64,0.99,0.95,[34.94]
628,0.00025,64,0.99,0.95,[27.38]
629,0.00025,64,0.99,0.95,[34.54]
630,0.00025,64,0.99,0.95,[29.2]
631,0.00025,64,0.99,0.95,[26.96]
632,0.00025,64,0.99,0.95,[33.94]
633,0.00025,64,0.99,0.95,[25.78]
634,0.00025,64,0.99,0.95,[27.92]
635,0.00025,64,0.99,0.95,[28.74]
636,0.00025,64,0.99,0.95,[31.74]
637,0.00025,64,0.99,0.95,[28.24]
638,0.00025,64,0.99,0.95,[27.48]
639,0.00025,64,0.99,0.95,[27.74]
640,0.00025,64,0.99,0.95,[25.28]
641,0.00025,64,0.99,0.95,[23.8]
642,0.00025,64,0.99,0.95,[27.52]
643,0.00025,64,0.99,0.95,[28.96]
644,0.00025,64,0.99,0.95,[28.62]
645,0.00025,64,0.99,0.95,[30.54]
646,0.00025,64,0.99,0.95,[22.4]
647,0.00025,64,0.99,0.95,[28.62]
648,0.00025,64,0.99,0.95,[28.56]
649,0.00025,64,0.99,0.95,[28.04]
650,0.00025,64,0.99,0.95,[34.8]
651,0.00025,64,0.99,0.95,[29.74]
652,0.00025,64,0.99,0.95,[30.46]
653,0.00025,64,0.99,0.95,[27.68]
654,0.00025,64,0.99,0.95,[30.32]
655,0.00025,64,0.99,0.95,[26.08]
656,0.00025,64,0.99,0.95,[37.44]
657,0.00025,64,0.99,0.95,[25.6]
658,0.00025,64,0.99,0.95,[27.]
659,0.00025,64,0.99,0.95,[26.]
660,0.00025,64,0.99,0.95,[29.48]
661,0.00025,64,0.99,0.95,[30.26]
662,0.00025,64,0.99,0.95,[30.08]
663,0.00025,64,0.99,0.95,[29.96]
664,0.00025,64,0.99,0.95,[33.2]
665,0.00025,64,0.99,0.95,[28.82]
666,0.00025,64,0.99,0.95,[26.78]
667,0.00025,64,0.99,0.95,[27.36]
668,0.00025,64,0.99,0.95,[29.74]
669,0.00025,64,0.99,0.95,[24.98]
670,0.00025,64,0.99,0.95,[25.5]
671,0.00025,64,0.99,0.95,[27.4]
672,0.00025,64,0.99,0.95,[31.74]
673,0.00025,64,0.99,0.95,[23.7]
674,0.00025,64,0.99,0.95,[29.62]
675,0.00025,64,0.99,0.95,[27.72]
676,0.00025,64,0.99,0.95,[33.18]
677,0.00025,64,0.99,0.95,[28.66]
678,0.00025,64,0.99,0.95,[30.18]
679,0.00025,64,0.99,0.95,[31.8]
680,0.00025,64,0.99,0.95,[30.6]
681,0.00025,64,0.99,0.95,[29.26]
682,0.00025,64,0.99,0.95,[29.24]
683,0.00025,64,0.99,0.95,[29.06]
684,0.00025,64,0.99,0.95,[30.5]
685,0.00025,64,0.99,0.95,[32.8]
686,0.00025,64,0.99,0.95,[28.38]
687,0.00025,64,0.99,0.95,[28.14]
688,0.00025,64,0.99,0.95,[27.22]
689,0.00025,64,0.99,0.95,[25.52]
690,0.00025,64,0.99,0.95,[23.38]
691,0.00025,64,0.99,0.95,[24.08]
692,0.00025,64,0.99,0.95,[31.74]
693,0.00025,64,0.99,0.95,[29.96]
694,0.00025,64,0.99,0.95,[33.98]
695,0.00025,64,0.99,0.95,[27.98]
696,0.00025,64,0.99,0.95,[27.38]
697,0.00025,64,0.99,0.95,[32.86]
698,0.00025,64,0.99,0.95,[22.9]
699,0.00025,64,0.99,0.95,[27.54]
700,0.00025,64,0.99,0.95,[29.]
701,0.00025,64,0.99,0.95,[27.42]
702,0.00025,64,0.99,0.95,[31.16]
703,0.00025,64,0.99,0.95,[27.98]
704,0.00025,64,0.99,0.95,[29.58]
705,0.00025,64,0.99,0.95,[27.94]
706,0.00025,64,0.99,0.95,[25.06]
707,0.00025,64,0.99,0.95,[31.28]
708,0.00025,64,0.99,0.95,[23.02]
709,0.00025,64,0.99,0.95,[26.12]
710,0.00025,64,0.99,0.95,[31.98]
711,0.00025,64,0.99,0.95,[30.3]
712,0.00025,64,0.99,0.95,[29.24]
713,0.00025,64,0.99,0.95,[30.92]
714,0.00025,64,0.99,0.95,[29.72]
715,0.00025,64,0.99,0.95,[31.18]
716,0.00025,64,0.99,0.95,[31.84]
717,0.00025,64,0.99,0.95,[28.16]
718,0.00025,64,0.99,0.95,[24.42]
719,0.00025,64,0.99,0.95,[28.58]
720,0.00025,64,0.99,0.95,[25.06]
721,0.00025,64,0.99,0.95,[27.96]
722,0.00025,64,0.99,0.95,[27.62]
723,0.00025,64,0.99,0.95,[34.28]
724,0.00025,64,0.99,0.95,[25.82]
725,0.00025,64,0.99,0.95,[27.42]
726,0.00025,64,0.99,0.95,[26.52]
727,0.00025,64,0.99,0.95,[27.94]
728,0.00025,64,0.99,0.95,[31.72]
729,0.00025,64,0.99,0.95,[32.8]
730,0.00025,64,0.99,0.95,[31.72]
731,0.00025,64,0.99,0.95,[31.64]
732,0.00025,64,0.99,0.95,[34.36]
733,0.00025,64,0.99,0.95,[25.22]
734,0.00025,64,0.99,0.95,[30.94]
735,0.00025,64,0.99,0.95,[27.68]
736,0.00025,64,0.99,0.95,[29.5]
737,0.00025,64,0.99,0.95,[25.74]
738,0.00025,64,0.99,0.95,[26.7]
739,0.00025,64,0.99,0.95,[28.42]
740,0.00025,64,0.99,0.95,[26.58]
741,0.00025,64,0.99,0.95,[27.84]
742,0.00025,64,0.99,0.95,[32.8]
743,0.00025,64,0.99,0.95,[31.14]
744,0.00025,64,0.99,0.95,[30.74]
745,0.00025,64,0.99,0.95,[31.54]
746,0.00025,64,0.99,0.95,[30.72]
747,0.00025,64,0.99,0.95,[26.56]
748,0.00025,64,0.99,0.95,[31.78]
749,0.00025,64,0.99,0.95,[25.26]
750,0.00025,64,0.99,0.95,[24.38]
751,0.00025,64,0.99,0.95,[28.76]
752,0.00025,64,0.99,0.95,[29.8]
753,0.00025,64,0.99,0.95,[30.22]
754,0.00025,64,0.99,0.95,[25.66]
755,0.00025,64,0.99,0.95,[28.84]
756,0.00025,64,0.99,0.95,[28.02]
757,0.00025,64,0.99,0.95,[27.66]
758,0.00025,64,0.99,0.95,[29.84]
759,0.00025,64,0.99,0.95,[24.86]
760,0.00025,64,0.99,0.95,[30.18]
761,0.00025,64,0.99,0.95,[31.]
762,0.00025,64,0.99,0.95,[27.56]
763,0.00025,64,0.99,0.95,[30.72]
764,0.00025,64,0.99,0.95,[31.98]
765,0.00025,64,0.99,0.95,[29.06]
766,0.00025,64,0.99,0.95,[32.12]
767,0.00025,64,0.99,0.95,[34.06]
768,0.00025,64,0.99,0.95,[28.34]
769,0.00025,64,0.99,0.95,[25.26]
770,0.00025,64,0.99,0.95,[36.16]
771,0.00025,64,0.99,0.95,[30.88]
772,0.00025,64,0.99,0.95,[28.34]
773,0.00025,64,0.99,0.95,[27.38]
774,0.00025,64,0.99,0.95,[24.64]
775,0.00025,64,0.99,0.95,[27.04]
776,0.00025,64,0.99,0.95,[25.72]
777,0.00025,64,0.99,0.95,[32.02]
778,0.00025,64,0.99,0.95,[26.82]
779,0.00025,64,0.99,0.95,[27.28]
780,0.00025,64,0.99,0.95,[32.96]
781,0.00025,64,0.99,0.95,[31.34]
782,0.00025,64,0.99,0.95,[32.26]
783,0.00025,64,0.99,0.95,[27.96]
784,0.00025,64,0.99,0.95,[28.22]
785,0.00025,64,0.99,0.95,[32.]
786,0.00025,64,0.99,0.95,[29.4]
787,0.00025,64,0.99,0.95,[27.24]
788,0.00025,64,0.99,0.95,[28.34]
789,0.00025,64,0.99,0.95,[28.]
790,0.00025,64,0.99,0.95,[24.48]
791,0.00025,64,0.99,0.95,[31.88]
792,0.00025,64,0.99,0.95,[32.78]
793,0.00025,64,0.99,0.95,[31.9]
794,0.00025,64,0.99,0.95,[27.48]
795,0.00025,64,0.99,0.95,[30.8]
796,0.00025,64,0.99,0.95,[28.68]
797,0.00025,64,0.99,0.95,[26.18]
798,0.00025,64,0.99,0.95,[26.38]
799,0.00025,64,0.99,0.95,[27.14]
800,0.00025,64,0.99,0.95,[32.]
801,0.00025,64,0.99,0.95,[27.78]
802,0.00025,64,0.99,0.95,[30.16]
803,0.00025,64,0.99,0.95,[30.36]
804,0.00025,64,0.99,0.95,[30.5]
805,0.00025,64,0.99,0.95,[25.7]
806,0.00025,64,0.99,0.95,[32.88]
807,0.00025,64,0.99,0.95,[26.08]
808,0.00025,64,0.99,0.95,[31.36]
809,0.00025,64,0.99,0.95,[29.9]
810,0.00025,64,0.99,0.95,[29.74]
811,0.00025,64,0.99,0.95,[29.82]
812,0.00025,64,0.99,0.95,[25.68]
813,0.00025,64,0.99,0.95,[28.68]
814,0.00025,64,0.99,0.95,[22.5]
815,0.00025,64,0.99,0.95,[33.7]
816,0.00025,64,0.99,0.95,[31.68]
817,0.00025,64,0.99,0.95,[24.54]
818,0.00025,64,0.99,0.95,[29.36]
819,0.00025,64,0.99,0.95,[29.5]
820,0.00025,64,0.99,0.95,[30.22]
821,0.00025,64,0.99,0.95,[24.86]
822,0.00025,64,0.99,0.95,[30.86]
823,0.00025,64,0.99,0.95,[30.34]
824,0.00025,64,0.99,0.95,[26.48]
825,0.00025,64,0.99,0.95,[33.34]
826,0.00025,64,0.99,0.95,[27.08]
827,0.00025,64,0.99,0.95,[26.46]
828,0.00025,64,0.99,0.95,[32.62]
829,0.00025,64,0.99,0.95,[29.04]
830,0.00025,64,0.99,0.95,[34.02]
831,0.00025,64,0.99,0.95,[32.86]
832,0.00025,64,0.99,0.95,[31.14]
833,0.00025,64,0.99,0.95,[26.58]
834,0.00025,64,0.99,0.95,[29.04]
835,0.00025,64,0.99,0.95,[31.24]
836,0.00025,64,0.99,0.95,[23.4]
837,0.00025,64,0.99,0.95,[24.5]
838,0.00025,64,0.99,0.95,[25.64]
839,0.00025,64,0.99,0.95,[23.2]
840,0.00025,64,0.99,0.95,[28.68]
841,0.00025,64,0.99,0.95,[26.58]
842,0.00025,64,0.99,0.95,[31.6]
843,0.00025,64,0.99,0.95,[31.64]
844,0.00025,64,0.99,0.95,[26.24]
845,0.00025,64,0.99,0.95,[28.9]
846,0.00025,64,0.99,0.95,[35.7]
847,0.00025,64,0.99,0.95,[25.54]
848,0.00025,64,0.99,0.95,[29.1]
849,0.00025,64,0.99,0.95,[25.92]
850,0.00025,64,0.99,0.95,[28.54]
851,0.00025,64,0.99,0.95,[27.7]
852,0.00025,64,0.99,0.95,[35.54]
853,0.00025,64,0.99,0.95,[30.12]
854,0.00025,64,0.99,0.95,[27.94]
855,0.00025,64,0.99,0.95,[30.16]
856,0.00025,64,0.99,0.95,[25.64]
857,0.00025,64,0.99,0.95,[28.02]
858,0.00025,64,0.99,0.95,[29.7]
859,0.00025,64,0.99,0.95,[26.22]
860,0.00025,64,0.99,0.95,[28.9]
861,0.00025,64,0.99,0.95,[25.3]
862,0.00025,64,0.99,0.95,[26.86]
863,0.00025,64,0.99,0.95,[26.4]
864,0.00025,64,0.99,0.95,[32.48]
865,0.00025,64,0.99,0.95,[23.68]
866,0.00025,64,0.99,0.95,[30.32]
867,0.00025,64,0.99,0.95,[29.88]
868,0.00025,64,0.99,0.95,[27.74]
869,0.00025,64,0.99,0.95,[24.06]
870,0.00025,64,0.99,0.95,[30.2]
871,0.00025,64,0.99,0.95,[29.48]
872,0.00025,64,0.99,0.95,[24.08]
873,0.00025,64,0.99,0.95,[25.96]
874,0.00025,64,0.99,0.95,[29.26]
875,0.00025,64,0.99,0.95,[28.36]
876,0.00025,64,0.99,0.95,[28.7]
877,0.00025,64,0.99,0.95,[29.4]
878,0.00025,64,0.99,0.95,[27.02]
879,0.00025,64,0.99,0.95,[26.18]
880,0.00025,64,0.99,0.95,[25.68]
881,0.00025,64,0.99,0.95,[30.]
882,0.00025,64,0.99,0.95,[29.42]
883,0.00025,64,0.99,0.95,[30.56]
884,0.00025,64,0.99,0.95,[24.82]
885,0.00025,64,0.99,0.95,[24.98]
886,0.00025,64,0.99,0.95,[31.36]
887,0.00025,64,0.99,0.95,[27.98]
888,0.00025,64,0.99,0.95,[30.]
889,0.00025,64,0.99,0.95,[28.46]
890,0.00025,64,0.99,0.95,[30.72]
891,0.00025,64,0.99,0.95,[29.66]
892,0.00025,64,0.99,0.95,[28.84]
893,0.00025,64,0.99,0.95,[36.02]
894,0.00025,64,0.99,0.95,[24.74]
895,0.00025,64,0.99,0.95,[28.1]
896,0.00025,64,0.99,0.95,[24.62]
897,0.00025,64,0.99,0.95,[30.84]
898,0.00025,64,0.99,0.95,[28.38]
899,0.00025,64,0.99,0.95,[23.86]
900,0.00025,64,0.99,0.95,[29.18]
901,0.00025,64,0.99,0.95,[28.94]
902,0.00025,64,0.99,0.95,[25.74]
903,0.00025,64,0.99,0.95,[28.78]
904,0.00025,64,0.99,0.95,[30.14]
905,0.00025,64,0.99,0.95,[29.5]
906,0.00025,64,0.99,0.95,[33.82]
907,0.00025,64,0.99,0.95,[31.76]
908,0.00025,64,0.99,0.95,[22.46]
909,0.00025,64,0.99,0.95,[29.92]
910,0.00025,64,0.99,0.95,[24.68]
911,0.00025,64,0.99,0.95,[26.38]
912,0.00025,64,0.99,0.95,[25.4]
913,0.00025,64,0.99,0.95,[28.9]
914,0.00025,64,0.99,0.95,[25.52]
915,0.00025,64,0.99,0.95,[27.24]
916,0.00025,64,0.99,0.95,[27.88]
917,0.00025,64,0.99,0.95,[31.3]
918,0.00025,64,0.99,0.95,[28.76]
919,0.00025,64,0.99,0.95,[26.22]
920,0.00025,64,0.99,0.95,[30.64]
921,0.00025,64,0.99,0.95,[24.48]
922,0.00025,64,0.99,0.95,[29.2]
923,0.00025,64,0.99,0.95,[34.6]
924,0.00025,64,0.99,0.95,[34.48]
925,0.00025,64,0.99,0.95,[25.68]
926,0.00025,64,0.99,0.95,[24.48]
927,0.00025,64,0.99,0.95,[31.42]
928,0.00025,64,0.99,0.95,[27.42]
929,0.00025,64,0.99,0.95,[26.84]
930,0.00025,64,0.99,0.95,[25.18]
931,0.00025,64,0.99,0.95,[28.36]
932,0.00025,64,0.99,0.95,[31.12]
933,0.00025,64,0.99,0.95,[28.54]
934,0.00025,64,0.99,0.95,[33.24]
935,0.00025,64,0.99,0.95,[26.48]
936,0.00025,64,0.99,0.95,[29.88]
937,0.00025,64,0.99,0.95,[29.7]
938,0.00025,64,0.99,0.95,[30.3]
939,0.00025,64,0.99,0.95,[26.92]
940,0.00025,64,0.99,0.95,[27.4]
941,0.00025,64,0.99,0.95,[26.94]
942,0.00025,64,0.99,0.95,[31.38]
943,0.00025,64,0.99,0.95,[26.6]
944,0.00025,64,0.99,0.95,[35.78]
945,0.00025,64,0.99,0.95,[29.06]
946,0.00025,64,0.99,0.95,[30.66]
947,0.00025,64,0.99,0.95,[28.72]
948,0.00025,64,0.99,0.95,[27.54]
949,0.00025,64,0.99,0.95,[28.22]
950,0.00025,64,0.99,0.95,[25.42]
951,0.00025,64,0.99,0.95,[32.28]
952,0.00025,64,0.99,0.95,[25.9]
953,0.00025,64,0.99,0.95,[28.]
954,0.00025,64,0.99,0.95,[26.74]
955,0.00025,64,0.99,0.95,[27.92]
956,0.00025,64,0.99,0.95,[30.14]
957,0.00025,64,0.99,0.95,[27.82]
958,0.00025,64,0.99,0.95,[29.3]
959,0.00025,64,0.99,0.95,[24.18]
960,0.00025,64,0.99,0.95,[28.2]
961,0.00025,64,0.99,0.95,[27.22]
962,0.00025,64,0.99,0.95,[34.8]
963,0.00025,64,0.99,0.95,[35.36]
964,0.00025,64,0.99,0.95,[28.7]
965,0.00025,64,0.99,0.95,[31.2]
966,0.00025,64,0.99,0.95,[35.92]
967,0.00025,64,0.99,0.95,[29.88]
968,0.00025,64,0.99,0.95,[29.94]
969,0.00025,64,0.99,0.95,[26.92]
970,0.00025,64,0.99,0.95,[27.7]
971,0.00025,64,0.99,0.95,[29.66]
972,0.00025,64,0.99,0.95,[26.8]
973,0.00025,64,0.99,0.95,[27.74]
974,0.00025,64,0.99,0.95,[33.2]
975,0.00025,64,0.99,0.95,[30.02]
976,0.00025,64,0.99,0.95,[27.5]
977,0.00025,64,0.99,0.95,[27.46]
978,0.00025,64,0.99,0.95,[24.66]
979,0.00025,64,0.99,0.95,[28.22]
980,0.00025,64,0.99,0.95,[32.32]
981,0.00025,64,0.99,0.95,[24.92]
982,0.00025,64,0.99,0.95,[29.5]
983,0.00025,64,0.99,0.95,[28.74]
984,0.00025,64,0.99,0.95,[31.74]
985,0.00025,64,0.99,0.95,[25.78]
986,0.00025,64,0.99,0.95,[28.1]
987,0.00025,64,0.99,0.95,[28.82]
988,0.00025,64,0.99,0.95,[32.12]
989,0.00025,64,0.99,0.95,[26.82]
990,0.00025,64,0.99,0.95,[34.8]
991,0.00025,64,0.99,0.95,[33.28]
992,0.00025,64,0.99,0.95,[32.46]
993,0.00025,64,0.99,0.95,[27.02]
994,0.00025,64,0.99,0.95,[35.56]
995,0.00025,64,0.99,0.95,[30.26]
996,0.00025,64,0.99,0.95,[26.24]
997,0.00025,64,0.99,0.95,[27.4]
998,0.00025,64,0.99,0.95,[27.04]
999,0.00025,64,0.99,0.95,[26.72]
1000,0.00025,64,0.99,0.95,[24.9]
1001,0.00025,64,0.99,0.95,[29.94]
1002,0.00025,64,0.99,0.95,[31.22]
1003,0.00025,64,0.99,0.95,[25.54]
1004,0.00025,64,0.99,0.95,[28.7]
1005,0.00025,64,0.99,0.95,[30.92]
1006,0.00025,64,0.99,0.95,[37.6]
1007,0.00025,64,0.99,0.95,[27.22]
1008,0.00025,64,0.99,0.95,[28.8]
1009,0.00025,64,0.99,0.95,[28.]
1010,0.00025,64,0.99,0.95,[28.18]
1011,0.00025,64,0.99,0.95,[27.6]
1012,0.00025,64,0.99,0.95,[29.58]
1013,0.00025,64,0.99,0.95,[31.16]
1014,0.00025,64,0.99,0.95,[31.16]
1015,0.00025,64,0.99,0.95,[31.56]
1016,0.00025,64,0.99,0.95,[26.5]
1017,0.00025,64,0.99,0.95,[26.94]
1018,0.00025,64,0.99,0.95,[29.3]
1019,0.00025,64,0.99,0.95,[32.72]
1020,0.00025,64,0.99,0.95,[24.66]
1021,0.00025,64,0.99,0.95,[37.64]
1022,0.00025,64,0.99,0.95,[28.4]
1023,0.00025,64,0.99,0.95,[25.3]
1024,0.00025,64,0.99,0.95,[25.28]
1025,0.00025,64,0.99,0.95,[30.32]
1026,0.00025,64,0.99,0.95,[28.6]
1027,0.00025,64,0.99,0.95,[28.26]
1028,0.00025,64,0.99,0.95,[27.08]
1029,0.00025,64,0.99,0.95,[32.98]
1030,0.00025,64,0.99,0.95,[26.94]
1031,0.00025,64,0.99,0.95,[27.48]
1032,0.00025,64,0.99,0.95,[24.56]
1033,0.00025,64,0.99,0.95,[26.02]
1034,0.00025,64,0.99,0.95,[34.8]
1035,0.00025,64,0.99,0.95,[30.76]
1036,0.00025,64,0.99,0.95,[25.8]
1037,0.00025,64,0.99,0.95,[25.7]
1038,0.00025,64,0.99,0.95,[27.3]
1039,0.00025,64,0.99,0.95,[26.96]
1040,0.00025,64,0.99,0.95,[33.6]
1041,0.00025,64,0.99,0.95,[25.76]
1042,0.00025,64,0.99,0.95,[28.82]
1043,0.00025,64,0.99,0.95,[29.48]
1044,0.00025,64,0.99,0.95,[33.58]
1045,0.00025,64,0.99,0.95,[32.06]
1046,0.00025,64,0.99,0.95,[24.6]
1047,0.00025,64,0.99,0.95,[33.66]
1048,0.00025,64,0.99,0.95,[29.2]
1049,0.00025,64,0.99,0.95,[28.92]
1050,0.00025,64,0.99,0.95,[27.8]
1051,0.00025,64,0.99,0.95,[32.32]
1052,0.00025,64,0.99,0.95,[32.22]
1053,0.00025,64,0.99,0.95,[30.52]
1054,0.00025,64,0.99,0.95,[24.74]
1055,0.00025,64,0.99,0.95,[32.82]
1056,0.00025,64,0.99,0.95,[27.48]
1057,0.00025,64,0.99,0.95,[31.96]
1058,0.00025,64,0.99,0.95,[28.44]
1059,0.00025,64,0.99,0.95,[30.88]
1060,0.00025,64,0.99,0.95,[32.22]
1061,0.00025,64,0.99,0.95,[31.58]
1062,0.00025,64,0.99,0.95,[29.26]
1063,0.00025,64,0.99,0.95,[29.44]
1064,0.00025,64,0.99,0.95,[34.94]
1065,0.00025,64,0.99,0.95,[25.82]
1066,0.00025,64,0.99,0.95,[26.56]
1067,0.00025,64,0.99,0.95,[32.86]
1068,0.00025,64,0.99,0.95,[31.12]
1069,0.00025,64,0.99,0.95,[32.96]
1070,0.00025,64,0.99,0.95,[31.58]
1071,0.00025,64,0.99,0.95,[31.34]
1072,0.00025,64,0.99,0.95,[30.92]
1073,0.00025,64,0.99,0.95,[39.06]
1074,0.00025,64,0.99,0.95,[24.98]
1075,0.00025,64,0.99,0.95,[30.04]
1076,0.00025,64,0.99,0.95,[31.5]
1077,0.00025,64,0.99,0.95,[29.4]
1078,0.00025,64,0.99,0.95,[34.3]
1079,0.00025,64,0.99,0.95,[28.26]
1080,0.00025,64,0.99,0.95,[30.44]
1081,0.00025,64,0.99,0.95,[29.46]
1082,0.00025,64,0.99,0.95,[29.7]
1083,0.00025,64,0.99,0.95,[34.7]
1084,0.00025,64,0.99,0.95,[27.98]
1085,0.00025,64,0.99,0.95,[25.46]
1086,0.00025,64,0.99,0.95,[34.36]
1087,0.00025,64,0.99,0.95,[29.98]
1088,0.00025,64,0.99,0.95,[30.76]
1089,0.00025,64,0.99,0.95,[29.52]
1090,0.00025,64,0.99,0.95,[25.18]
1091,0.00025,64,0.99,0.95,[27.06]
1092,0.00025,64,0.99,0.95,[27.24]
1093,0.00025,64,0.99,0.95,[31.]
1094,0.00025,64,0.99,0.95,[30.76]
1095,0.00025,64,0.99,0.95,[25.52]
1096,0.00025,64,0.99,0.95,[33.18]
1097,0.00025,64,0.99,0.95,[24.76]
1098,0.00025,64,0.99,0.95,[24.16]
1099,0.00025,64,0.99,0.95,[27.64]
1100,0.00025,64,0.99,0.95,[24.56]
1101,0.00025,64,0.99,0.95,[28.28]
1102,0.00025,64,0.99,0.95,[27.02]
1103,0.00025,64,0.99,0.95,[28.58]
1104,0.00025,64,0.99,0.95,[27.32]
1105,0.00025,64,0.99,0.95,[25.76]
1106,0.00025,64,0.99,0.95,[26.46]
1107,0.00025,64,0.99,0.95,[28.2]
1108,0.00025,64,0.99,0.95,[31.04]
1109,0.00025,64,0.99,0.95,[27.1]
1110,0.00025,64,0.99,0.95,[28.88]
1111,0.00025,64,0.99,0.95,[28.84]
1112,0.00025,64,0.99,0.95,[26.12]
1113,0.00025,64,0.99,0.95,[28.08]
1114,0.00025,64,0.99,0.95,[30.98]
1115,0.00025,64,0.99,0.95,[30.68]
1116,0.00025,64,0.99,0.95,[25.44]
1117,0.00025,64,0.99,0.95,[27.84]
1118,0.00025,64,0.99,0.95,[29.52]
1119,0.00025,64,0.99,0.95,[29.56]
1120,0.00025,64,0.99,0.95,[26.12]
1121,0.00025,64,0.99,0.95,[29.96]
1122,0.00025,64,0.99,0.95,[23.82]
1123,0.00025,64,0.99,0.95,[30.92]
1124,0.00025,64,0.99,0.95,[23.4]
1125,0.00025,64,0.99,0.95,[32.62]
1126,0.00025,64,0.99,0.95,[28.6]
1127,0.00025,64,0.99,0.95,[34.06]
1128,0.00025,64,0.99,0.95,[31.3]
1129,0.00025,64,0.99,0.95,[23.62]
1130,0.00025,64,0.99,0.95,[29.52]
1131,0.00025,64,0.99,0.95,[28.76]
1132,0.00025,64,0.99,0.95,[35.02]
1133,0.00025,64,0.99,0.95,[26.38]
1134,0.00025,64,0.99,0.95,[26.48]
1135,0.00025,64,0.99,0.95,[28.72]
1136,0.00025,64,0.99,0.95,[23.98]
1137,0.00025,64,0.99,0.95,[23.7]
1138,0.00025,64,0.99,0.95,[28.28]
1139,0.00025,64,0.99,0.95,[24.6]
1140,0.00025,64,0.99,0.95,[25.88]
1141,0.00025,64,0.99,0.95,[29.3]
1142,0.00025,64,0.99,0.95,[28.]
1143,0.00025,64,0.99,0.95,[27.34]
1144,0.00025,64,0.99,0.95,[32.42]
1145,0.00025,64,0.99,0.95,[33.9]
1146,0.00025,64,0.99,0.95,[27.06]
1147,0.00025,64,0.99,0.95,[25.52]
1148,0.00025,64,0.99,0.95,[27.52]
1149,0.00025,64,0.99,0.95,[35.5]
1150,0.00025,64,0.99,0.95,[34.06]
1151,0.00025,64,0.99,0.95,[30.12]
1152,0.00025,64,0.99,0.95,[27.08]
1153,0.00025,64,0.99,0.95,[29.04]
1154,0.00025,64,0.99,0.95,[32.86]
1155,0.00025,64,0.99,0.95,[31.92]
1156,0.00025,64,0.99,0.95,[28.64]
1157,0.00025,64,0.99,0.95,[30.24]
1158,0.00025,64,0.99,0.95,[28.26]
1159,0.00025,64,0.99,0.95,[29.88]
1160,0.00025,64,0.99,0.95,[31.66]
1161,0.00025,64,0.99,0.95,[26.68]
1162,0.00025,64,0.99,0.95,[28.58]
1163,0.00025,64,0.99,0.95,[28.32]
1164,0.00025,64,0.99,0.95,[26.]
1165,0.00025,64,0.99,0.95,[35.82]
1166,0.00025,64,0.99,0.95,[29.48]
1167,0.00025,64,0.99,0.95,[32.52]
1168,0.00025,64,0.99,0.95,[28.64]
1169,0.00025,64,0.99,0.95,[28.5]
1170,0.00025,64,0.99,0.95,[26.94]
1171,0.00025,64,0.99,0.95,[27.12]
1172,0.00025,64,0.99,0.95,[22.38]
1173,0.00025,64,0.99,0.95,[33.62]
1174,0.00025,64,0.99,0.95,[31.26]
1175,0.00025,64,0.99,0.95,[26.1]
1176,0.00025,64,0.99,0.95,[26.92]
1177,0.00025,64,0.99,0.95,[30.92]
1178,0.00025,64,0.99,0.95,[29.12]
1179,0.00025,64,0.99,0.95,[29.1]
1180,0.00025,64,0.99,0.95,[30.26]
1181,0.00025,64,0.99,0.95,[33.9]
1182,0.00025,64,0.99,0.95,[30.44]
1183,0.00025,64,0.99,0.95,[32.14]
1184,0.00025,64,0.99,0.95,[29.76]
1185,0.00025,64,0.99,0.95,[28.02]
1186,0.00025,64,0.99,0.95,[27.96]
1187,0.00025,64,0.99,0.95,[30.66]
1188,0.00025,64,0.99,0.95,[32.94]
1189,0.00025,64,0.99,0.95,[25.54]
1190,0.00025,64,0.99,0.95,[31.56]
1191,0.00025,64,0.99,0.95,[25.48]
1192,0.00025,64,0.99,0.95,[27.3]
1193,0.00025,64,0.99,0.95,[27.02]
1194,0.00025,64,0.99,0.95,[34.56]
1195,0.00025,64,0.99,0.95,[26.66]
1196,0.00025,64,0.99,0.95,[28.84]
1197,0.00025,64,0.99,0.95,[31.94]
1198,0.00025,64,0.99,0.95,[35.3]
1199,0.00025,64,0.99,0.95,[29.26]
1200,0.00025,64,0.99,0.95,[24.48]
1201,0.00025,64,0.99,0.95,[26.4]
1202,0.00025,64,0.99,0.95,[28.92]
