Iteration,Learning Rate,Batch Size,Gamma,GAE Lambda,Mean Score
1203,0.00025,64,0.99,0.95,[34.3]
1204,0.00025,64,0.99,0.95,[30.22]
1205,0.00025,64,0.99,0.95,[28.08]
1206,0.00025,64,0.99,0.95,[28.9]
1207,0.00025,64,0.99,0.95,[25.92]
1208,0.00025,64,0.99,0.95,[31.72]
1209,0.00025,64,0.99,0.95,[24.62]
1210,0.00025,64,0.99,0.95,[28.32]
1211,0.00025,64,0.99,0.95,[32.1]
1212,0.00025,64,0.99,0.95,[29.18]
1213,0.00025,64,0.99,0.95,[36.38]
1214,0.00025,64,0.99,0.95,[24.58]
1215,0.00025,64,0.99,0.95,[28.42]
1216,0.00025,64,0.99,0.95,[23.26]
1217,0.00025,64,0.99,0.95,[30.44]
1218,0.00025,64,0.99,0.95,[30.38]
1219,0.00025,64,0.99,0.95,[27.74]
1220,0.00025,64,0.99,0.95,[28.08]
1221,0.00025,64,0.99,0.95,[29.48]
1222,0.00025,64,0.99,0.95,[29.28]
1223,0.00025,64,0.99,0.95,[27.68]
1224,0.00025,64,0.99,0.95,[29.04]
1225,0.00025,64,0.99,0.95,[32.66]
1226,0.00025,64,0.99,0.95,[24.02]
1227,0.00025,64,0.99,0.95,[28.78]
1228,0.00025,64,0.99,0.95,[28.6]
1229,0.00025,64,0.99,0.95,[27.54]
1230,0.00025,64,0.99,0.95,[24.94]
1231,0.00025,64,0.99,0.95,[35.4]
1232,0.00025,64,0.99,0.95,[26.24]
1233,0.00025,64,0.99,0.95,[27.14]
1234,0.00025,64,0.99,0.95,[28.5]
1235,0.00025,64,0.99,0.95,[31.2]
1236,0.00025,64,0.99,0.95,[26.52]
1237,0.00025,64,0.99,0.95,[26.16]
1238,0.00025,64,0.99,0.95,[23.32]
1239,0.00025,64,0.99,0.95,[37.84]
1240,0.00025,64,0.99,0.95,[27.4]
1241,0.00025,64,0.99,0.95,[34.36]
1242,0.00025,64,0.99,0.95,[29.98]
1243,0.00025,64,0.99,0.95,[31.04]
1244,0.00025,64,0.99,0.95,[26.8]
1245,0.00025,64,0.99,0.95,[26.98]
1246,0.00025,64,0.99,0.95,[30.46]
1247,0.00025,64,0.99,0.95,[29.3]
1248,0.00025,64,0.99,0.95,[27.62]
1249,0.00025,64,0.99,0.95,[27.02]
1250,0.00025,64,0.99,0.95,[26.96]
1251,0.00025,64,0.99,0.95,[25.32]
1252,0.00025,64,0.99,0.95,[28.34]
1253,0.00025,64,0.99,0.95,[30.8]
1254,0.00025,64,0.99,0.95,[31.52]
1255,0.00025,64,0.99,0.95,[31.88]
1256,0.00025,64,0.99,0.95,[36.64]
1257,0.00025,64,0.99,0.95,[29.06]
1258,0.00025,64,0.99,0.95,[32.]
1259,0.00025,64,0.99,0.95,[28.42]
1260,0.00025,64,0.99,0.95,[28.94]
1261,0.00025,64,0.99,0.95,[31.52]
1262,0.00025,64,0.99,0.95,[23.]
1263,0.00025,64,0.99,0.95,[25.68]
1264,0.00025,64,0.99,0.95,[29.52]
1265,0.00025,64,0.99,0.95,[33.98]
1266,0.00025,64,0.99,0.95,[30.66]
1267,0.00025,64,0.99,0.95,[24.68]
1268,0.00025,64,0.99,0.95,[29.24]
1269,0.00025,64,0.99,0.95,[26.66]
1270,0.00025,64,0.99,0.95,[28.42]
1271,0.00025,64,0.99,0.95,[33.78]
1272,0.00025,64,0.99,0.95,[26.7]
1273,0.00025,64,0.99,0.95,[26.78]
1274,0.00025,64,0.99,0.95,[32.36]
1275,0.00025,64,0.99,0.95,[29.92]
1276,0.00025,64,0.99,0.95,[34.92]
1277,0.00025,64,0.99,0.95,[27.56]
1278,0.00025,64,0.99,0.95,[34.02]
1279,0.00025,64,0.99,0.95,[25.66]
1280,0.00025,64,0.99,0.95,[32.74]
1281,0.00025,64,0.99,0.95,[27.62]
1282,0.00025,64,0.99,0.95,[31.98]
1283,0.00025,64,0.99,0.95,[30.1]
1284,0.00025,64,0.99,0.95,[30.34]
1285,0.00025,64,0.99,0.95,[30.4]
1286,0.00025,64,0.99,0.95,[29.94]
1287,0.00025,64,0.99,0.95,[27.88]
1288,0.00025,64,0.99,0.95,[27.8]
1289,0.00025,64,0.99,0.95,[26.8]
1290,0.00025,64,0.99,0.95,[24.02]
1291,0.00025,64,0.99,0.95,[32.4]
1292,0.00025,64,0.99,0.95,[30.16]
1293,0.00025,64,0.99,0.95,[26.96]
1294,0.00025,64,0.99,0.95,[33.28]
1295,0.00025,64,0.99,0.95,[24.84]
1296,0.00025,64,0.99,0.95,[23.98]
1297,0.00025,64,0.99,0.95,[29.86]
1298,0.00025,64,0.99,0.95,[32.18]
1299,0.00025,64,0.99,0.95,[27.48]
1300,0.00025,64,0.99,0.95,[27.74]
1301,0.00025,64,0.99,0.95,[24.66]
1302,0.00025,64,0.99,0.95,[26.12]
1303,0.00025,64,0.99,0.95,[26.3]
1304,0.00025,64,0.99,0.95,[29.26]
1305,0.00025,64,0.99,0.95,[28.24]
1306,0.00025,64,0.99,0.95,[25.22]
1307,0.00025,64,0.99,0.95,[34.86]
1308,0.00025,64,0.99,0.95,[31.06]
1309,0.00025,64,0.99,0.95,[27.14]
1310,0.00025,64,0.99,0.95,[31.8]
1311,0.00025,64,0.99,0.95,[26.46]
1312,0.00025,64,0.99,0.95,[31.62]
1313,0.00025,64,0.99,0.95,[31.78]
1314,0.00025,64,0.99,0.95,[29.82]
1315,0.00025,64,0.99,0.95,[34.84]
1316,0.00025,64,0.99,0.95,[27.56]
1317,0.00025,64,0.99,0.95,[34.26]
1318,0.00025,64,0.99,0.95,[25.3]
1319,0.00025,64,0.99,0.95,[37.2]
1320,0.00025,64,0.99,0.95,[28.18]
1321,0.00025,64,0.99,0.95,[28.34]
1322,0.00025,64,0.99,0.95,[29.3]
1323,0.00025,64,0.99,0.95,[29.44]
1324,0.00025,64,0.99,0.95,[28.82]
1325,0.00025,64,0.99,0.95,[29.04]
1326,0.00025,64,0.99,0.95,[25.18]
1327,0.00025,64,0.99,0.95,[26.3]
1328,0.00025,64,0.99,0.95,[29.36]
1329,0.00025,64,0.99,0.95,[30.64]
1330,0.00025,64,0.99,0.95,[27.24]
1331,0.00025,64,0.99,0.95,[34.54]
1332,0.00025,64,0.99,0.95,[35.06]
1333,0.00025,64,0.99,0.95,[26.1]
1334,0.00025,64,0.99,0.95,[30.92]
1335,0.00025,64,0.99,0.95,[26.54]
1336,0.00025,64,0.99,0.95,[33.12]
1337,0.00025,64,0.99,0.95,[27.9]
1338,0.00025,64,0.99,0.95,[27.86]
1339,0.00025,64,0.99,0.95,[27.54]
1340,0.00025,64,0.99,0.95,[35.4]
1341,0.00025,64,0.99,0.95,[30.42]
1342,0.00025,64,0.99,0.95,[27.16]
1343,0.00025,64,0.99,0.95,[29.18]
1344,0.00025,64,0.99,0.95,[34.18]
1345,0.00025,64,0.99,0.95,[31.32]
1346,0.00025,64,0.99,0.95,[30.42]
1347,0.00025,64,0.99,0.95,[26.68]
1348,0.00025,64,0.99,0.95,[24.66]
1349,0.00025,64,0.99,0.95,[26.38]
1350,0.00025,64,0.99,0.95,[29.7]
1351,0.00025,64,0.99,0.95,[26.94]
1352,0.00025,64,0.99,0.95,[30.56]
1353,0.00025,64,0.99,0.95,[29.66]
1354,0.00025,64,0.99,0.95,[28.56]
1355,0.00025,64,0.99,0.95,[24.74]
1356,0.00025,64,0.99,0.95,[24.3]
1357,0.00025,64,0.99,0.95,[25.38]
1358,0.00025,64,0.99,0.95,[28.46]
1359,0.00025,64,0.99,0.95,[33.16]
1360,0.00025,64,0.99,0.95,[25.26]
1361,0.00025,64,0.99,0.95,[27.48]
1362,0.00025,64,0.99,0.95,[28.98]
1363,0.00025,64,0.99,0.95,[28.16]
1364,0.00025,64,0.99,0.95,[25.9]
1365,0.00025,64,0.99,0.95,[27.74]
1366,0.00025,64,0.99,0.95,[27.3]
1367,0.00025,64,0.99,0.95,[30.94]
1368,0.00025,64,0.99,0.95,[28.14]
1369,0.00025,64,0.99,0.95,[27.08]
1370,0.00025,64,0.99,0.95,[24.84]
1371,0.00025,64,0.99,0.95,[24.3]
1372,0.00025,64,0.99,0.95,[29.44]
1373,0.00025,64,0.99,0.95,[32.52]
1374,0.00025,64,0.99,0.95,[24.62]
1375,0.00025,64,0.99,0.95,[29.18]
1376,0.00025,64,0.99,0.95,[30.54]
1377,0.00025,64,0.99,0.95,[26.82]
1378,0.00025,64,0.99,0.95,[26.66]
1379,0.00025,64,0.99,0.95,[34.32]
1380,0.00025,64,0.99,0.95,[23.18]
1381,0.00025,64,0.99,0.95,[31.]
1382,0.00025,64,0.99,0.95,[29.66]
1383,0.00025,64,0.99,0.95,[28.46]
1384,0.00025,64,0.99,0.95,[31.52]
1385,0.00025,64,0.99,0.95,[28.72]
1386,0.00025,64,0.99,0.95,[29.38]
1387,0.00025,64,0.99,0.95,[30.34]
1388,0.00025,64,0.99,0.95,[25.42]
1389,0.00025,64,0.99,0.95,[27.98]
1390,0.00025,64,0.99,0.95,[27.16]
1391,0.00025,64,0.99,0.95,[30.12]
1392,0.00025,64,0.99,0.95,[26.38]
1393,0.00025,64,0.99,0.95,[36.72]
1394,0.00025,64,0.99,0.95,[26.52]
1395,0.00025,64,0.99,0.95,[31.86]
1396,0.00025,64,0.99,0.95,[27.64]
1397,0.00025,64,0.99,0.95,[28.72]
1398,0.00025,64,0.99,0.95,[25.32]
1399,0.00025,64,0.99,0.95,[30.32]
1400,0.00025,64,0.99,0.95,[24.7]
1401,0.00025,64,0.99,0.95,[29.62]
1402,0.00025,64,0.99,0.95,[25.22]
1403,0.00025,64,0.99,0.95,[27.06]
1404,0.00025,64,0.99,0.95,[28.5]
1405,0.00025,64,0.99,0.95,[25.54]
1406,0.00025,64,0.99,0.95,[26.5]
1407,0.00025,64,0.99,0.95,[29.46]
1408,0.00025,64,0.99,0.95,[28.34]
1409,0.00025,64,0.99,0.95,[31.56]
1410,0.00025,64,0.99,0.95,[25.66]
1411,0.00025,64,0.99,0.95,[29.46]
1412,0.00025,64,0.99,0.95,[29.3]
1413,0.00025,64,0.99,0.95,[30.2]
1414,0.00025,64,0.99,0.95,[26.82]
1415,0.00025,64,0.99,0.95,[34.14]
1416,0.00025,64,0.99,0.95,[27.3]
1417,0.00025,64,0.99,0.95,[27.1]
1418,0.00025,64,0.99,0.95,[30.54]
1419,0.00025,64,0.99,0.95,[27.14]
1420,0.00025,64,0.99,0.95,[29.96]
1421,0.00025,64,0.99,0.95,[24.]
1422,0.00025,64,0.99,0.95,[27.9]
1423,0.00025,64,0.99,0.95,[29.56]
1424,0.00025,64,0.99,0.95,[28.76]
1425,0.00025,64,0.99,0.95,[23.18]
1426,0.00025,64,0.99,0.95,[30.12]
1427,0.00025,64,0.99,0.95,[32.46]
1428,0.00025,64,0.99,0.95,[27.7]
1429,0.00025,64,0.99,0.95,[29.98]
1430,0.00025,64,0.99,0.95,[26.02]
1431,0.00025,64,0.99,0.95,[35.46]
1432,0.00025,64,0.99,0.95,[26.36]
1433,0.00025,64,0.99,0.95,[29.2]
1434,0.00025,64,0.99,0.95,[31.08]
1435,0.00025,64,0.99,0.95,[27.44]
1436,0.00025,64,0.99,0.95,[31.5]
1437,0.00025,64,0.99,0.95,[33.1]
1438,0.00025,64,0.99,0.95,[32.72]
1439,0.00025,64,0.99,0.95,[32.4]
1440,0.00025,64,0.99,0.95,[34.04]
1441,0.00025,64,0.99,0.95,[30.66]
1442,0.00025,64,0.99,0.95,[27.88]
1443,0.00025,64,0.99,0.95,[28.3]
1444,0.00025,64,0.99,0.95,[24.54]
1445,0.00025,64,0.99,0.95,[27.1]
1446,0.00025,64,0.99,0.95,[31.1]
1447,0.00025,64,0.99,0.95,[31.92]
1448,0.00025,64,0.99,0.95,[30.72]
1449,0.00025,64,0.99,0.95,[27.5]
1450,0.00025,64,0.99,0.95,[31.14]
1451,0.00025,64,0.99,0.95,[32.86]
1452,0.00025,64,0.99,0.95,[27.6]
1453,0.00025,64,0.99,0.95,[27.22]
1454,0.00025,64,0.99,0.95,[30.58]
1455,0.00025,64,0.99,0.95,[26.7]
1456,0.00025,64,0.99,0.95,[29.68]
1457,0.00025,64,0.99,0.95,[29.8]
1458,0.00025,64,0.99,0.95,[27.88]
1459,0.00025,64,0.99,0.95,[28.8]
1460,0.00025,64,0.99,0.95,[24.28]
1461,0.00025,64,0.99,0.95,[27.9]
1462,0.00025,64,0.99,0.95,[24.88]
1463,0.00025,64,0.99,0.95,[28.34]
1464,0.00025,64,0.99,0.95,[33.]
1465,0.00025,64,0.99,0.95,[30.48]
1466,0.00025,64,0.99,0.95,[27.7]
1467,0.00025,64,0.99,0.95,[28.06]
1468,0.00025,64,0.99,0.95,[28.26]
1469,0.00025,64,0.99,0.95,[27.08]
1470,0.00025,64,0.99,0.95,[28.26]
1471,0.00025,64,0.99,0.95,[30.94]
1472,0.00025,64,0.99,0.95,[26.98]
1473,0.00025,64,0.99,0.95,[30.54]
1474,0.00025,64,0.99,0.95,[30.72]
1475,0.00025,64,0.99,0.95,[29.48]
1476,0.00025,64,0.99,0.95,[29.22]
1477,0.00025,64,0.99,0.95,[34.94]
1478,0.00025,64,0.99,0.95,[36.32]
1479,0.00025,64,0.99,0.95,[26.5]
1480,0.00025,64,0.99,0.95,[25.82]
1481,0.00025,64,0.99,0.95,[25.24]
1482,0.00025,64,0.99,0.95,[28.62]
1483,0.00025,64,0.99,0.95,[28.18]
1484,0.00025,64,0.99,0.95,[29.82]
1485,0.00025,64,0.99,0.95,[27.14]
1486,0.00025,64,0.99,0.95,[29.16]
1487,0.00025,64,0.99,0.95,[26.92]
1488,0.00025,64,0.99,0.95,[29.9]
1489,0.00025,64,0.99,0.95,[36.7]
1490,0.00025,64,0.99,0.95,[27.3]
1491,0.00025,64,0.99,0.95,[28.42]
1492,0.00025,64,0.99,0.95,[34.54]
1493,0.00025,64,0.99,0.95,[30.88]
1494,0.00025,64,0.99,0.95,[25.54]
1495,0.00025,64,0.99,0.95,[32.]
1496,0.00025,64,0.99,0.95,[29.62]
1497,0.00025,64,0.99,0.95,[23.04]
1498,0.00025,64,0.99,0.95,[30.62]
1499,0.00025,64,0.99,0.95,[34.32]
1500,0.00025,64,0.99,0.95,[32.32]
1501,0.00025,64,0.99,0.95,[26.1]
1502,0.00025,64,0.99,0.95,[28.54]
1503,0.00025,64,0.99,0.95,[25.64]
1504,0.00025,64,0.99,0.95,[27.92]
1505,0.00025,64,0.99,0.95,[29.82]
1506,0.00025,64,0.99,0.95,[30.06]
1507,0.00025,64,0.99,0.95,[31.36]
1508,0.00025,64,0.99,0.95,[29.3]
1509,0.00025,64,0.99,0.95,[29.72]
1510,0.00025,64,0.99,0.95,[26.76]
1511,0.00025,64,0.99,0.95,[23.66]
1512,0.00025,64,0.99,0.95,[29.62]
1513,0.00025,64,0.99,0.95,[25.22]
1514,0.00025,64,0.99,0.95,[34.1]
1515,0.00025,64,0.99,0.95,[28.28]
1516,0.00025,64,0.99,0.95,[33.34]
1517,0.00025,64,0.99,0.95,[26.8]
1518,0.00025,64,0.99,0.95,[34.18]
1519,0.00025,64,0.99,0.95,[34.84]
1520,0.00025,64,0.99,0.95,[27.08]
1521,0.00025,64,0.99,0.95,[34.16]
1522,0.00025,64,0.99,0.95,[29.7]
1523,0.00025,64,0.99,0.95,[24.18]
1524,0.00025,64,0.99,0.95,[28.74]
1525,0.00025,64,0.99,0.95,[27.38]
1526,0.00025,64,0.99,0.95,[29.56]
1527,0.00025,64,0.99,0.95,[26.36]
1528,0.00025,64,0.99,0.95,[31.76]
1529,0.00025,64,0.99,0.95,[25.6]
1530,0.00025,64,0.99,0.95,[28.56]
1531,0.00025,64,0.99,0.95,[29.26]
1532,0.00025,64,0.99,0.95,[28.76]
1533,0.00025,64,0.99,0.95,[29.76]
1534,0.00025,64,0.99,0.95,[28.44]
1535,0.00025,64,0.99,0.95,[29.16]
1536,0.00025,64,0.99,0.95,[30.78]
1537,0.00025,64,0.99,0.95,[25.58]
1538,0.00025,64,0.99,0.95,[28.52]
1539,0.00025,64,0.99,0.95,[32.3]
1540,0.00025,64,0.99,0.95,[31.84]
1541,0.00025,64,0.99,0.95,[28.48]
1542,0.00025,64,0.99,0.95,[25.16]
1543,0.00025,64,0.99,0.95,[22.7]
1544,0.00025,64,0.99,0.95,[32.58]
1545,0.00025,64,0.99,0.95,[29.36]
1546,0.00025,64,0.99,0.95,[33.06]
1547,0.00025,64,0.99,0.95,[27.6]
1548,0.00025,64,0.99,0.95,[26.62]
1549,0.00025,64,0.99,0.95,[28.22]
1550,0.00025,64,0.99,0.95,[25.3]
1551,0.00025,64,0.99,0.95,[31.2]
1552,0.00025,64,0.99,0.95,[32.6]
1553,0.00025,64,0.99,0.95,[31.86]
1554,0.00025,64,0.99,0.95,[29.86]
1555,0.00025,64,0.99,0.95,[29.36]
1556,0.00025,64,0.99,0.95,[26.8]
1557,0.00025,64,0.99,0.95,[32.66]
1558,0.00025,64,0.99,0.95,[29.58]
1559,0.00025,64,0.99,0.95,[24.7]
1560,0.00025,64,0.99,0.95,[28.48]
1561,0.00025,64,0.99,0.95,[30.36]
1562,0.00025,64,0.99,0.95,[24.3]
1563,0.00025,64,0.99,0.95,[26.56]
1564,0.00025,64,0.99,0.95,[26.08]
1565,0.00025,64,0.99,0.95,[28.1]
1566,0.00025,64,0.99,0.95,[28.2]
1567,0.00025,64,0.99,0.95,[28.34]
1568,0.00025,64,0.99,0.95,[28.26]
1569,0.00025,64,0.99,0.95,[25.24]
1570,0.00025,64,0.99,0.95,[28.28]
1571,0.00025,64,0.99,0.95,[28.02]
1572,0.00025,64,0.99,0.95,[26.78]
1573,0.00025,64,0.99,0.95,[27.78]
1574,0.00025,64,0.99,0.95,[24.56]
1575,0.00025,64,0.99,0.95,[26.66]
1576,0.00025,64,0.99,0.95,[26.78]
1577,0.00025,64,0.99,0.95,[28.]
1578,0.00025,64,0.99,0.95,[24.88]
1579,0.00025,64,0.99,0.95,[31.82]
1580,0.00025,64,0.99,0.95,[30.1]
1581,0.00025,64,0.99,0.95,[25.9]
1582,0.00025,64,0.99,0.95,[28.54]
1583,0.00025,64,0.99,0.95,[31.22]
1584,0.00025,64,0.99,0.95,[28.44]
1585,0.00025,64,0.99,0.95,[28.96]
1586,0.00025,64,0.99,0.95,[30.6]
1587,0.00025,64,0.99,0.95,[26.78]
1588,0.00025,64,0.99,0.95,[24.62]
1589,0.00025,64,0.99,0.95,[30.4]
1590,0.00025,64,0.99,0.95,[26.96]
1591,0.00025,64,0.99,0.95,[30.24]
1592,0.00025,64,0.99,0.95,[24.92]
1593,0.00025,64,0.99,0.95,[28.9]
1594,0.00025,64,0.99,0.95,[30.56]
1595,0.00025,64,0.99,0.95,[26.54]
1596,0.00025,64,0.99,0.95,[31.36]
1597,0.00025,64,0.99,0.95,[31.48]
1598,0.00025,64,0.99,0.95,[36.48]
1599,0.00025,64,0.99,0.95,[25.44]
1600,0.00025,64,0.99,0.95,[27.3]
1601,0.00025,64,0.99,0.95,[28.16]
1602,0.00025,64,0.99,0.95,[25.84]
1603,0.00025,64,0.99,0.95,[26.28]
1604,0.00025,64,0.99,0.95,[32.94]
1605,0.00025,64,0.99,0.95,[29.2]
1606,0.00025,64,0.99,0.95,[25.58]
1607,0.00025,64,0.99,0.95,[27.6]
1608,0.00025,64,0.99,0.95,[23.68]
1609,0.00025,64,0.99,0.95,[29.72]
1610,0.00025,64,0.99,0.95,[28.34]
1611,0.00025,64,0.99,0.95,[23.42]
1612,0.00025,64,0.99,0.95,[33.76]
1613,0.00025,64,0.99,0.95,[28.3]
1614,0.00025,64,0.99,0.95,[32.52]
1615,0.00025,64,0.99,0.95,[28.56]
1616,0.00025,64,0.99,0.95,[31.56]
1617,0.00025,64,0.99,0.95,[27.6]
1618,0.00025,64,0.99,0.95,[31.94]
1619,0.00025,64,0.99,0.95,[24.88]
1620,0.00025,64,0.99,0.95,[25.24]
1621,0.00025,64,0.99,0.95,[23.94]
1622,0.00025,64,0.99,0.95,[31.66]
1623,0.00025,64,0.99,0.95,[24.78]
1624,0.00025,64,0.99,0.95,[29.16]
1625,0.00025,64,0.99,0.95,[26.]
1626,0.00025,64,0.99,0.95,[28.82]
1627,0.00025,64,0.99,0.95,[30.76]
1628,0.00025,64,0.99,0.95,[25.94]
1629,0.00025,64,0.99,0.95,[26.56]
1630,0.00025,64,0.99,0.95,[29.92]
1631,0.00025,64,0.99,0.95,[26.28]
1632,0.00025,64,0.99,0.95,[38.2]
1633,0.00025,64,0.99,0.95,[25.76]
1634,0.00025,64,0.99,0.95,[34.24]
1635,0.00025,64,0.99,0.95,[25.44]
1636,0.00025,64,0.99,0.95,[29.92]
1637,0.00025,64,0.99,0.95,[29.72]
1638,0.00025,64,0.99,0.95,[24.74]
1639,0.00025,64,0.99,0.95,[31.62]
1640,0.00025,64,0.99,0.95,[27.24]
1641,0.00025,64,0.99,0.95,[28.26]
1642,0.00025,64,0.99,0.95,[26.48]
1643,0.00025,64,0.99,0.95,[30.42]
1644,0.00025,64,0.99,0.95,[25.14]
1645,0.00025,64,0.99,0.95,[30.56]
1646,0.00025,64,0.99,0.95,[25.88]
1647,0.00025,64,0.99,0.95,[31.08]
1648,0.00025,64,0.99,0.95,[30.9]
1649,0.00025,64,0.99,0.95,[29.2]
1650,0.00025,64,0.99,0.95,[28.76]
1651,0.00025,64,0.99,0.95,[31.64]
1652,0.00025,64,0.99,0.95,[28.46]
1653,0.00025,64,0.99,0.95,[27.24]
1654,0.00025,64,0.99,0.95,[32.82]
1655,0.00025,64,0.99,0.95,[30.64]
1656,0.00025,64,0.99,0.95,[25.14]
1657,0.00025,64,0.99,0.95,[26.84]
1658,0.00025,64,0.99,0.95,[28.48]
1659,0.00025,64,0.99,0.95,[29.44]
1660,0.00025,64,0.99,0.95,[27.56]
1661,0.00025,64,0.99,0.95,[23.72]
1662,0.00025,64,0.99,0.95,[31.]
1663,0.00025,64,0.99,0.95,[30.16]
1664,0.00025,64,0.99,0.95,[26.5]
1665,0.00025,64,0.99,0.95,[32.6]
1666,0.00025,64,0.99,0.95,[27.72]
1667,0.00025,64,0.99,0.95,[30.92]
1668,0.00025,64,0.99,0.95,[24.4]
1669,0.00025,64,0.99,0.95,[30.24]
1670,0.00025,64,0.99,0.95,[28.04]
1671,0.00025,64,0.99,0.95,[29.2]
1672,0.00025,64,0.99,0.95,[28.12]
1673,0.00025,64,0.99,0.95,[29.96]
1674,0.00025,64,0.99,0.95,[26.08]
1675,0.00025,64,0.99,0.95,[32.8]
1676,0.00025,64,0.99,0.95,[30.2]
1677,0.00025,64,0.99,0.95,[28.52]
1678,0.00025,64,0.99,0.95,[28.32]
1679,0.00025,64,0.99,0.95,[28.58]
1680,0.00025,64,0.99,0.95,[26.02]
1681,0.00025,64,0.99,0.95,[32.48]
1682,0.00025,64,0.99,0.95,[32.92]
1683,0.00025,64,0.99,0.95,[28.76]
1684,0.00025,64,0.99,0.95,[27.66]
1685,0.00025,64,0.99,0.95,[32.4]
1686,0.00025,64,0.99,0.95,[31.64]
1687,0.00025,64,0.99,0.95,[22.52]
1688,0.00025,64,0.99,0.95,[26.26]
1689,0.00025,64,0.99,0.95,[27.7]
1690,0.00025,64,0.99,0.95,[32.54]
1691,0.00025,64,0.99,0.95,[31.56]
1692,0.00025,64,0.99,0.95,[26.38]
1693,0.00025,64,0.99,0.95,[25.]
1694,0.00025,64,0.99,0.95,[29.64]
1695,0.00025,64,0.99,0.95,[27.74]
1696,0.00025,64,0.99,0.95,[27.36]
1697,0.00025,64,0.99,0.95,[33.82]
1698,0.00025,64,0.99,0.95,[26.32]
1699,0.00025,64,0.99,0.95,[31.4]
1700,0.00025,64,0.99,0.95,[21.2]
1701,0.00025,64,0.99,0.95,[33.3]
1702,0.00025,64,0.99,0.95,[26.14]
1703,0.00025,64,0.99,0.95,[36.42]
1704,0.00025,64,0.99,0.95,[28.12]
1705,0.00025,64,0.99,0.95,[22.]
1706,0.00025,64,0.99,0.95,[31.96]
1707,0.00025,64,0.99,0.95,[26.72]
1708,0.00025,64,0.99,0.95,[28.06]
1709,0.00025,64,0.99,0.95,[32.9]
1710,0.00025,64,0.99,0.95,[27.28]
1711,0.00025,64,0.99,0.95,[31.64]
1712,0.00025,64,0.99,0.95,[30.18]
1713,0.00025,64,0.99,0.95,[29.08]
1714,0.00025,64,0.99,0.95,[25.3]
1715,0.00025,64,0.99,0.95,[29.86]
1716,0.00025,64,0.99,0.95,[31.28]
1717,0.00025,64,0.99,0.95,[28.96]
1718,0.00025,64,0.99,0.95,[30.9]
1719,0.00025,64,0.99,0.95,[27.58]
1720,0.00025,64,0.99,0.95,[23.22]
1721,0.00025,64,0.99,0.95,[26.44]
1722,0.00025,64,0.99,0.95,[27.86]
1723,0.00025,64,0.99,0.95,[27.56]
1724,0.00025,64,0.99,0.95,[32.5]
1725,0.00025,64,0.99,0.95,[24.9]
1726,0.00025,64,0.99,0.95,[32.48]
1727,0.00025,64,0.99,0.95,[29.52]
1728,0.00025,64,0.99,0.95,[23.92]
1729,0.00025,64,0.99,0.95,[28.74]
1730,0.00025,64,0.99,0.95,[26.02]
1731,0.00025,64,0.99,0.95,[36.12]
1732,0.00025,64,0.99,0.95,[33.28]
1733,0.00025,64,0.99,0.95,[29.9]
1734,0.00025,64,0.99,0.95,[28.28]
1735,0.00025,64,0.99,0.95,[27.8]
1736,0.00025,64,0.99,0.95,[31.18]
1737,0.00025,64,0.99,0.95,[31.4]
1738,0.00025,64,0.99,0.95,[34.44]
1739,0.00025,64,0.99,0.95,[27.72]
1740,0.00025,64,0.99,0.95,[24.94]
1741,0.00025,64,0.99,0.95,[26.7]
1742,0.00025,64,0.99,0.95,[27.36]
1743,0.00025,64,0.99,0.95,[32.98]
1744,0.00025,64,0.99,0.95,[29.12]
1745,0.00025,64,0.99,0.95,[30.08]
1746,0.00025,64,0.99,0.95,[24.78]
1747,0.00025,64,0.99,0.95,[28.48]
1748,0.00025,64,0.99,0.95,[25.14]
1749,0.00025,64,0.99,0.95,[33.06]
1750,0.00025,64,0.99,0.95,[28.68]
1751,0.00025,64,0.99,0.95,[32.2]
1752,0.00025,64,0.99,0.95,[25.6]
1753,0.00025,64,0.99,0.95,[25.08]
1754,0.00025,64,0.99,0.95,[25.92]
1755,0.00025,64,0.99,0.95,[30.58]
1756,0.00025,64,0.99,0.95,[29.36]
1757,0.00025,64,0.99,0.95,[32.82]
1758,0.00025,64,0.99,0.95,[30.38]
1759,0.00025,64,0.99,0.95,[30.64]
1760,0.00025,64,0.99,0.95,[33.46]
1761,0.00025,64,0.99,0.95,[25.04]
1762,0.00025,64,0.99,0.95,[27.12]
1763,0.00025,64,0.99,0.95,[26.24]
1764,0.00025,64,0.99,0.95,[25.9]
1765,0.00025,64,0.99,0.95,[27.1]
1766,0.00025,64,0.99,0.95,[28.04]
1767,0.00025,64,0.99,0.95,[28.72]
1768,0.00025,64,0.99,0.95,[31.92]
1769,0.00025,64,0.99,0.95,[29.96]
1770,0.00025,64,0.99,0.95,[32.26]
1771,0.00025,64,0.99,0.95,[26.44]
1772,0.00025,64,0.99,0.95,[31.92]
1773,0.00025,64,0.99,0.95,[30.5]
1774,0.00025,64,0.99,0.95,[28.8]
1775,0.00025,64,0.99,0.95,[32.06]
1776,0.00025,64,0.99,0.95,[27.16]
1777,0.00025,64,0.99,0.95,[27.94]
1778,0.00025,64,0.99,0.95,[31.98]
1779,0.00025,64,0.99,0.95,[27.72]
1780,0.00025,64,0.99,0.95,[26.02]
1781,0.00025,64,0.99,0.95,[25.34]
1782,0.00025,64,0.99,0.95,[29.64]
1783,0.00025,64,0.99,0.95,[28.6]
1784,0.00025,64,0.99,0.95,[26.44]
