Iteration,Learning Rate,Batch Size,Gamma,GAE Lambda,Clip Range,ent_coef,epsilon,Mean Score,Standard Deviation
1,0.006958755488975206,82,0.24624647067072986,0.95,0.05764889282639218,0.09988209280481751,0.06253929111669154,[82.67486],[25.378294]
