Learning Rate,N_steps,Batch Size,Gamma,gae_lambda,Clip Range,ent_coef,epsilon,Mean Score,training_time,standard deviation
0.001,512,64,0.99,0.95,0.1,0.01,1E-05,343.4,6.65327620506287,126.012856486947
0.001,512,64,0.99,0.95,0.1,0.01,1E-06,429.5,6.10073900222778,81.4140651239084
0.001,512,64,0.99,0.95,0.1,0.01,1E-07,500,6.41474604606628,0
0.001,512,64,0.99,0.95,0.1,0.001,1E-05,173.6,6.54478883743286,27.5688229708851
0.001,512,64,0.99,0.95,0.1,0.001,1E-06,495.9,6.26127195358276,12.3
0.001,512,64,0.99,0.95,0.1,0.001,1E-07,351.9,6.94426894187927,116.279361883354
0.001,512,64,0.99,0.95,0.2,0,1E-05,500,6.62437868118286,0
0.001,512,64,0.99,0.95,0.2,0,1E-06,417,6.22087025642395,67.82772294571
0.001,512,64,0.99,0.95,0.2,0,1E-07,424.1,6.286700963974,106.744976462595
0.001,512,64,0.99,0.95,0.2,0.1,1E-05,230,6.50828313827515,20.4450483002609
0.001,512,64,0.99,0.95,0.2,0.1,1E-06,139.1,6.38253974914551,9.32148056909416
0.001,512,64,0.99,0.95,0.2,0.1,1E-07,144.8,6.48783206939697,5.97996655509042
0.001,512,64,0.99,0.95,0.2,0.01,1E-05,428.5,6.67852973937988,79.579205826648
0.001,512,64,0.99,0.95,0.2,0.01,1E-06,464.7,6.60752439498901,54.6718391861843
0.001,512,64,0.99,0.95,0.2,0.01,1E-07,153.3,6.25203609466553,6.85638388656878
0.001,512,64,0.99,0.95,0.2,0.001,1E-05,438.4,6.28380250930786,50.2179250865664
0.001,512,64,0.99,0.95,0.2,0.001,1E-06,161.2,6.48560523986816,46.2618633433631
0.001,512,64,0.99,0.95,0.2,0.001,1E-07,244.9,6.47735667228699,34.1304849071911
0.001,512,64,0.99,0.95,0.3,0,1E-05,142.7,6.30161285400391,11.5935326799039
0.001,512,64,0.99,0.95,0.3,0,1E-06,500,6.45662665367126,0
0.001,512,64,0.99,0.95,0.3,0,1E-07,422,6.12303113937378,101.928406246738
0.001,512,64,0.99,0.95,0.3,0.1,1E-05,206.4,7.19843864440918,24.5405786402848
0.001,512,64,0.99,0.95,0.3,0.1,1E-06,332.5,6.44795489311218,78.1437777433367
0.001,512,64,0.99,0.95,0.3,0.1,1E-07,229.4,6.46742391586304,27.7568009684113
0.001,512,64,0.99,0.95,0.3,0.01,1E-05,132.1,6.54664301872253,13.2849538952907
0.001,512,64,0.99,0.95,0.3,0.01,1E-06,500,6.63314127922058,0
0.001,512,64,0.99,0.95,0.3,0.01,1E-07,500,6.07474327087402,0
0.001,512,64,0.99,0.95,0.3,0.001,1E-05,165.9,6.2823805809021,18.1958786542448
0.001,512,64,0.99,0.95,0.3,0.001,1E-06,429.9,6.18491220474243,113.945995980552
0.001,512,64,0.99,0.95,0.3,0.001,1E-07,368.3,6.69214963912964,87.9739165889527
0.001,512,64,0.99,0.95,0.4,0,1E-05,227.8,6.15165328979492,21.6138844264514
0.001,512,64,0.99,0.95,0.4,0,1E-06,137.5,6.31267356872559,6.62193325245732
0.001,512,64,0.99,0.95,0.4,0,1E-07,135.6,6.21158528327942,7.1442284397967
0.001,512,64,0.99,0.95,0.4,0.1,1E-05,500,6.57222366333008,0
0.001,512,64,0.99,0.95,0.4,0.1,1E-06,251.6,6.30068874359131,25.8503384890798
0.001,512,64,0.99,0.95,0.4,0.1,1E-07,176.6,6.64770412445068,12.5475097130865
0.001,512,64,0.99,0.95,0.4,0.01,1E-05,299.3,6.38831830024719,73.6071328065426
0.001,512,64,0.99,0.95,0.4,0.01,1E-06,423,6.91445779800415,106.080158370923
0.001,512,64,0.99,0.95,0.4,0.01,1E-07,424.4,6.33271980285645,91.0364762059692
0.001,512,64,0.99,0.95,0.4,0.001,1E-05,435.4,6.57654285430908,106.434205028271
0.001,512,64,0.99,0.95,0.4,0.001,1E-06,500,6.42507147789001,0
0.001,512,64,0.99,0.95,0.4,0.001,1E-07,351.2,6.68255114555359,31.8804015031179
0.001,512,64,0.99,0.95,0.5,0,1E-05,126.6,6.61365485191345,9.67677632272236
0.001,512,64,0.99,0.95,0.5,0,1E-06,500,6.40635848045349,0
0.001,512,64,0.99,0.95,0.5,0,1E-07,338.7,6.05293154716492,129.325210226004
0.001,512,64,0.99,0.95,0.5,0.1,1E-05,500,6.26727938652039,0
0.001,512,64,0.99,0.95,0.5,0.1,1E-06,445.4,6.09296631813049,85.5864475252946
0.001,512,64,0.99,0.95,0.5,0.1,1E-07,120.2,6.2092502117157,10.6
0.001,512,64,0.99,0.95,0.5,0.01,1E-05,158.7,6.47881460189819,9.9
0.001,512,64,0.99,0.95,0.5,0.01,1E-06,128.9,6.70348739624023,10.2902866821095
0.001,512,64,0.99,0.95,0.5,0.01,1E-07,484.1,6.475093126297,47.7
0.001,512,64,0.99,0.95,0.5,0.001,1E-05,500,6.35810732841492,0
0.001,512,64,0.99,0.95,0.5,0.001,1E-06,149.3,6.38935804367065,113.113261821946
0.001,512,64,0.99,0.95,0.5,0.001,1E-07,363.7,7.11595726013184,90.7634838467541
0.001,512,64,0.99,0.9,0.1,0,1E-05,165.8,6.17304658889771,13.6220409630863
0.001,512,64,0.99,0.9,0.1,0,1E-06,276.2,6.54988408088684,90.1607453385341
0.001,512,64,0.99,0.9,0.1,0,1E-07,347.6,6.49321413040161,102.02078219657
0.001,512,64,0.99,0.9,0.1,0.1,1E-05,167.5,6.21078395843506,21.2990610121667
0.001,512,64,0.99,0.9,0.1,0.1,1E-06,224.4,6.43898892402649,21.1669553786084
0.001,512,64,0.99,0.9,0.1,0.1,1E-07,349.6,6.4340181350708,126.112013702105
0.001,512,64,0.99,0.9,0.1,0.01,1E-05,401.9,6.25237393379211,111.82973665354
0.001,512,64,0.99,0.9,0.1,0.01,1E-06,149.5,6.07707262039185,11.9937483715476
0.001,512,64,0.99,0.9,0.1,0.01,1E-07,296.7,6.3941752910614,123.053687470145
0.001,512,64,0.99,0.9,0.1,0.001,1E-05,173.9,6.73879861831665,15.00299970006
0.001,512,64,0.99,0.9,0.1,0.001,1E-06,172.9,6.37665677070618,18.8066477608318
0.001,512,64,0.99,0.9,0.1,0.001,1E-07,207.1,6.5063796043396,14.7881709484304
0.001,512,64,0.99,0.9,0.2,0,1E-05,179.8,6.29336476325989,10.533755265811
0.001,512,64,0.99,0.9,0.2,0,1E-06,215.3,6.55758571624756,22.4323427220609
0.001,512,64,0.99,0.9,0.2,0,1E-07,129.6,6.427649974823,7.97746827007165
0.001,512,64,0.99,0.9,0.2,0.1,1E-05,159.7,6.82669615745544,12.458330546265
0.001,512,64,0.99,0.9,0.2,0.1,1E-06,178.7,6.60931873321533,9.11098238391448
0.001,512,64,0.99,0.9,0.2,0.1,1E-07,379.3,6.49999618530273,76.8570751460137
0.001,512,64,0.99,0.9,0.2,0.01,1E-05,126.8,6.46396017074585,9.28224110869783
0.001,512,64,0.99,0.9,0.2,0.01,1E-06,445.7,6.38749647140503,62.5508593066474
0.001,512,64,0.99,0.9,0.2,0.01,1E-07,482.2,6.38241314888001,53.4
0.001,512,64,0.99,0.9,0.2,0.001,1E-05,197.7,6.24863147735596,13.2517923316056
0.001,512,64,0.99,0.9,0.2,0.001,1E-06,431.8,6.5595018863678,91.7875808592862
0.001,512,64,0.99,0.9,0.2,0.001,1E-07,115,6.27830672264099,4.60434577328854
0.001,512,64,0.99,0.9,0.3,0,1E-05,500,6.25778365135193,0
0.001,512,64,0.99,0.9,0.3,0,1E-06,500,6.26035356521606,0
0.001,512,64,0.99,0.9,0.3,0,1E-07,500,6.49229502677918,0
0.001,512,64,0.99,0.9,0.3,0.1,1E-05,152.5,6.2841911315918,3.32415402771893
0.001,512,64,0.99,0.9,0.3,0.1,1E-06,131,6.46251726150513,5.23450093132096
0.001,512,64,0.99,0.9,0.3,0.1,1E-07,188.4,6.8348970413208,19.9308805625843
0.001,512,64,0.99,0.9,0.3,0.01,1E-05,495.6,6.39934515953064,13.2
0.001,512,64,0.99,0.9,0.3,0.01,1E-06,244.9,7.19864940643311,15.9025155242811
0.001,512,64,0.99,0.9,0.3,0.01,1E-07,119.4,6.44711303710938,6.23217458035315
0.001,512,64,0.99,0.9,0.3,0.001,1E-05,109.7,6.41282248497009,5.04083326445142
0.001,512,64,0.99,0.9,0.3,0.001,1E-06,161.6,6.59792065620422,6.32771680782255
0.001,512,64,0.99,0.9,0.3,0.001,1E-07,148,6.61271834373474,5.76194411635517
0.001,512,64,0.99,0.9,0.4,0,1E-05,214.8,6.33784747123718,132.914107603369
0.001,512,64,0.99,0.9,0.4,0,1E-06,178,6.38117361068726,4.47213595499958
0.001,512,64,0.99,0.9,0.4,0,1E-07,157.4,6.60343551635742,5.53534100123922
0.001,512,64,0.99,0.9,0.4,0.1,1E-05,227.9,6.82052397727966,43.7
0.001,512,64,0.99,0.9,0.4,0.1,1E-06,135.6,6.40695142745972,7.21387551874857
0.001,512,64,0.99,0.9,0.4,0.1,1E-07,201.7,6.52863073348999,13.5133267554662
0.001,512,64,0.99,0.9,0.4,0.01,1E-05,162.4,6.1735851764679,5.85149553533112
0.001,512,64,0.99,0.9,0.4,0.01,1E-06,200,6.43874263763428,13.2815661727072
0.001,512,64,0.99,0.9,0.4,0.01,1E-07,151,6.6372172832489,7.29383301152419
0.001,512,64,0.99,0.9,0.4,0.001,1E-05,255.6,6.27819228172302,160.688643033663
0.001,512,64,0.99,0.9,0.4,0.001,1E-06,126.1,6.50212574005127,8.41961994391671
0.001,512,64,0.99,0.9,0.4,0.001,1E-07,99.9,6.7039942741394,8.87073841345804
0.001,512,64,0.99,0.9,0.5,0,1E-05,119.9,7.41846060752869,9.52312973764403
0.001,512,64,0.99,0.9,0.5,0,1E-06,120.2,6.53106927871704,8.12157620169878
0.001,512,64,0.99,0.9,0.5,0,1E-07,136.1,6.39074087142944,15.5656673483664
0.001,512,64,0.99,0.9,0.5,0.1,1E-05,240.4,6.30021524429321,125.702983258155
0.001,512,64,0.99,0.9,0.5,0.1,1E-06,239.7,6.32879114151001,8.68389313614579
0.001,512,64,0.99,0.9,0.5,0.1,1E-07,152.3,6.28391814231873,8.36719785830358
0.001,512,64,0.99,0.9,0.5,0.01,1E-05,79.8,6.69027423858643,21.2734576409196
0.001,512,64,0.99,0.9,0.5,0.01,1E-06,108.9,6.59029674530029,4.45982062419555
0.001,512,64,0.99,0.9,0.5,0.01,1E-07,137.1,6.43921399116516,15.4495954639596
0.001,512,64,0.99,0.9,0.5,0.001,1E-05,96.6,6.4544985294342,19.2883384458071
0.001,512,64,0.99,0.9,0.5,0.001,1E-06,414.7,6.27949357032776,132.403965197421
0.001,512,64,0.99,0.9,0.5,0.001,1E-07,129.9,6.28897547721863,16.349006085998
0.001,512,64,0.99,0.85,0.1,0,1E-05,109.3,6.13416528701782,7.25327512231544
0.001,512,64,0.99,0.85,0.1,0,1E-06,106.4,6.36265683174133,6.68131723539603
0.001,512,64,0.99,0.85,0.1,0,1E-07,161,6.73906779289246,10.0697567001393
0.001,512,64,0.99,0.85,0.1,0.1,1E-05,136.7,6.60990214347839,6.54293512118224
0.001,512,64,0.99,0.85,0.1,0.1,1E-06,123.1,6.52695298194885,7.79037868142493
0.001,512,64,0.99,0.85,0.1,0.1,1E-07,415.4,7.14242482185364,76.1001971088117
0.001,512,64,0.99,0.85,0.1,0.01,1E-05,109.5,6.20730400085449,15.4870913989684
0.001,512,64,0.99,0.85,0.1,0.01,1E-06,126.5,6.38365030288696,9.5734006497169
0.001,512,64,0.99,0.85,0.1,0.01,1E-07,190.7,6.72426342964172,44.7751046899949
0.001,512,64,0.99,0.85,0.1,0.001,1E-05,170,6.45839691162109,16.5951800231272
0.001,512,64,0.99,0.85,0.1,0.001,1E-06,223.6,6.570467710495,58.839102644415
0.001,512,64,0.99,0.85,0.1,0.001,1E-07,162.3,6.50090599060059,19.5092285854669
0.001,512,64,0.99,0.85,0.2,0,1E-05,25.2,6.40991616249085,1.72046505340853
0.001,512,64,0.99,0.85,0.2,0,1E-06,151.9,6.45270943641663,12.762836675285
0.001,512,64,0.99,0.85,0.2,0,1E-07,139.6,6.63191652297974,10.121264743104
0.001,512,64,0.99,0.85,0.2,0.1,1E-05,133.3,6.38175773620606,5.67538544946509
0.001,512,64,0.99,0.85,0.2,0.1,1E-06,145.5,6.40728664398193,5.74891294072192
0.001,512,64,0.99,0.85,0.2,0.1,1E-07,42,6.3635778427124,7.34846922834953
0.001,512,64,0.99,0.85,0.2,0.01,1E-05,125.5,6.47881126403809,8.45281018360167
0.001,512,64,0.99,0.85,0.2,0.01,1E-06,167.3,6.49028706550598,25.1517395024678
0.001,512,64,0.99,0.85,0.2,0.01,1E-07,144.2,6.52947616577148,16.4060964278527
0.001,512,64,0.99,0.85,0.2,0.001,1E-05,30.7,6.85957074165344,5.65773806392625
0.001,512,64,0.99,0.85,0.2,0.001,1E-06,114.1,6.88439965248108,2.343074902772
0.001,512,64,0.99,0.85,0.2,0.001,1E-07,168.2,6.5555522441864,28.7395198289742
0.001,512,64,0.99,0.85,0.3,0,1E-05,127.7,6.48655819892883,4.1
0.001,512,64,0.99,0.85,0.3,0,1E-06,113.6,6.55026865005493,5.74804314527997
0.001,512,64,0.99,0.85,0.3,0,1E-07,104.6,6.45410227775574,4.47660585711988
0.001,512,64,0.99,0.85,0.3,0.1,1E-05,139.5,6.83000016212463,5.37121960079831
0.001,512,64,0.99,0.85,0.3,0.1,1E-06,129.5,6.40257716178894,6.66708332031331
0.001,512,64,0.99,0.85,0.3,0.1,1E-07,118.2,6.22206354141235,4.44522215417857
0.001,512,64,0.99,0.85,0.3,0.01,1E-05,109.9,6.32974553108215,4.7
0.001,512,64,0.99,0.85,0.3,0.01,1E-06,125.8,6.27246713638306,6.82348884369279
0.001,512,64,0.99,0.85,0.3,0.01,1E-07,92.5,6.59567141532898,3.82753184180093
0.001,512,64,0.99,0.85,0.3,0.001,1E-05,149.9,6.70887756347656,16.152089648092
0.001,512,64,0.99,0.85,0.3,0.001,1E-06,122.6,6.86955976486206,6.42183774320093
0.001,512,64,0.99,0.85,0.3,0.001,1E-07,109.1,6.24841356277466,6.64003012041361
0.001,512,64,0.99,0.85,0.4,0,1E-05,112,6.83844137191772,7.54983443527075
0.001,512,64,0.99,0.85,0.4,0,1E-06,111.5,6.65820121765137,4.8425200051213
0.001,512,64,0.99,0.85,0.4,0,1E-07,166.2,6.505122423172,9.37869927015468
0.001,512,64,0.99,0.85,0.4,0.1,1E-05,125.9,7.02281856536865,6.28410693734599
0.001,512,64,0.99,0.85,0.4,0.1,1E-06,121.5,6.56609153747559,7.18679344353238
0.001,512,64,0.99,0.85,0.4,0.1,1E-07,318.4,6.62740731239319,77.4341010149921
0.001,512,64,0.99,0.85,0.4,0.01,1E-05,265.9,6.37758326530457,45.6781129207414
0.001,512,64,0.99,0.85,0.4,0.01,1E-06,166.3,6.5299277305603,21.4711434255374
0.001,512,64,0.99,0.85,0.4,0.01,1E-07,163.9,6.48538136482239,11.317685275709
0.001,512,64,0.99,0.85,0.4,0.001,1E-05,103.9,6.42117166519165,5.08822169328342
0.001,512,64,0.99,0.85,0.4,0.001,1E-06,131.2,6.59217262268066,5.17300686255103
0.001,512,64,0.99,0.85,0.4,0.001,1E-07,132.1,6.73770093917847,5.06853035898967
0.001,512,64,0.99,0.85,0.5,0,1E-05,89.6,6.59312295913696,3.85227205685164
0.001,512,64,0.99,0.85,0.5,0,1E-06,220,6.63090038299561,20.9618701455762
0.001,512,64,0.99,0.85,0.5,0,1E-07,138.1,6.24063301086426,7.62167960491649
0.001,512,64,0.99,0.85,0.5,0.1,1E-05,105,6.38575482368469,3.3166247903554
0.001,512,64,0.99,0.85,0.5,0.1,1E-06,193,6.3658127784729,143.652358142844
0.001,512,64,0.99,0.85,0.5,0.1,1E-07,500,6.21157884597778,0
0.001,512,64,0.99,0.85,0.5,0.01,1E-05,88.6,6.31266570091248,21.689628858051
0.001,512,64,0.99,0.85,0.5,0.01,1E-06,307.5,6.852698802948,37.9716999882807
0.001,512,64,0.99,0.85,0.5,0.01,1E-07,130.2,6.53595948219299,6.8818602136341
0.001,512,64,0.99,0.85,0.5,0.001,1E-05,95.3,6.52210855484009,4.24381903478459
0.001,512,64,0.99,0.85,0.5,0.001,1E-06,95.1,6.50975179672241,3.98622628559895
0.001,512,64,0.99,0.85,0.5,0.001,1E-07,20.4,6.44298505783081,1.95959179422654
0.001,512,64,0.999,0.95,0.1,0,1E-05,184.2,6.41448402404785,61.6
0.001,512,64,0.999,0.95,0.1,0,1E-06,400.9,6.30760669708252,87.6304170936097
0.001,512,64,0.999,0.95,0.1,0,1E-07,327,6.34638595581055,102.652812918108
0.001,512,64,0.999,0.95,0.1,0.1,1E-05,399.1,6.48419094085693,82.4080699931748
0.001,512,64,0.999,0.95,0.1,0.1,1E-06,279.9,6.36697793006897,78.0569663771274
0.001,512,64,0.999,0.95,0.1,0.1,1E-07,500,6.51452326774597,0
0.001,512,64,0.999,0.95,0.1,0.01,1E-05,360.2,6.35917520523071,105.433201601772
0.001,512,64,0.999,0.95,0.1,0.01,1E-06,231.8,6.65766143798828,116.393986098939
0.001,512,64,0.999,0.95,0.1,0.01,1E-07,500,6.26310849189758,0
0.001,512,64,0.999,0.95,0.1,0.001,1E-05,241.7,6.36638832092285,67.4018545738914
0.001,512,64,0.999,0.95,0.1,0.001,1E-06,175.9,6.65574264526367,26.6174754625603
0.001,512,64,0.999,0.95,0.1,0.001,1E-07,400.6,6.43742203712463,90.5794678721398
0.001,512,64,0.999,0.95,0.2,0,1E-05,189.6,6.44350409507751,61.0855138310222
0.001,512,64,0.999,0.95,0.2,0,1E-06,307.1,6.44468283653259,73.030746949487
0.001,512,64,0.999,0.95,0.2,0,1E-07,348.4,6.44056844711304,90.2653865000311
0.001,512,64,0.999,0.95,0.2,0.1,1E-05,223.9,6.38690376281738,26.143641674411
0.001,512,64,0.999,0.95,0.2,0.1,1E-06,500,6.61267948150635,0
0.001,512,64,0.999,0.95,0.2,0.1,1E-07,500,6.19323658943176,0
0.001,512,64,0.999,0.95,0.2,0.01,1E-05,163.8,6.26572728157043,90.0553163339067
0.001,512,64,0.999,0.95,0.2,0.01,1E-06,500,6.34674596786499,0
0.001,512,64,0.999,0.95,0.2,0.01,1E-07,431.7,6.2877242565155,86.734133995792
0.001,512,64,0.999,0.95,0.2,0.001,1E-05,246.3,6.41857290267944,10.9913602433912
0.001,512,64,0.999,0.95,0.2,0.001,1E-06,442.7,6.45892024040222,89.0371270875246
0.001,512,64,0.999,0.95,0.2,0.001,1E-07,282,6.30958795547485,111.639598709419
0.001,512,64,0.999,0.95,0.3,0,1E-05,480.6,6.60742950439453,42.5398636575154
0.001,512,64,0.999,0.95,0.3,0,1E-06,500,6.09755063056946,0
0.001,512,64,0.999,0.95,0.3,0,1E-07,452.7,6.41262459754944,82.170615185722
0.001,512,64,0.999,0.95,0.3,0.1,1E-05,394.6,7.26623201370239,102.639368665245
0.001,512,64,0.999,0.95,0.3,0.1,1E-06,500,6.13802242279053,0
0.001,512,64,0.999,0.95,0.3,0.1,1E-07,446.8,6.27923965454102,54.8703927450861
0.001,512,64,0.999,0.95,0.3,0.01,1E-05,483.7,6.6888382434845,36.8674653319156
0.001,512,64,0.999,0.95,0.3,0.01,1E-06,143.2,6.35708498954773,6.38435587980495
0.001,512,64,0.999,0.95,0.3,0.01,1E-07,500,6.30475401878357,0
0.001,512,64,0.999,0.95,0.3,0.001,1E-05,468,6.2652440071106,40.2815094056814
0.001,512,64,0.999,0.95,0.3,0.001,1E-06,432.7,6.62753987312317,70.9098723733163
0.001,512,64,0.999,0.95,0.3,0.001,1E-07,500,6.31135869026184,0
0.001,512,64,0.999,0.95,0.4,0,1E-05,422.2,6.10995650291443,60.5058674840713
0.001,512,64,0.999,0.95,0.4,0,1E-06,235.4,6.18964290618897,13.7927517196533
0.001,512,64,0.999,0.95,0.4,0,1E-07,201.8,6.41166257858276,14.218298069741
0.001,512,64,0.999,0.95,0.4,0.1,1E-05,390.9,6.39268970489502,85.359768040922
0.001,512,64,0.999,0.95,0.4,0.1,1E-06,229.9,6.59462547302246,6.07371385562409
0.001,512,64,0.999,0.95,0.4,0.1,1E-07,390,6.2749981880188,133.898468997969
0.001,512,64,0.999,0.95,0.4,0.01,1E-05,500,6.68834757804871,0
0.001,512,64,0.999,0.95,0.4,0.01,1E-06,498.3,6.48783898353577,5.1
0.001,512,64,0.999,0.95,0.4,0.01,1E-07,111.3,6.47330808639526,18.2868805431654
0.001,512,64,0.999,0.95,0.4,0.001,1E-05,286,6.49434781074524,107.804452598211
0.001,512,64,0.999,0.95,0.4,0.001,1E-06,461.3,6.51692962646484,59.6825770221092
0.001,512,64,0.999,0.95,0.4,0.001,1E-07,143.6,6.21196413040161,25.9005791441041
0.001,512,64,0.999,0.95,0.5,0,1E-05,492.3,6.49947857856751,18.1551645544732
0.001,512,64,0.999,0.95,0.5,0,1E-06,117.4,6.20700669288635,8.85663593019381
0.001,512,64,0.999,0.95,0.5,0,1E-07,160.7,6.4556872844696,7.05761999543756
0.001,512,64,0.999,0.95,0.5,0.1,1E-05,424.5,6.48292779922485,64.9295772356482
0.001,512,64,0.999,0.95,0.5,0.1,1E-06,483.1,6.17314291000366,50.7
0.001,512,64,0.999,0.95,0.5,0.1,1E-07,500,6.37301421165466,0
0.001,512,64,0.999,0.95,0.5,0.01,1E-05,198,6.37083339691162,11.4192819388962
0.001,512,64,0.999,0.95,0.5,0.01,1E-06,500,6.65106654167175,0
0.001,512,64,0.999,0.95,0.5,0.01,1E-07,198.7,6.36438798904419,16.5290653093271
0.001,512,64,0.999,0.95,0.5,0.001,1E-05,439.2,6.20970845222473,83.3568233559797
0.001,512,64,0.999,0.95,0.5,0.001,1E-06,265.9,7.16819453239441,65.1436105846153
0.001,512,64,0.999,0.95,0.5,0.001,1E-07,128,6.33236145973206,10.0895986045036
0.001,512,64,0.999,0.9,0.1,0,1E-05,211.3,6.51490950584412,100.555507059534
0.001,512,64,0.999,0.9,0.1,0,1E-06,445.8,6.45967960357666,87.3725357306288
0.001,512,64,0.999,0.9,0.1,0,1E-07,223.3,6.39508843421936,34.5312901583477
0.001,512,64,0.999,0.9,0.1,0.1,1E-05,158.1,6.07588338851929,20.8060087474749
0.001,512,64,0.999,0.9,0.1,0.1,1E-06,258.2,6.53690552711487,88.6169284053561
0.001,512,64,0.999,0.9,0.1,0.1,1E-07,500,6.34702491760254,0
0.001,512,64,0.999,0.9,0.1,0.01,1E-05,179,6.08557868003845,14.9398795175865
0.001,512,64,0.999,0.9,0.1,0.01,1E-06,167.5,6.42938208580017,14.2565774293833
0.001,512,64,0.999,0.9,0.1,0.01,1E-07,171.5,6.65415167808533,11.2004464196745
0.001,512,64,0.999,0.9,0.1,0.001,1E-05,204.8,6.23947811126709,30.9767654864093
0.001,512,64,0.999,0.9,0.1,0.001,1E-06,180.2,6.15349197387695,15.9172862008572
0.001,512,64,0.999,0.9,0.1,0.001,1E-07,202,6.54852318763733,117.356721153925
0.001,512,64,0.999,0.9,0.2,0,1E-05,500,6.8972864151001,0
0.001,512,64,0.999,0.9,0.2,0,1E-06,146.6,6.35638737678528,7.29657453878188
0.001,512,64,0.999,0.9,0.2,0,1E-07,348.5,7.4843475818634,152.623228900453
0.001,512,64,0.999,0.9,0.2,0.1,1E-05,393.8,6.56747007369995,104.697468928337
0.001,512,64,0.999,0.9,0.2,0.1,1E-06,140,6.4661853313446,8.23407554009556
0.001,512,64,0.999,0.9,0.2,0.1,1E-07,249,6.4614405632019,11.0453610171873
0.001,512,64,0.999,0.9,0.2,0.01,1E-05,118.7,6.57918620109558,16.3465592709903
0.001,512,64,0.999,0.9,0.2,0.01,1E-06,149.5,6.44634437561035,8.00312438988674
0.001,512,64,0.999,0.9,0.2,0.01,1E-07,500,6.22236967086792,0
0.001,512,64,0.999,0.9,0.2,0.001,1E-05,183.2,6.69718050956726,59.1976350878986
0.001,512,64,0.999,0.9,0.2,0.001,1E-06,446.1,6.42306566238403,82.6262064964863
0.001,512,64,0.999,0.9,0.2,0.001,1E-07,81.6,6.34375309944153,5.46260011349907
0.001,512,64,0.999,0.9,0.3,0,1E-05,206.2,6.53598833084106,82.6967955848351
0.001,512,64,0.999,0.9,0.3,0,1E-06,259.1,6.6400465965271,83.7740413254607
0.001,512,64,0.999,0.9,0.3,0,1E-07,390.3,6.53433156013489,89.3924493455683
0.001,512,64,0.999,0.9,0.3,0.1,1E-05,184.6,6.2715311050415,16.1443488564885
0.001,512,64,0.999,0.9,0.3,0.1,1E-06,152.2,6.35758090019226,10.1764433865668
0.001,512,64,0.999,0.9,0.3,0.1,1E-07,409.9,6.39746785163879,109.0627800856
0.001,512,64,0.999,0.9,0.3,0.01,1E-05,491.3,6.86131596565247,26.1
0.001,512,64,0.999,0.9,0.3,0.01,1E-06,160.4,6.21846723556519,10.3556747727997
0.001,512,64,0.999,0.9,0.3,0.01,1E-07,155.1,6.46744203567505,9.3962758580195
0.001,512,64,0.999,0.9,0.3,0.001,1E-05,373.7,6.57384490966797,137.826013509787
0.001,512,64,0.999,0.9,0.3,0.001,1E-06,290.5,6.09680867195129,35.1802501412369
0.001,512,64,0.999,0.9,0.3,0.001,1E-07,336.4,6.40478467941284,70.2896862989159
0.001,512,64,0.999,0.9,0.4,0,1E-05,130.4,6.46881365776062,9.75909831900468
0.001,512,64,0.999,0.9,0.4,0,1E-06,273.7,6.69353199005127,77.9821133337639
0.001,512,64,0.999,0.9,0.4,0,1E-07,362.5,6.2947199344635,83.6352198538391
0.001,512,64,0.999,0.9,0.4,0.1,1E-05,196.9,6.27467966079712,10.9311481556148
0.001,512,64,0.999,0.9,0.4,0.1,1E-06,182.6,6.3428897857666,9.23255111006703
0.001,512,64,0.999,0.9,0.4,0.1,1E-07,254.8,6.59014892578125,83.1466174898294
0.001,512,64,0.999,0.9,0.4,0.01,1E-05,186.5,6.30863404273987,6.5612498809297
0.001,512,64,0.999,0.9,0.4,0.01,1E-06,360.5,6.50108456611633,77.8784309035563
0.001,512,64,0.999,0.9,0.4,0.01,1E-07,117.6,6.24362087249756,4.88262224629348
0.001,512,64,0.999,0.9,0.4,0.001,1E-05,320.8,6.56909871101379,83.7040022937972
0.001,512,64,0.999,0.9,0.4,0.001,1E-06,200.5,7.08054327964783,149.564200261961
0.001,512,64,0.999,0.9,0.4,0.001,1E-07,492.6,6.57906627655029,22.2
0.001,512,64,0.999,0.9,0.5,0,1E-05,286.4,6.28740429878235,37.7576482318483
0.001,512,64,0.999,0.9,0.5,0,1E-06,209.5,6.25743293762207,12.2086035237451
0.001,512,64,0.999,0.9,0.5,0,1E-07,250.2,6.35345721244812,10.0179838290946
0.001,512,64,0.999,0.9,0.5,0.1,1E-05,382.7,6.55078363418579,91.5587789346276
0.001,512,64,0.999,0.9,0.5,0.1,1E-06,225.4,6.56946516036987,30.6665942028129
0.001,512,64,0.999,0.9,0.5,0.1,1E-07,123.6,6.80564332008362,5.74804314527997
0.001,512,64,0.999,0.9,0.5,0.01,1E-05,388.3,6.4417462348938,108.549573928229
0.001,512,64,0.999,0.9,0.5,0.01,1E-06,129,6.26014637947083,9.44457516249408
0.001,512,64,0.999,0.9,0.5,0.01,1E-07,124.2,6.38728356361389,11.2409963971171
0.001,512,64,0.999,0.9,0.5,0.001,1E-05,122.3,6.66096305847168,6.45058136914806
0.001,512,64,0.999,0.9,0.5,0.001,1E-06,130.2,6.42120933532715,7.31846978541279
0.001,512,64,0.999,0.9,0.5,0.001,1E-07,120.7,6.52049517631531,8.03803458564343
0.001,512,64,0.999,0.85,0.1,0,1E-05,98.2,6.5050950050354,5.4735728733616
