Learning Rate,N_steps,Batch Size,Gamma,gae_lambda,Clip Range,ent_coef,epsilon,Mean Score,training_time,standard deviation
0.1,512,64,0.9,0.85,0.5,0.001,1E-07,9.5,6.49527072906494,0.670820393249937
0.1,512,64,0.95,0.95,0.1,0,1E-05,9.8,6.32301831245422,0.6
0.1,512,64,0.95,0.95,0.1,0,1E-06,9.5,6.29808521270752,0.5
0.1,512,64,0.95,0.95,0.1,0,1E-07,9.2,6.62650537490845,0.4
0.1,512,64,0.95,0.95,0.1,0.1,1E-05,9.5,6.80673623085022,0.806225774829855
0.1,512,64,0.95,0.95,0.1,0.1,1E-06,9.6,6.27953863143921,0.489897948556636
0.1,512,64,0.95,0.95,0.1,0.1,1E-07,9.3,6.31445717811585,0.640312423743285
0.1,512,64,0.95,0.95,0.1,0.01,1E-05,45.7,6.36956810951233,10.0801785698469
0.1,512,64,0.95,0.95,0.1,0.01,1E-06,9,6.56627607345581,0.774596669241483
0.1,512,64,0.95,0.95,0.1,0.01,1E-07,9.4,6.56412744522095,0.489897948556636
0.1,512,64,0.95,0.95,0.1,0.001,1E-05,108.1,6.34929347038269,5.22398315464359
0.1,512,64,0.95,0.95,0.1,0.001,1E-06,9.6,6.21102666854858,0.489897948556636
0.1,512,64,0.95,0.95,0.1,0.001,1E-07,9.4,6.30009388923645,1.113552872566
0.1,512,64,0.95,0.95,0.2,0,1E-05,500,6.40995121002197,0
0.1,512,64,0.95,0.95,0.2,0,1E-06,9.1,6.06074619293213,0.7
0.1,512,64,0.95,0.95,0.2,0,1E-07,9.3,6.58222579956055,0.781024967590666
0.1,512,64,0.95,0.95,0.2,0.1,1E-05,9.7,6.59780526161194,0.640312423743285
0.1,512,64,0.95,0.95,0.2,0.1,1E-06,52,6.21181178092957,11.5412304370028
0.1,512,64,0.95,0.95,0.2,0.1,1E-07,9.1,6.18759775161743,0.7
0.1,512,64,0.95,0.95,0.2,0.01,1E-05,9.4,6.31140112876892,0.66332495807108
0.1,512,64,0.95,0.95,0.2,0.01,1E-06,9.4,6.23047685623169,0.8
0.1,512,64,0.95,0.95,0.2,0.01,1E-07,21,6.37916779518127,3.74165738677394
0.1,512,64,0.95,0.95,0.2,0.001,1E-05,9.2,6.40043210983276,0.748331477354788
0.1,512,64,0.95,0.95,0.2,0.001,1E-06,8.9,6.24415588378906,0.830662386291808
0.1,512,64,0.95,0.95,0.2,0.001,1E-07,44.1,6.38782119750977,20.6758313013044
0.1,512,64,0.95,0.95,0.3,0,1E-05,9.3,6.47052764892578,0.640312423743285
0.1,512,64,0.95,0.95,0.3,0,1E-06,46.8,6.45291209220886,15.7784663386528
0.1,512,64,0.95,0.95,0.3,0,1E-07,9.4,6.791100025177,0.8
0.1,512,64,0.95,0.95,0.3,0.1,1E-05,9.5,6.386385679245,0.806225774829855
0.1,512,64,0.95,0.95,0.3,0.1,1E-06,9.9,6.36729574203491,0.3
0.1,512,64,0.95,0.95,0.3,0.1,1E-07,9.3,6.41433024406433,0.781024967590666
0.1,512,64,0.95,0.95,0.3,0.01,1E-05,58.8,6.1395001411438,14.0698258695692
0.1,512,64,0.95,0.95,0.3,0.01,1E-06,22.7,6.65116453170776,3.16385840391127
0.1,512,64,0.95,0.95,0.3,0.01,1E-07,127.5,6.38315582275391,57.228052561659
0.1,512,64,0.95,0.95,0.3,0.001,1E-05,129.6,6.20239591598511,3.87814388593306
0.1,512,64,0.95,0.95,0.3,0.001,1E-06,9.5,6.54758358001709,0.670820393249937
0.1,512,64,0.95,0.95,0.3,0.001,1E-07,9.4,6.40642213821411,0.66332495807108
0.1,512,64,0.95,0.95,0.4,0,1E-05,9.2,6.31866121292114,0.871779788708135
0.1,512,64,0.95,0.95,0.4,0,1E-06,43.3,6.81846070289612,6.38827050147378
0.1,512,64,0.95,0.95,0.4,0,1E-07,9.7,6.06452798843384,0.640312423743285
0.1,512,64,0.95,0.95,0.4,0.1,1E-05,161.4,6.81435132026672,108.992843801784
0.1,512,64,0.95,0.95,0.4,0.1,1E-06,9.4,6.10199904441834,0.66332495807108
0.1,512,64,0.95,0.95,0.4,0.1,1E-07,9.4,6.2368323802948,0.8
0.1,512,64,0.95,0.95,0.4,0.01,1E-05,9.4,6.53747582435608,1.01980390271856
0.1,512,64,0.95,0.95,0.4,0.01,1E-06,9.4,6.48400497436523,0.8
0.1,512,64,0.95,0.95,0.4,0.01,1E-07,38.8,6.37119436264038,9.57914401186244
0.1,512,64,0.95,0.95,0.4,0.001,1E-05,9.2,6.98125576972961,0.748331477354788
0.1,512,64,0.95,0.95,0.4,0.001,1E-06,9.4,6.36153554916382,0.916515138991168
0.1,512,64,0.95,0.95,0.4,0.001,1E-07,9.5,6.15794110298157,0.670820393249937
0.1,512,64,0.95,0.95,0.5,0,1E-05,9.3,6.3271279335022,0.640312423743285
0.1,512,64,0.95,0.95,0.5,0,1E-06,50.4,6.61161327362061,21.6157350094786
0.1,512,64,0.95,0.95,0.5,0,1E-07,9.8,6.6952440738678,0.6
0.1,512,64,0.95,0.95,0.5,0.1,1E-05,8.8,6.06663084030151,0.748331477354788
0.1,512,64,0.95,0.95,0.5,0.1,1E-06,9.2,6.24178743362427,1.0770329614269
0.1,512,64,0.95,0.95,0.5,0.1,1E-07,9.3,6.49450588226318,0.781024967590665
0.1,512,64,0.95,0.95,0.5,0.01,1E-05,52.7,6.28033447265625,9.5608577021102
0.1,512,64,0.95,0.95,0.5,0.01,1E-06,9.5,6.63049244880676,0.670820393249937
0.1,512,64,0.95,0.95,0.5,0.01,1E-07,9.6,6.16632723808289,0.489897948556636
0.1,512,64,0.95,0.95,0.5,0.001,1E-05,9.6,6.53063488006592,0.489897948556636
0.1,512,64,0.95,0.95,0.5,0.001,1E-06,9,6.3708119392395,0.632455532033676
0.1,512,64,0.95,0.95,0.5,0.001,1E-07,9.6,6.30657911300659,0.8
0.1,512,64,0.95,0.9,0.1,0,1E-05,390.6,6.28772211074829,125.865960449996
0.1,512,64,0.95,0.9,0.1,0,1E-06,9.3,6.42313504219055,0.781024967590666
0.1,512,64,0.95,0.9,0.1,0,1E-07,9.2,6.12812495231628,0.6
0.1,512,64,0.95,0.9,0.1,0.1,1E-05,9.5,6.73448204994202,0.670820393249937
0.1,512,64,0.95,0.9,0.1,0.1,1E-06,59,6.51421523094177,20.3519040878243
0.1,512,64,0.95,0.9,0.1,0.1,1E-07,9.3,6.46132731437683,0.640312423743285
0.1,512,64,0.95,0.9,0.1,0.01,1E-05,9.4,6.37674689292908,0.66332495807108
0.1,512,64,0.95,0.9,0.1,0.01,1E-06,9.1,6.40503764152527,0.830662386291808
0.1,512,64,0.95,0.9,0.1,0.01,1E-07,480.9,6.50171971321106,38.9061691766229
0.1,512,64,0.95,0.9,0.1,0.001,1E-05,9.5,5.85535955429077,0.5
0.1,512,64,0.95,0.9,0.1,0.001,1E-06,52.2,6.16351985931397,22.6750964716801
0.1,512,64,0.95,0.9,0.1,0.001,1E-07,9.9,6.20470643043518,0.94339811320566
0.1,512,64,0.95,0.9,0.2,0,1E-05,106.7,6.0508029460907,85.1728243044693
0.1,512,64,0.95,0.9,0.2,0,1E-06,84.2,6.38095211982727,52.1206293131616
0.1,512,64,0.95,0.9,0.2,0,1E-07,9.3,6.71282768249512,0.781024967590666
0.1,512,64,0.95,0.9,0.2,0.1,1E-05,9.3,6.34949064254761,0.9
0.1,512,64,0.95,0.9,0.2,0.1,1E-06,9.2,6.2652428150177,0.6
0.1,512,64,0.95,0.9,0.2,0.1,1E-07,14.9,6.63078117370606,2.7367864366808
0.1,512,64,0.95,0.9,0.2,0.01,1E-05,9.6,6.64628720283508,0.8
0.1,512,64,0.95,0.9,0.2,0.01,1E-06,9.5,6.73616003990173,0.806225774829855
0.1,512,64,0.95,0.9,0.2,0.01,1E-07,8.9,6.38148975372314,0.53851648071345
0.1,512,64,0.95,0.9,0.2,0.001,1E-05,9.2,6.94854044914246,0.748331477354788
0.1,512,64,0.95,0.9,0.2,0.001,1E-06,9.4,6.33690333366394,0.8
0.1,512,64,0.95,0.9,0.2,0.001,1E-07,14.9,6.2986843585968,2.58650343127551
0.1,512,64,0.95,0.9,0.3,0,1E-05,9.3,6.70813632011414,0.781024967590666
0.1,512,64,0.95,0.9,0.3,0,1E-06,9.8,6.52982926368713,0.6
0.1,512,64,0.95,0.9,0.3,0,1E-07,9.4,6.38314723968506,1.01980390271856
0.1,512,64,0.95,0.9,0.3,0.1,1E-05,9,6.54254102706909,0.774596669241483
0.1,512,64,0.95,0.9,0.3,0.1,1E-06,9,6.36714506149292,0.632455532033676
0.1,512,64,0.95,0.9,0.3,0.1,1E-07,9.7,7.30714583396912,0.640312423743285
0.1,512,64,0.95,0.9,0.3,0.01,1E-05,9.1,6.27896952629089,0.94339811320566
0.1,512,64,0.95,0.9,0.3,0.01,1E-06,8.9,6.53730344772339,0.830662386291808
0.1,512,64,0.95,0.9,0.3,0.01,1E-07,9.6,6.17517828941345,0.489897948556636
0.1,512,64,0.95,0.9,0.3,0.001,1E-05,9.2,6.44854855537415,0.979795897113271
0.1,512,64,0.95,0.9,0.3,0.001,1E-06,9.2,6.73145079612732,0.748331477354788
0.1,512,64,0.95,0.9,0.3,0.001,1E-07,9.2,6.59431147575378,0.6
0.1,512,64,0.95,0.9,0.4,0,1E-05,9.5,6.40673208236694,0.806225774829855
0.1,512,64,0.95,0.9,0.4,0,1E-06,9.6,6.3857855796814,0.66332495807108
0.1,512,64,0.95,0.9,0.4,0,1E-07,9.3,6.34190011024475,0.640312423743285
0.1,512,64,0.95,0.9,0.4,0.1,1E-05,9.5,6.73848605155945,0.670820393249937
0.1,512,64,0.95,0.9,0.4,0.1,1E-06,9.1,6.52397608757019,0.7
0.1,512,64,0.95,0.9,0.4,0.1,1E-07,9.3,6.24112582206726,0.781024967590666
0.1,512,64,0.95,0.9,0.4,0.01,1E-05,9.1,6.1736741065979,0.830662386291808
0.1,512,64,0.95,0.9,0.4,0.01,1E-06,9.3,6.3330454826355,0.781024967590666
0.1,512,64,0.95,0.9,0.4,0.01,1E-07,9.4,6.29322290420532,0.8
0.1,512,64,0.95,0.9,0.4,0.001,1E-05,9.4,6.78667068481445,0.66332495807108
0.1,512,64,0.95,0.9,0.4,0.001,1E-06,9.2,6.36270689964294,0.748331477354788
0.1,512,64,0.95,0.9,0.4,0.001,1E-07,9.1,6.60896492004395,0.7
0.1,512,64,0.95,0.9,0.5,0,1E-05,9.2,6.28748393058777,0.6
0.1,512,64,0.95,0.9,0.5,0,1E-06,9,6.84242844581604,0.774596669241483
0.1,512,64,0.95,0.9,0.5,0,1E-07,9.3,6.71590542793274,0.458257569495584
0.1,512,64,0.95,0.9,0.5,0.1,1E-05,9.4,6.33942008018494,0.8
0.1,512,64,0.95,0.9,0.5,0.1,1E-06,9.3,6.70096683502197,0.781024967590666
0.1,512,64,0.95,0.9,0.5,0.1,1E-07,9.2,6.67219567298889,0.871779788708135
0.1,512,64,0.95,0.9,0.5,0.01,1E-05,9.7,6.50325894355774,0.640312423743285
0.1,512,64,0.95,0.9,0.5,0.01,1E-06,9.1,6.51227259635925,0.7
0.1,512,64,0.95,0.9,0.5,0.01,1E-07,9.3,6.47602558135986,0.640312423743285
0.1,512,64,0.95,0.9,0.5,0.001,1E-05,9.1,6.75279331207275,0.7
0.1,512,64,0.95,0.9,0.5,0.001,1E-06,9.5,6.5819149017334,0.806225774829855
0.1,512,64,0.95,0.9,0.5,0.001,1E-07,9.4,6.37997436523438,0.66332495807108
0.1,512,64,0.95,0.85,0.1,0,1E-05,10.2,6.88766646385193,1.16619037896906
0.1,512,64,0.95,0.85,0.1,0,1E-06,9.2,6.57590627670288,0.871779788708135
0.1,512,64,0.95,0.85,0.1,0,1E-07,54.9,6.60135054588318,20.4765719787273
0.1,512,64,0.95,0.85,0.1,0.1,1E-05,9.3,6.84276437759399,0.781024967590665
0.1,512,64,0.95,0.85,0.1,0.1,1E-06,9.2,6.32794952392578,0.748331477354788
0.1,512,64,0.95,0.85,0.1,0.1,1E-07,9.4,6.1727180480957,1.01980390271856
0.1,512,64,0.95,0.85,0.1,0.01,1E-05,9.4,6.32053995132446,0.8
0.1,512,64,0.95,0.85,0.1,0.01,1E-06,210.6,6.43276190757751,102.248911974651
0.1,512,64,0.95,0.85,0.1,0.01,1E-07,9.6,6.56157660484314,0.489897948556636
0.1,512,64,0.95,0.85,0.1,0.001,1E-05,9.2,7.02868223190308,0.748331477354788
0.1,512,64,0.95,0.85,0.1,0.001,1E-06,42.3,6.24233365058899,14.3251527042472
0.1,512,64,0.95,0.85,0.1,0.001,1E-07,9.6,6.54809403419495,0.66332495807108
0.1,512,64,0.95,0.85,0.2,0,1E-05,94.5,6.15844583511353,14.9415527974839
0.1,512,64,0.95,0.85,0.2,0,1E-06,8.8,6.14114785194397,0.748331477354788
0.1,512,64,0.95,0.85,0.2,0,1E-07,9.6,6.18292164802551,0.489897948556636
0.1,512,64,0.95,0.85,0.2,0.1,1E-05,9.2,6.41568899154663,0.6
0.1,512,64,0.95,0.85,0.2,0.1,1E-06,9.4,6.64623427391052,0.489897948556636
0.1,512,64,0.95,0.85,0.2,0.1,1E-07,10.6,6.3610360622406,1.2
0.1,512,64,0.95,0.85,0.2,0.01,1E-05,33.9,6.56375646591187,5.06853035898968
0.1,512,64,0.95,0.85,0.2,0.01,1E-06,9.4,6.34519529342651,0.916515138991168
0.1,512,64,0.95,0.85,0.2,0.01,1E-07,9.5,6.30557370185852,0.670820393249937
0.1,512,64,0.95,0.85,0.2,0.001,1E-05,9.3,6.60378575325012,0.640312423743285
0.1,512,64,0.95,0.85,0.2,0.001,1E-06,9.6,6.15140914916992,0.66332495807108
0.1,512,64,0.95,0.85,0.2,0.001,1E-07,9,6.3961968421936,0.632455532033676
0.1,512,64,0.95,0.85,0.3,0,1E-05,9.6,6.80278038978577,0.66332495807108
0.1,512,64,0.95,0.85,0.3,0,1E-06,9.4,6.36581420898438,0.916515138991168
0.1,512,64,0.95,0.85,0.3,0,1E-07,9.6,6.35725426673889,0.66332495807108
0.1,512,64,0.95,0.85,0.3,0.1,1E-05,9.5,6.07174968719482,1.1180339887499
0.1,512,64,0.95,0.85,0.3,0.1,1E-06,9.4,6.46073484420776,0.66332495807108
0.1,512,64,0.95,0.85,0.3,0.1,1E-07,9.4,6.46920537948608,0.489897948556636
0.1,512,64,0.95,0.85,0.3,0.01,1E-05,9.3,6.43929076194763,0.458257569495584
0.1,512,64,0.95,0.85,0.3,0.01,1E-06,9.5,6.53552174568176,0.670820393249937
0.1,512,64,0.95,0.85,0.3,0.01,1E-07,9.7,6.76788759231567,0.458257569495584
0.1,512,64,0.95,0.85,0.3,0.001,1E-05,9.6,6.33896160125732,1.01980390271856
0.1,512,64,0.95,0.85,0.3,0.001,1E-06,9.3,6.78406810760498,0.9
0.1,512,64,0.95,0.85,0.3,0.001,1E-07,9.4,6.56419777870178,0.489897948556636
0.1,512,64,0.95,0.85,0.4,0,1E-05,9.5,6.5592360496521,0.670820393249937
0.1,512,64,0.95,0.85,0.4,0,1E-06,9.7,6.41498899459839,0.781024967590666
0.1,512,64,0.95,0.85,0.4,0,1E-07,9.5,6.35154914855957,0.5
0.1,512,64,0.95,0.85,0.4,0.1,1E-05,48,6.39208388328552,24.4581274835176
0.1,512,64,0.95,0.85,0.4,0.1,1E-06,9,6.27027535438538,0.894427190999916
0.1,512,64,0.95,0.85,0.4,0.1,1E-07,9.5,6.31760191917419,0.670820393249937
0.1,512,64,0.95,0.85,0.4,0.01,1E-05,9.5,6.545334815979,0.670820393249937
0.1,512,64,0.95,0.85,0.4,0.01,1E-06,9.3,6.53869223594666,0.458257569495584
0.1,512,64,0.95,0.85,0.4,0.01,1E-07,9.8,7.03524947166443,0.6
0.1,512,64,0.95,0.85,0.4,0.001,1E-05,17,6.68070363998413,3.60555127546399
0.1,512,64,0.95,0.85,0.4,0.001,1E-06,9.3,6.50901985168457,0.781024967590666
0.1,512,64,0.95,0.85,0.4,0.001,1E-07,9.6,6.53682851791382,0.489897948556636
0.1,512,64,0.95,0.85,0.5,0,1E-05,9.3,6.78679847717285,0.458257569495584
0.1,512,64,0.95,0.85,0.5,0,1E-06,9,6.34745693206787,1
0.1,512,64,0.95,0.85,0.5,0,1E-07,9.3,6.37985277175903,0.458257569495584
0.1,512,64,0.95,0.85,0.5,0.1,1E-05,9.5,6.3460967540741,0.806225774829855
0.1,512,64,0.95,0.85,0.5,0.1,1E-06,9,6.44529366493225,0.774596669241483
0.1,512,64,0.95,0.85,0.5,0.1,1E-07,9.2,6.43507671356201,0.6
0.1,512,64,0.95,0.85,0.5,0.01,1E-05,9.5,6.40280413627625,0.670820393249937
0.1,512,64,0.95,0.85,0.5,0.01,1E-06,38.9,6.37621712684631,11.0945932778088
0.1,512,64,0.95,0.85,0.5,0.01,1E-07,11.2,6.28572130203247,1.16619037896906
0.1,512,64,0.95,0.85,0.5,0.001,1E-05,9.3,6.34988355636597,0.640312423743285
0.1,512,64,0.95,0.85,0.5,0.001,1E-06,10.9,6.46276164054871,1.3
0.1,512,64,0.95,0.85,0.5,0.001,1E-07,9.6,6.67616367340088,0.66332495807108
0.1,512,64,0.99,0.95,0.1,0,1E-05,9.7,6.14604640007019,0.640312423743285
0.1,512,64,0.99,0.95,0.1,0,1E-06,8.6,6.29740023612976,0.66332495807108
0.1,512,64,0.99,0.95,0.1,0,1E-07,9.5,6.22708868980408,0.806225774829855
0.1,512,64,0.99,0.95,0.1,0.1,1E-05,9,6.60486316680908,0.632455532033676
0.1,512,64,0.99,0.95,0.1,0.1,1E-06,9.1,6.4264178276062,0.7
0.1,512,64,0.99,0.95,0.1,0.1,1E-07,9.5,6.55949211120606,0.5
0.1,512,64,0.99,0.95,0.1,0.01,1E-05,9.1,6.55370378494263,0.7
0.1,512,64,0.99,0.95,0.1,0.01,1E-06,60.6,6.50178289413452,19.7038067388005
0.1,512,64,0.99,0.95,0.1,0.01,1E-07,9.9,6.45447659492493,0.7
0.1,512,64,0.99,0.95,0.1,0.001,1E-05,214.5,6.3289213180542,81.7988386225624
0.1,512,64,0.99,0.95,0.1,0.001,1E-06,57.8,6.10322976112366,14.7431339951857
0.1,512,64,0.99,0.95,0.1,0.001,1E-07,44.1,6.64151120185852,17.0906407135602
0.1,512,64,0.99,0.95,0.2,0,1E-05,9.4,6.83369421958923,0.66332495807108
0.1,512,64,0.99,0.95,0.2,0,1E-06,9.3,6.36088252067566,1.00498756211209
0.1,512,64,0.99,0.95,0.2,0,1E-07,127.4,6.20108556747437,124.712629673181
0.1,512,64,0.99,0.95,0.2,0.1,1E-05,9.7,6.24727940559387,0.781024967590666
0.1,512,64,0.99,0.95,0.2,0.1,1E-06,9.4,6.59001708030701,0.66332495807108
0.1,512,64,0.99,0.95,0.2,0.1,1E-07,9.4,6.74041819572449,0.8
0.1,512,64,0.99,0.95,0.2,0.01,1E-05,8.9,6.14865398406982,0.830662386291808
0.1,512,64,0.99,0.95,0.2,0.01,1E-06,9.2,6.43437457084656,0.871779788708135
0.1,512,64,0.99,0.95,0.2,0.01,1E-07,42.1,6.0885763168335,8.74585616163449
0.1,512,64,0.99,0.95,0.2,0.001,1E-05,45.7,6.35786533355713,17.1467198029244
0.1,512,64,0.99,0.95,0.2,0.001,1E-06,8.8,6.37143683433533,0.871779788708135
0.1,512,64,0.99,0.95,0.2,0.001,1E-07,49.9,6.4491548538208,18.6034942954274
0.1,512,64,0.99,0.95,0.3,0,1E-05,9.3,6.51495242118835,0.458257569495584
0.1,512,64,0.99,0.95,0.3,0,1E-06,9.5,6.54338908195496,0.5
0.1,512,64,0.99,0.95,0.3,0,1E-07,9.5,6.37067770957947,0.806225774829855
0.1,512,64,0.99,0.95,0.3,0.1,1E-05,9.3,6.33242464065552,0.781024967590666
0.1,512,64,0.99,0.95,0.3,0.1,1E-06,9.1,6.25620460510254,0.7
0.1,512,64,0.99,0.95,0.3,0.1,1E-07,9.7,6.77026033401489,0.781024967590666
0.1,512,64,0.99,0.95,0.3,0.01,1E-05,498.3,6.63175654411316,5.1
0.1,512,64,0.99,0.95,0.3,0.01,1E-06,9.4,6.17037129402161,0.489897948556636
0.1,512,64,0.99,0.95,0.3,0.01,1E-07,18.9,6.19431948661804,2.2561028345357
0.1,512,64,0.99,0.95,0.3,0.001,1E-05,9.3,6.61061334609985,1.00498756211209
0.1,512,64,0.99,0.95,0.3,0.001,1E-06,9.2,6.21855592727661,0.6
0.1,512,64,0.99,0.95,0.3,0.001,1E-07,9.1,6.40865397453308,1.04403065089106
0.1,512,64,0.99,0.95,0.4,0,1E-05,9.5,6.61846971511841,0.5
0.1,512,64,0.99,0.95,0.4,0,1E-06,9.4,6.73653864860535,0.489897948556636
0.1,512,64,0.99,0.95,0.4,0,1E-07,9.2,6.35614538192749,0.871779788708135
0.1,512,64,0.99,0.95,0.4,0.1,1E-05,9.4,6.29530358314514,0.916515138991168
0.1,512,64,0.99,0.95,0.4,0.1,1E-06,9.7,6.32725763320923,0.640312423743285
0.1,512,64,0.99,0.95,0.4,0.1,1E-07,9.6,6.28779149055481,0.916515138991168
0.1,512,64,0.99,0.95,0.4,0.01,1E-05,9.5,6.35551714897156,0.806225774829855
0.1,512,64,0.99,0.95,0.4,0.01,1E-06,9.1,6.59603548049927,0.7
0.1,512,64,0.99,0.95,0.4,0.01,1E-07,9.4,6.43879985809326,0.66332495807108
0.1,512,64,0.99,0.95,0.4,0.001,1E-05,9.1,6.50701427459717,0.7
0.1,512,64,0.99,0.95,0.4,0.001,1E-06,9,6.20613813400269,0.774596669241483
0.1,512,64,0.99,0.95,0.4,0.001,1E-07,9.2,6.35392451286316,0.748331477354788
0.1,512,64,0.99,0.95,0.5,0,1E-05,9,6.72440481185913,0.632455532033676
0.1,512,64,0.99,0.95,0.5,0,1E-06,9.4,6.63387012481689,0.8
0.1,512,64,0.99,0.95,0.5,0,1E-07,9.3,6.78047394752502,0.640312423743285
0.1,512,64,0.99,0.95,0.5,0.1,1E-05,9.4,6.32671284675598,0.66332495807108
0.1,512,64,0.99,0.95,0.5,0.1,1E-06,9.4,6.76052141189575,0.489897948556636
0.1,512,64,0.99,0.95,0.5,0.1,1E-07,9.7,6.54529571533203,0.458257569495584
0.1,512,64,0.99,0.95,0.5,0.01,1E-05,9.4,6.21092462539673,0.8
0.1,512,64,0.99,0.95,0.5,0.01,1E-06,9.1,6.4454448223114,0.53851648071345
0.1,512,64,0.99,0.95,0.5,0.01,1E-07,9.7,6.71473455429077,0.640312423743285
0.1,512,64,0.99,0.95,0.5,0.001,1E-05,9.4,6.52514600753784,0.66332495807108
0.1,512,64,0.99,0.95,0.5,0.001,1E-06,9.6,6.3448441028595,0.489897948556636
0.1,512,64,0.99,0.95,0.5,0.001,1E-07,38.7,6.44834399223328,7.9
0.1,512,64,0.99,0.9,0.1,0,1E-05,9.3,6.24099850654602,0.640312423743285
0.1,512,64,0.99,0.9,0.1,0,1E-06,9.7,6.5814688205719,0.640312423743285
0.1,512,64,0.99,0.9,0.1,0,1E-07,9.3,6.34809446334839,0.640312423743285
0.1,512,64,0.99,0.9,0.1,0.1,1E-05,45.8,6.07256126403809,8.62322445492404
0.1,512,64,0.99,0.9,0.1,0.1,1E-06,9.3,6.40145540237427,0.458257569495584
0.1,512,64,0.99,0.9,0.1,0.1,1E-07,9.6,6.38512372970581,0.916515138991168
0.1,512,64,0.99,0.9,0.1,0.01,1E-05,9.2,6.96405673027039,0.748331477354788
0.1,512,64,0.99,0.9,0.1,0.01,1E-06,9.1,6.72464680671692,0.7
0.1,512,64,0.99,0.9,0.1,0.01,1E-07,9.3,6.33547186851501,0.781024967590666
0.1,512,64,0.99,0.9,0.1,0.001,1E-05,45.7,6.56461548805237,10.8908218239029
0.1,512,64,0.99,0.9,0.1,0.001,1E-06,79.1,6.184818983078,20.1417476898108
0.1,512,64,0.99,0.9,0.1,0.001,1E-07,9.5,6.44200801849365,0.806225774829855
0.1,512,64,0.99,0.9,0.2,0,1E-05,9,6.339439868927,0.632455532033676
0.1,512,64,0.99,0.9,0.2,0,1E-06,9.2,6.46938228607178,0.748331477354788
0.1,512,64,0.99,0.9,0.2,0,1E-07,29.6,6.15655875205994,5.76541412215983
0.1,512,64,0.99,0.9,0.2,0.1,1E-05,9.7,6.48194336891174,0.458257569495584
0.1,512,64,0.99,0.9,0.2,0.1,1E-06,38.1,6.30195999145508,12.0536301585871
0.1,512,64,0.99,0.9,0.2,0.1,1E-07,9.1,6.47527480125427,0.94339811320566
0.1,512,64,0.99,0.9,0.2,0.01,1E-05,46.2,6.7511739730835,12.7027556065603
0.1,512,64,0.99,0.9,0.2,0.01,1E-06,9.2,6.4817066192627,0.748331477354788
0.1,512,64,0.99,0.9,0.2,0.01,1E-07,14.1,6.25289058685303,1.51327459504216
0.1,512,64,0.99,0.9,0.2,0.001,1E-05,9.3,6.52349448204041,0.781024967590666
0.1,512,64,0.99,0.9,0.2,0.001,1E-06,41.8,6.70317816734314,10.0179838290946
0.1,512,64,0.99,0.9,0.2,0.001,1E-07,32.6,6.48084378242493,10.0518654985033
0.1,512,64,0.99,0.9,0.3,0,1E-05,52.1,7.02433061599731,16.3306460374353
0.1,512,64,0.99,0.9,0.3,0,1E-06,9.1,6.33265972137451,0.94339811320566
0.1,512,64,0.99,0.9,0.3,0,1E-07,9.2,6.16316270828247,0.871779788708135
0.1,512,64,0.99,0.9,0.3,0.1,1E-05,9.5,6.34272241592407,0.806225774829855
0.1,512,64,0.99,0.9,0.3,0.1,1E-06,9.2,6.29876828193665,0.979795897113271
0.1,512,64,0.99,0.9,0.3,0.1,1E-07,19.9,6.2675998210907,2.58650343127551
0.1,512,64,0.99,0.9,0.3,0.01,1E-05,38.8,6.36808681488037,15.0983442800858
0.1,512,64,0.99,0.9,0.3,0.01,1E-06,9.3,7.03351283073425,0.458257569495584
0.1,512,64,0.99,0.9,0.3,0.01,1E-07,9.4,6.46205496788025,0.66332495807108
0.1,512,64,0.99,0.9,0.3,0.001,1E-05,9.5,6.31533074378967,0.5
0.1,512,64,0.99,0.9,0.3,0.001,1E-06,9.3,6.35265707969666,1.00498756211209
0.1,512,64,0.99,0.9,0.3,0.001,1E-07,374.3,6.11726188659668,129.956184923997
0.1,512,64,0.99,0.9,0.4,0,1E-05,9.6,6.35006904602051,0.8
0.1,512,64,0.99,0.9,0.4,0,1E-06,9.2,6.48979306221008,0.748331477354788
0.1,512,64,0.99,0.9,0.4,0,1E-07,9.1,6.55670046806335,0.7
0.1,512,64,0.99,0.9,0.4,0.1,1E-05,9.7,6.51829767227173,0.458257569495584
0.1,512,64,0.99,0.9,0.4,0.1,1E-06,9.6,6.33641481399536,0.8
0.1,512,64,0.99,0.9,0.4,0.1,1E-07,9.5,6.69151329994202,0.921954445729289
0.1,512,64,0.99,0.9,0.4,0.01,1E-05,9.4,6.6016833782196,0.489897948556636
0.1,512,64,0.99,0.9,0.4,0.01,1E-06,9.5,6.61884808540344,0.670820393249937
0.1,512,64,0.99,0.9,0.4,0.01,1E-07,52.2,6.31180310249329,13.5779232579949
0.1,512,64,0.99,0.9,0.4,0.001,1E-05,9.1,6.74874424934387,0.830662386291808
0.1,512,64,0.99,0.9,0.4,0.001,1E-06,9.4,6.69695281982422,0.8
0.1,512,64,0.99,0.9,0.4,0.001,1E-07,9.2,6.75551819801331,0.6
0.1,512,64,0.99,0.9,0.5,0,1E-05,9.3,6.68498396873474,0.640312423743285
0.1,512,64,0.99,0.9,0.5,0,1E-06,9,6.05639600753784,0.632455532033676
0.1,512,64,0.99,0.9,0.5,0,1E-07,9,6.5183572769165,0.894427190999916
0.1,512,64,0.99,0.9,0.5,0.1,1E-05,33.4,6.39068102836609,5.67802782663136
